                    ************************************************************************************************
                    *  Z= 21 A= 45: Positive-Parity Spin-dependent Level Density [MeV-1] for Sc 45 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
  90.00  3.425  2.01E+14 6.96E+12 1.35E+14 2.19E+11 4.23E+11 5.98E+11 7.33E+11 8.23E+11 8.64E+11 8.61E+11 8.20E+11 7.49E+11 6.59E+11 5.59E+11 4.58E+11 3.61E+11 2.77E+11 2.05E+11 1.46E+11 1.01E+11 6.70E+10 4.29E+10 2.66E+10 1.58E+10 9.02E+09 4.94E+09 2.58E+09 1.29E+09 6.14E+08 2.76E+08 1.17E+08 4.68E+07 1.74E+07
 100.00  3.610  1.77E+15 6.16E+13 1.20E+15 1.81E+12 3.52E+12 4.98E+12 6.13E+12 6.90E+12 7.30E+12 7.33E+12 7.05E+12 6.51E+12 5.79E+12 4.96E+12 4.13E+12 3.33E+12 2.59E+12 1.95E+12 1.42E+12 1.01E+12 6.88E+11 4.55E+11 2.91E+11 1.80E+11 1.07E+11 6.12E+10 3.38E+10 1.78E+10 9.07E+09 4.40E+09 2.02E+09 8.87E+08 3.69E+08
 110.00  3.787  1.33E+16 4.55E+14 9.02E+15 1.27E+13 2.46E+13 3.50E+13 4.33E+13 4.89E+13 5.20E+13 5.27E+13 5.10E+13 4.75E+13 4.27E+13 3.71E+13 3.12E+13 2.55E+13 2.02E+13 1.54E+13 1.15E+13 8.32E+12 5.83E+12 3.96E+12 2.61E+12 1.66E+12 1.02E+12 6.08E+11 3.49E+11 1.93E+11 1.03E+11 5.26E+10 2.57E+10 1.21E+10 5.39E+09
 120.00  3.955  9.09E+16 3.10E+15 6.23E+16 8.20E+13 1.59E+14 2.27E+14 2.80E+14 3.19E+14 3.40E+14 3.47E+14 3.39E+14 3.18E+14 2.88E+14 2.53E+14 2.16E+14 1.78E+14 1.43E+14 1.12E+14 8.46E+13 6.23E+13 4.45E+13 3.09E+13 2.09E+13 1.37E+13 8.66E+12 5.32E+12 3.16E+12 1.82E+12 1.01E+12 5.42E+11 2.79E+11 1.39E+11 6.59E+10
 130.00  4.116  5.75E+17 1.95E+16 3.97E+17 4.90E+14 9.52E+14 1.36E+15 1.69E+15 1.93E+15 2.07E+15 2.12E+15 2.08E+15 1.97E+15 1.80E+15 1.59E+15 1.37E+15 1.15E+15 9.34E+14 7.38E+14 5.68E+14 4.25E+14 3.10E+14 2.19E+14 1.51E+14 1.01E+14 6.58E+13 4.16E+13 2.55E+13 1.51E+13 8.71E+12 4.85E+12 2.60E+12 1.35E+12 6.77E+11
 140.00  4.272  3.38E+18 1.14E+17 2.35E+18 2.73E+15 5.32E+15 7.60E+15 9.46E+15 1.08E+16 1.17E+16 1.20E+16 1.19E+16 1.13E+16 1.04E+16 9.33E+15 8.11E+15 6.85E+15 5.63E+15 4.52E+15 3.52E+15 2.67E+15 1.98E+15 1.42E+15 1.00E+15 6.84E+14 4.55E+14 2.94E+14 1.85E+14 1.13E+14 6.71E+13 3.86E+13 2.15E+13 1.16E+13 6.05E+12
 150.00  4.422  1.86E+19 6.24E+17 1.30E+19 1.43E+16 2.79E+16 3.99E+16 4.99E+16 5.73E+16 6.20E+16 6.41E+16 6.35E+16 6.09E+16 5.65E+16 5.10E+16 4.46E+16 3.81E+16 3.16E+16 2.56E+16 2.03E+16 1.56E+16 1.17E+16 8.57E+15 6.12E+15 4.26E+15 2.89E+15 1.91E+15 1.23E+15 7.70E+14 4.68E+14 2.77E+14 1.59E+14 8.89E+13 4.80E+13
 160.00  4.567  9.65E+19 3.21E+18 6.79E+19 7.08E+16 1.38E+17 1.97E+17 2.48E+17 2.85E+17 3.10E+17 3.21E+17 3.21E+17 3.09E+17 2.88E+17 2.62E+17 2.31E+17 1.99E+17 1.67E+17 1.36E+17 1.09E+17 8.49E+16 6.46E+16 4.80E+16 3.47E+16 2.46E+16 1.70E+16 1.14E+16 7.51E+15 4.80E+15 2.99E+15 1.82E+15 1.07E+15 6.14E+14 3.42E+14
 170.00  4.707  4.72E+20 1.56E+19 3.34E+20 3.31E+17 6.45E+17 9.26E+17 1.16E+18 1.34E+18 1.47E+18 1.53E+18 1.53E+18 1.48E+18 1.39E+18 1.27E+18 1.13E+18 9.78E+17 8.27E+17 6.83E+17 5.51E+17 4.34E+17 3.34E+17 2.51E+17 1.85E+17 1.33E+17 9.28E+16 6.35E+16 4.26E+16 2.78E+16 1.76E+16 1.09E+16 6.61E+15 3.88E+15 2.23E+15
 180.00  4.844  2.20E+21 7.20E+19 1.55E+21 1.47E+18 2.86E+18 4.12E+18 5.17E+18 5.99E+18 6.54E+18 6.84E+18 6.89E+18 6.70E+18 6.33E+18 5.81E+18 5.20E+18 4.54E+18 3.88E+18 3.22E+18 2.62E+18 2.08E+18 1.63E+18 1.23E+18 9.20E+17 6.69E+17 4.75E+17 3.30E+17 2.25E+17 1.49E+17 9.66E+16 6.11E+16 3.77E+16 2.26E+16 1.33E+16
 190.00  4.977  9.68E+21 3.15E+20 6.86E+21 6.19E+18 1.21E+19 1.74E+19 2.19E+19 2.55E+19 2.78E+19 2.92E+19 2.95E+19 2.88E+19 2.74E+19 2.53E+19 2.28E+19 2.00E+19 1.71E+19 1.44E+19 1.18E+19 9.50E+18 7.46E+18 5.73E+18 4.31E+18 3.18E+18 2.28E+18 1.61E+18 1.11E+18 7.48E+17 4.93E+17 3.17E+17 2.00E+17 1.23E+17 7.35E+16
 200.00  5.106  4.03E+22 1.29E+21 2.86E+22 2.46E+19 4.82E+19 6.95E+19 8.76E+19 1.02E+20 1.12E+20 1.18E+20 1.20E+20 1.17E+20 1.12E+20 1.04E+20 9.37E+19 8.29E+19 7.17E+19 6.05E+19 5.01E+19 4.06E+19 3.21E+19 2.49E+19 1.89E+19 1.42E+19 1.03E+19 7.34E+18 5.12E+18 3.50E+18 2.35E+18 1.53E+18 9.79E+17 6.12E+17 3.74E+17

