                    ************************************************************************************************
                    *  Z= 33 A= 73: Positive-Parity Spin-dependent Level Density [MeV-1] for As 73 and ldmodel= 6  *
   4.25  0.585  2.80E+03 4.99E+02 1.68E+04 1.07E+02 2.01E+02 2.68E+02 2.98E+02 2.91E+02 2.55E+02 1.98E+02 1.36E+02 8.03E+01 4.07E+01 1.60E+01 5.91E+00 1.05E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.602  3.84E+03 6.18E+02 2.56E+04 1.53E+02 2.86E+02 3.84E+02 4.31E+02 4.27E+02 3.79E+02 3.01E+02 2.13E+02 1.32E+02 7.04E+01 3.12E+01 1.13E+01 2.18E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.619  5.15E+03 7.85E+02 3.39E+04 1.96E+02 3.65E+02 4.90E+02 5.54E+02 5.52E+02 4.94E+02 3.96E+02 2.84E+02 1.80E+02 9.96E+01 4.59E+01 1.75E+01 4.21E+00 5.60E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.635  6.80E+03 1.31E+03 4.44E+04 2.50E+02 4.63E+02 6.21E+02 7.05E+02 7.08E+02 6.38E+02 5.16E+02 3.75E+02 2.44E+02 1.39E+02 6.61E+01 2.71E+01 8.21E+00 1.16E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.666  1.30E+04 2.90E+03 8.73E+04 4.27E+02 8.04E+02 1.09E+03 1.26E+03 1.28E+03 1.18E+03 9.97E+02 7.58E+02 5.20E+02 3.18E+02 1.70E+02 7.85E+01 2.98E+01 9.31E+00 1.18E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.696  2.19E+04 4.84E+03 1.19E+05 5.51E+02 1.04E+03 1.42E+03 1.64E+03 1.69E+03 1.57E+03 1.34E+03 1.04E+03 7.31E+02 4.62E+02 2.61E+02 1.29E+02 5.43E+01 1.91E+01 4.66E+00 5.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.724  3.80E+04 9.13E+03 2.07E+05 8.49E+02 1.62E+03 2.22E+03 2.59E+03 2.71E+03 2.58E+03 2.25E+03 1.81E+03 1.32E+03 8.83E+02 5.35E+02 2.91E+02 1.39E+02 5.75E+01 1.95E+01 5.89E+00 6.52E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.751  5.88E+04 1.21E+04 2.55E+05 9.78E+02 1.86E+03 2.56E+03 3.00E+03 3.16E+03 3.03E+03 2.69E+03 2.20E+03 1.66E+03 1.14E+03 7.25E+02 4.17E+02 2.16E+02 9.92E+01 3.84E+01 1.35E+01 3.12E+00 1.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.778  9.76E+04 2.02E+04 4.24E+05 1.50E+03 2.85E+03 3.93E+03 4.64E+03 4.93E+03 4.79E+03 4.32E+03 3.61E+03 2.80E+03 2.01E+03 1.33E+03 8.11E+02 4.51E+02 2.27E+02 9.88E+01 3.83E+01 1.19E+01 3.18E+00 2.05E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.803  1.48E+05 2.39E+04 5.05E+05 1.69E+03 3.23E+03 4.46E+03 5.27E+03 5.61E+03 5.50E+03 5.00E+03 4.23E+03 3.34E+03 2.45E+03 1.68E+03 1.06E+03 6.17E+02 3.27E+02 1.56E+02 6.47E+01 2.29E+01 7.45E+00 1.58E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.828  2.40E+05 3.90E+04 8.91E+05 2.79E+03 5.32E+03 7.36E+03 8.72E+03 9.34E+03 9.23E+03 8.50E+03 7.32E+03 5.91E+03 4.47E+03 3.16E+03 2.07E+03 1.26E+03 7.02E+02 3.55E+02 1.59E+02 6.11E+01 2.00E+01 4.82E+00 9.10E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.852  3.43E+05 4.49E+04 9.35E+05 2.89E+03 5.50E+03 7.60E+03 8.99E+03 9.63E+03 9.52E+03 8.79E+03 7.60E+03 6.18E+03 4.71E+03 3.37E+03 2.26E+03 1.40E+03 7.91E+02 4.09E+02 1.89E+02 7.47E+01 2.52E+01 6.32E+00 1.37E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.875  4.79E+05 7.82E+04 1.29E+06 3.87E+03 7.38E+03 1.02E+04 1.21E+04 1.29E+04 1.28E+04 1.19E+04 1.03E+04 8.52E+03 6.57E+03 4.78E+03 3.25E+03 2.06E+03 1.20E+03 6.41E+02 3.09E+02 1.30E+02 4.74E+01 1.37E+01 2.89E+00 1.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.898  6.59E+05 8.00E+04 1.81E+06 5.25E+03 1.00E+04 1.38E+04 1.63E+04 1.75E+04 1.74E+04 1.62E+04 1.42E+04 1.19E+04 9.26E+03 6.84E+03 4.73E+03 3.07E+03 1.84E+03 1.01E+03 5.10E+02 2.31E+02 9.05E+01 3.02E+01 6.17E+00 3.85E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  0.942  1.23E+06 1.52E+05 3.31E+06 9.24E+03 1.76E+04 2.43E+04 2.88E+04 3.11E+04 3.10E+04 2.91E+04 2.57E+04 2.16E+04 1.71E+04 1.28E+04 9.02E+03 5.96E+03 3.67E+03 2.08E+03 1.08E+03 5.01E+02 2.03E+02 6.98E+01 1.86E+01 2.83E+00 1.99E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  0.984  2.15E+06 2.74E+05 6.25E+06 1.62E+04 3.10E+04 4.29E+04 5.12E+04 5.55E+04 5.57E+04 5.28E+04 4.73E+04 4.02E+04 3.24E+04 2.49E+04 1.81E+04 1.23E+04 7.94E+03 4.76E+03 2.64E+03 1.35E+03 6.24E+02 2.55E+02 9.03E+01 2.61E+01 5.81E+00 3.80E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.024  3.69E+06 5.03E+05 1.11E+07 2.69E+04 5.14E+04 7.14E+04 8.56E+04 9.32E+04 9.46E+04 9.03E+04 8.17E+04 7.05E+04 5.78E+04 4.52E+04 3.36E+04 2.35E+04 1.56E+04 9.72E+03 5.63E+03 3.01E+03 1.47E+03 6.49E+02 2.52E+02 8.31E+01 2.23E+01 3.88E+00 3.38E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.063  6.15E+06 8.70E+05 1.77E+07 4.06E+04 7.77E+04 1.08E+05 1.30E+05 1.42E+05 1.45E+05 1.40E+05 1.27E+05 1.11E+05 9.19E+04 7.27E+04 5.49E+04 3.94E+04 2.68E+04 1.71E+04 1.03E+04 5.77E+03 2.97E+03 1.41E+03 6.02E+02 2.30E+02 7.71E+01 1.77E+01 3.89E+00 2.51E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.100  9.44E+06 1.36E+06 2.29E+07 5.17E+04 9.90E+04 1.38E+05 1.66E+05 1.82E+05 1.86E+05 1.79E+05 1.63E+05 1.42E+05 1.18E+05 9.46E+04 7.18E+04 5.20E+04 3.56E+04 2.31E+04 1.41E+04 8.02E+03 4.23E+03 2.05E+03 8.99E+02 3.56E+02 1.25E+02 3.02E+01 6.98E+00 8.17E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.136  1.37E+07 1.74E+06 2.82E+07 6.27E+04 1.20E+05 1.67E+05 2.02E+05 2.21E+05 2.26E+05 2.18E+05 2.00E+05 1.74E+05 1.45E+05 1.17E+05 8.90E+04 6.49E+04 4.49E+04 2.96E+04 1.83E+04 1.06E+04 5.80E+03 2.90E+03 1.33E+03 5.53E+02 2.05E+02 6.83E+01 1.83E+01 4.23E+00 9.05E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.171  1.92E+07 2.13E+06 3.33E+07 7.33E+04 1.41E+05 1.96E+05 2.36E+05 2.59E+05 2.65E+05 2.55E+05 2.34E+05 2.04E+05 1.71E+05 1.37E+05 1.05E+05 7.66E+04 5.34E+04 3.56E+04 2.24E+04 1.33E+04 7.44E+03 3.87E+03 1.86E+03 8.21E+02 3.27E+02 6.63E+01 1.89E+01 4.69E+00 1.55E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.205  2.65E+07 2.50E+06 4.29E+07 9.70E+04 1.86E+05 2.60E+05 3.13E+05 3.42E+05 3.49E+05 3.35E+05 3.07E+05 2.66E+05 2.21E+05 1.75E+05 1.32E+05 9.60E+04 6.64E+04 4.36E+04 2.72E+04 1.61E+04 8.90E+03 4.60E+03 2.17E+03 9.34E+02 3.54E+02 1.13E+02 2.93E+01 5.42E+00 4.87E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.238  3.81E+07 3.26E+06 7.21E+07 1.57E+05 3.02E+05 4.22E+05 5.09E+05 5.59E+05 5.73E+05 5.54E+05 5.09E+05 4.44E+05 3.72E+05 2.96E+05 2.27E+05 1.65E+05 1.16E+05 7.70E+04 4.87E+04 2.93E+04 1.66E+04 8.84E+03 4.36E+03 1.96E+03 7.94E+02 2.80E+02 8.11E+01 1.81E+01 2.72E+00 5.75E-03 1.00E-30 1.00E-30 1.00E-30
  20.00  1.270  5.50E+07 5.44E+06 1.12E+08 2.37E+05 4.57E+05 6.39E+05 7.72E+05 8.52E+05 8.75E+05 8.49E+05 7.82E+05 6.87E+05 5.79E+05 4.64E+05 3.58E+05 2.63E+05 1.86E+05 1.24E+05 7.96E+04 4.85E+04 2.79E+04 1.51E+04 7.60E+03 3.52E+03 1.48E+03 5.49E+02 1.72E+02 4.37E+01 7.95E+00 3.03E+00 3.89E-01 1.00E-30 1.00E-30
  22.50  1.347  1.52E+08 1.60E+07 2.87E+08 5.69E+05 1.09E+06 1.54E+06 1.86E+06 2.07E+06 2.14E+06 2.09E+06 1.94E+06 1.73E+06 1.47E+06 1.20E+06 9.39E+05 7.04E+05 5.07E+05 3.48E+05 2.29E+05 1.44E+05 8.64E+04 4.89E+04 2.61E+04 1.30E+04 6.01E+03 2.53E+03 9.54E+02 3.16E+02 8.65E+01 1.88E+01 6.38E+00 6.96E-01 1.00E-30
  25.00  1.420  3.60E+08 3.10E+07 6.25E+08 1.17E+06 2.24E+06 3.15E+06 3.84E+06 4.27E+06 4.44E+06 4.37E+06 4.10E+06 3.67E+06 3.16E+06 2.62E+06 2.08E+06 1.59E+06 1.17E+06 8.25E+05 5.59E+05 3.63E+05 2.27E+05 1.34E+05 7.57E+04 4.04E+04 2.02E+04 9.44E+03 4.05E+03 1.58E+03 5.38E+02 1.55E+02 3.46E+01 5.04E+00 1.93E+01
  30.00  1.555  2.80E+09 1.87E+08 3.94E+09 6.43E+06 1.24E+07 1.75E+07 2.15E+07 2.42E+07 2.54E+07 2.54E+07 2.42E+07 2.20E+07 1.94E+07 1.65E+07 1.35E+07 1.07E+07 8.15E+06 6.00E+06 4.27E+06 2.93E+06 1.93E+06 1.23E+06 7.48E+05 4.35E+05 2.42E+05 1.28E+05 6.41E+04 3.03E+04 1.33E+04 5.39E+03 2.00E+03 6.57E+02 1.86E+02
  40.00  1.796  1.75E+11 6.79E+09 1.48E+11 1.89E+08 3.67E+08 5.22E+08 6.49E+08 7.39E+08 7.94E+08 8.11E+08 7.94E+08 7.48E+08 6.82E+08 6.02E+08 5.16E+08 4.28E+08 3.45E+08 2.69E+08 2.05E+08 1.51E+08 1.08E+08 7.47E+07 5.00E+07 3.25E+07 2.03E+07 1.22E+07 7.07E+06 3.94E+06 2.08E+06 1.05E+06 5.05E+05 2.28E+05 9.61E+04
  50.00  2.008  4.20E+12 1.39E+11 3.24E+12 3.65E+09 7.09E+09 1.02E+10 1.27E+10 1.45E+10 1.58E+10 1.63E+10 1.61E+10 1.54E+10 1.43E+10 1.29E+10 1.12E+10 9.54E+09 7.88E+09 6.35E+09 4.97E+09 3.79E+09 2.82E+09 2.04E+09 1.42E+09 9.74E+08 6.45E+08 4.15E+08 2.58E+08 1.55E+08 9.04E+07 5.07E+07 2.72E+07 1.41E+07 6.97E+06
  60.00  2.200  1.01E+14 3.65E+12 8.66E+13 8.39E+10 1.64E+11 2.35E+11 2.95E+11 3.42E+11 3.74E+11 3.90E+11 3.91E+11 3.81E+11 3.59E+11 3.29E+11 2.93E+11 2.55E+11 2.16E+11 1.79E+11 1.45E+11 1.14E+11 8.82E+10 6.64E+10 4.87E+10 3.49E+10 2.44E+10 1.67E+10 1.10E+10 7.11E+09 4.46E+09 2.72E+09 1.60E+09 9.18E+08 5.09E+08
  70.00  2.376  1.84E+15 6.67E+13 1.62E+15 1.43E+12 2.78E+12 4.01E+12 5.06E+12 5.88E+12 6.46E+12 6.79E+12 6.87E+12 6.75E+12 6.42E+12 5.96E+12 5.38E+12 4.75E+12 4.09E+12 3.44E+12 2.84E+12 2.29E+12 1.80E+12 1.39E+12 1.04E+12 7.69E+11 5.53E+11 3.89E+11 2.67E+11 1.79E+11 1.17E+11 7.46E+10 4.63E+10 2.79E+10 1.64E+10
  80.00  2.540  3.10E+16 1.11E+15 2.77E+16 2.23E+13 4.36E+13 6.29E+13 7.95E+13 9.29E+13 1.03E+14 1.09E+14 1.11E+14 1.09E+14 1.05E+14 9.82E+13 8.98E+13 8.03E+13 7.00E+13 5.98E+13 5.00E+13 4.10E+13 3.29E+13 2.58E+13 1.98E+13 1.49E+13 1.10E+13 7.96E+12 5.63E+12 3.89E+12 2.63E+12 1.73E+12 1.12E+12 7.02E+11 4.30E+11
  90.00  2.694  5.08E+17 1.80E+16 4.67E+17 3.49E+14 6.83E+14 9.87E+14 1.25E+15 1.47E+15 1.63E+15 1.73E+15 1.77E+15 1.76E+15 1.71E+15 1.60E+15 1.48E+15 1.34E+15 1.18E+15 1.02E+15 8.61E+14 7.15E+14 5.82E+14 4.64E+14 3.63E+14 2.78E+14 2.09E+14 1.54E+14 1.11E+14 7.89E+13 5.47E+13 3.71E+13 2.46E+13 1.60E+13 1.02E+13
 100.00  2.840  8.68E+18 3.16E+17 8.12E+18 5.74E+15 1.12E+16 1.62E+16 2.07E+16 2.43E+16 2.69E+16 2.87E+16 2.96E+16 2.95E+16 2.88E+16 2.72E+16 2.53E+16 2.30E+16 2.04E+16 1.77E+16 1.51E+16 1.27E+16 1.05E+16 8.44E+15 6.68E+15 5.19E+15 3.96E+15 2.96E+15 2.18E+15 1.57E+15 1.11E+15 7.67E+14 5.21E+14 3.47E+14 2.26E+14
 110.00  2.979  1.17E+20 4.25E+18 1.09E+20 7.32E+16 1.43E+17 2.09E+17 2.64E+17 3.11E+17 3.47E+17 3.71E+17 3.84E+17 3.84E+17 3.75E+17 3.58E+17 3.34E+17 3.05E+17 2.73E+17 2.40E+17 2.06E+17 1.75E+17 1.45E+17 1.18E+17 9.48E+16 7.45E+16 5.76E+16 4.37E+16 3.25E+16 2.38E+16 1.70E+16 1.21E+16 8.33E+15 5.65E+15 3.76E+15
 120.00  3.111  1.33E+21 4.81E+19 1.26E+21 7.89E+17 1.55E+18 2.25E+18 2.87E+18 3.39E+18 3.78E+18 4.06E+18 4.21E+18 4.24E+18 4.16E+18 4.00E+18 3.75E+18 3.45E+18 3.12E+18 2.76E+18 2.41E+18 2.05E+18 1.73E+18 1.42E+18 1.15E+18 9.18E+17 7.19E+17 5.54E+17 4.19E+17 3.12E+17 2.28E+17 1.64E+17 1.16E+17 8.01E+16 5.45E+16
 130.00  3.238  1.43E+22 5.19E+20 1.37E+22 8.10E+18 1.60E+19 2.32E+19 2.96E+19 3.49E+19 3.92E+19 4.22E+19 4.38E+19 4.45E+19 4.39E+19 4.22E+19 3.99E+19 3.70E+19 3.36E+19 2.99E+19 2.63E+19 2.27E+19 1.92E+19 1.60E+19 1.31E+19 1.06E+19 8.38E+18 6.54E+18 5.02E+18 3.78E+18 2.81E+18 2.06E+18 1.47E+18 1.04E+18 7.22E+17
 140.00  3.360  1.40E+23 5.07E+21 1.35E+23 7.55E+19 1.48E+20 2.16E+20 2.76E+20 3.27E+20 3.68E+20 3.96E+20 4.15E+20 4.21E+20 4.18E+20 4.04E+20 3.85E+20 3.58E+20 3.27E+20 2.94E+20 2.59E+20 2.26E+20 1.93E+20 1.62E+20 1.34E+20 1.09E+20 8.75E+19 6.91E+19 5.37E+19 4.10E+19 3.09E+19 2.29E+19 1.67E+19 1.20E+19 8.44E+18
 150.00  3.478  1.23E+24 4.44E+22 1.19E+24 6.32E+20 1.25E+21 1.81E+21 2.32E+21 2.76E+21 3.10E+21 3.36E+21 3.52E+21 3.60E+21 3.57E+21 3.48E+21 3.32E+21 3.11E+21 2.87E+21 2.59E+21 2.30E+21 2.02E+21 1.74E+21 1.47E+21 1.23E+21 1.01E+21 8.19E+20 6.54E+20 5.15E+20 3.99E+20 3.03E+20 2.28E+20 1.68E+20 1.23E+20 8.81E+19
 160.00  3.592  1.01E+25 3.63E+23 9.88E+24 4.97E+21 9.78E+21 1.43E+22 1.83E+22 2.18E+22 2.46E+22 2.67E+22 2.80E+22 2.87E+22 2.87E+22 2.81E+22 2.69E+22 2.53E+22 2.34E+22 2.13E+22 1.91E+22 1.68E+22 1.46E+22 1.25E+22 1.05E+22 8.71E+21 7.12E+21 5.73E+21 4.56E+21 3.57E+21 2.75E+21 2.10E+21 1.57E+21 1.16E+21 8.43E+20
