                    ************************************************************************************************
                    *  Z= 33 A= 73: Positive-Parity Spin-dependent Level Density [MeV-1] for As 73 and ldmodel= 1  *
   4.25  0.585  1.14E+03 5.50E+02 3.99E+03 4.86E+01 8.46E+01 1.01E+02 9.71E+01 8.01E+01 5.78E+01 3.70E+01 2.12E+01 1.09E+01 5.01E+00 2.09E+00 7.88E-01 2.69E-01 8.32E-02 2.34E-02 5.95E-03 1.38E-03 2.89E-04 5.53E-05 9.60E-06 1.52E-06 2.18E-07 2.85E-08 3.39E-09 3.67E-10 3.62E-11 3.25E-12 2.66E-13 1.98E-14 1.34E-15
   4.50  0.602  1.50E+03 7.23E+02 5.35E+03 6.18E+01 1.08E+02 1.30E+02 1.27E+02 1.06E+02 7.76E+01 5.07E+01 2.96E+01 1.56E+01 7.41E+00 3.19E+00 1.24E+00 4.41E-01 1.42E-01 4.17E-02 1.11E-02 2.70E-03 5.99E-04 1.21E-04 2.23E-05 3.75E-06 5.75E-07 8.05E-08 1.03E-08 1.20E-09 1.28E-10 1.24E-11 1.10E-12 8.93E-14 6.62E-15
   4.75  0.619  1.98E+03 9.51E+02 7.16E+03 7.88E+01 1.38E+02 1.67E+02 1.65E+02 1.39E+02 1.04E+02 6.91E+01 4.13E+01 2.22E+01 1.09E+01 4.81E+00 1.94E+00 7.13E-01 2.39E-01 7.29E-02 2.03E-02 5.18E-03 1.21E-03 2.57E-04 5.00E-05 8.90E-06 1.45E-06 2.16E-07 2.95E-08 3.69E-09 4.22E-10 4.42E-11 4.24E-12 3.73E-13 3.00E-14
   5.00  0.635  2.60E+03 1.25E+03 9.57E+03 1.00E+02 1.77E+02 2.16E+02 2.14E+02 1.84E+02 1.39E+02 9.39E+01 5.72E+01 3.15E+01 1.58E+01 7.20E+00 2.99E+00 1.14E+00 3.94E-01 1.25E-01 3.64E-02 9.68E-03 2.36E-03 5.28E-04 1.08E-04 2.03E-05 3.51E-06 5.55E-07 8.07E-08 1.08E-08 1.32E-09 1.48E-10 1.53E-11 1.45E-12 1.26E-13
   5.50  0.666  4.76E+03 2.16E+03 1.71E+04 1.64E+02 2.91E+02 3.58E+02 3.62E+02 3.17E+02 2.47E+02 1.72E+02 1.09E+02 6.25E+01 3.27E+01 1.57E+01 6.90E+00 2.78E+00 1.03E+00 3.51E-01 1.10E-01 3.17E-02 8.42E-03 2.06E-03 4.64E-04 9.63E-05 1.84E-05 3.25E-06 5.30E-07 7.96E-08 1.10E-08 1.41E-09 1.66E-10 1.81E-11 1.82E-12
   6.00  0.696  8.48E+03 3.72E+03 3.05E+04 2.68E+02 4.79E+02 5.97E+02 6.12E+02 5.47E+02 4.35E+02 3.12E+02 2.04E+02 1.21E+02 6.63E+01 3.33E+01 1.54E+01 6.54E+00 2.57E+00 9.31E-01 3.12E-01 9.66E-02 2.76E-02 7.32E-03 1.79E-03 4.07E-04 8.55E-05 1.66E-05 3.00E-06 5.00E-07 7.74E-08 1.11E-08 1.47E-09 1.81E-10 2.07E-11
   6.50  0.724  1.49E+04 6.43E+03 5.42E+04 4.40E+02 7.91E+02 9.94E+02 1.03E+03 9.40E+02 7.64E+02 5.62E+02 3.78E+02 2.33E+02 1.32E+02 6.89E+01 3.33E+01 1.49E+01 6.15E+00 2.36E+00 8.38E-01 2.77E-01 8.47E-02 2.41E-02 6.37E-03 1.56E-03 3.57E-04 7.58E-05 1.50E-05 2.74E-06 4.69E-07 7.44E-08 1.10E-08 1.51E-09 1.93E-10
   7.00  0.751  2.60E+04 1.11E+04 9.62E+04 7.24E+02 1.31E+03 1.66E+03 1.75E+03 1.61E+03 1.34E+03 1.01E+03 6.93E+02 4.40E+02 2.58E+02 1.40E+02 7.02E+01 3.28E+01 1.42E+01 5.73E+00 2.15E+00 7.52E-01 2.45E-01 7.43E-02 2.10E-02 5.54E-03 1.36E-03 3.13E-04 6.71E-05 1.34E-05 2.50E-06 4.35E-07 7.08E-08 1.07E-08 1.52E-09
   7.50  0.778  4.52E+04 1.92E+04 1.71E+05 1.19E+03 2.17E+03 2.77E+03 2.95E+03 2.76E+03 2.33E+03 1.79E+03 1.26E+03 8.23E+02 4.97E+02 2.78E+02 1.45E+02 7.04E+01 3.19E+01 1.35E+01 5.30E+00 1.95E+00 6.72E-01 2.16E-01 6.51E-02 1.83E-02 4.82E-03 1.19E-03 2.74E-04 5.92E-05 1.20E-05 2.27E-06 4.02E-07 6.68E-08 1.04E-08
   8.00  0.803  7.83E+04 3.31E+04 3.01E+05 1.97E+03 3.60E+03 4.63E+03 4.98E+03 4.72E+03 4.03E+03 3.15E+03 2.27E+03 1.51E+03 9.37E+02 5.40E+02 2.90E+02 1.46E+02 6.83E+01 3.00E+01 1.23E+01 4.73E+00 1.71E+00 5.76E-01 1.83E-01 5.43E-02 1.51E-02 3.96E-03 9.72E-04 2.24E-04 4.84E-05 9.84E-06 1.88E-06 3.36E-07 5.65E-08
   8.50  0.828  1.34E+05 5.61E+04 5.21E+05 3.24E+03 5.93E+03 7.66E+03 8.29E+03 7.93E+03 6.86E+03 5.44E+03 3.98E+03 2.70E+03 1.70E+03 1.00E+03 5.52E+02 2.84E+02 1.37E+02 6.19E+01 2.63E+01 1.05E+01 3.91E+00 1.37E+00 4.52E-01 1.40E-01 4.09E-02 1.12E-02 2.89E-03 7.00E-04 1.60E-04 3.42E-05 6.91E-06 1.31E-06 2.35E-07
   9.00  0.852  2.28E+05 9.34E+04 8.83E+05 5.23E+03 9.60E+03 1.25E+04 1.36E+04 1.31E+04 1.15E+04 9.18E+03 6.81E+03 4.69E+03 3.02E+03 1.81E+03 1.02E+03 5.36E+02 2.65E+02 1.23E+02 5.38E+01 2.21E+01 8.52E+00 3.09E+00 1.06E+00 3.41E-01 1.03E-01 2.95E-02 7.95E-03 2.02E-03 4.82E-04 1.09E-04 2.31E-05 4.62E-06 8.73E-07
   9.50  0.875  3.81E+05 1.53E+05 1.47E+06 8.34E+03 1.53E+04 2.00E+04 2.19E+04 2.13E+04 1.88E+04 1.52E+04 1.14E+04 7.99E+03 5.22E+03 3.19E+03 1.83E+03 9.84E+02 4.98E+02 2.37E+02 1.06E+02 4.48E+01 1.78E+01 6.67E+00 2.36E+00 7.86E-01 2.47E-01 7.33E-02 2.05E-02 5.43E-03 1.35E-03 3.19E-04 7.10E-05 1.49E-05 2.96E-06
  10.00  0.898  6.28E+05 2.47E+05 2.41E+06 1.31E+04 2.41E+04 3.16E+04 3.48E+04 3.41E+04 3.03E+04 2.48E+04 1.89E+04 1.34E+04 8.85E+03 5.49E+03 3.21E+03 1.76E+03 9.08E+02 4.42E+02 2.03E+02 8.77E+01 3.58E+01 1.38E+01 5.03E+00 1.73E+00 5.62E-01 1.73E-01 5.01E-02 1.37E-02 3.57E-03 8.75E-04 2.03E-04 4.46E-05 9.25E-06
  11.00  0.942  1.87E+06 6.19E+05 6.20E+06 3.12E+04 5.77E+04 7.61E+04 8.47E+04 8.39E+04 7.57E+04 6.31E+04 4.89E+04 3.54E+04 2.41E+04 1.54E+04 9.26E+03 5.25E+03 2.81E+03 1.42E+03 6.81E+02 3.08E+02 1.32E+02 5.34E+01 2.05E+01 7.45E+00 2.57E+00 8.37E-01 2.59E-01 7.59E-02 2.11E-02 5.56E-03 1.39E-03 3.29E-04 7.40E-05
  12.00  0.984  4.82E+06 1.48E+06 1.52E+07 7.13E+04 1.32E+05 1.75E+05 1.97E+05 1.97E+05 1.80E+05 1.52E+05 1.20E+05 8.87E+04 6.16E+04 4.03E+04 2.49E+04 1.46E+04 8.04E+03 4.21E+03 2.08E+03 9.79E+02 4.37E+02 1.85E+02 7.41E+01 2.82E+01 1.02E+01 3.51E+00 1.15E+00 3.55E-01 1.05E-01 2.93E-02 7.81E-03 1.98E-03 4.76E-04
  13.00  1.024  1.16E+07 3.38E+06 3.56E+07 1.57E+05 2.92E+05 3.89E+05 4.40E+05 4.44E+05 4.10E+05 3.52E+05 2.81E+05 2.12E+05 1.50E+05 1.00E+05 6.33E+04 3.79E+04 2.15E+04 1.16E+04 5.92E+03 2.87E+03 1.33E+03 5.82E+02 2.43E+02 9.64E+01 3.64E+01 1.31E+01 4.48E+00 1.46E+00 4.53E-01 1.34E-01 3.76E-02 1.01E-02 2.57E-03
  14.00  1.063  2.66E+07 7.48E+06 8.03E+07 3.34E+05 6.24E+05 8.35E+05 9.49E+05 9.66E+05 9.01E+05 7.81E+05 6.34E+05 4.84E+05 3.48E+05 2.37E+05 1.53E+05 9.35E+04 5.44E+04 3.00E+04 1.58E+04 7.89E+03 3.75E+03 1.70E+03 7.35E+02 3.02E+02 1.19E+02 4.43E+01 1.58E+01 5.38E+00 1.74E+00 5.40E-01 1.59E-01 4.49E-02 1.21E-02
  15.00  1.100  5.86E+07 1.60E+07 1.75E+08 6.92E+05 1.30E+06 1.74E+06 1.99E+06 2.04E+06 1.92E+06 1.68E+06 1.38E+06 1.07E+06 7.79E+05 5.39E+05 3.54E+05 2.21E+05 1.31E+05 7.40E+04 3.98E+04 2.04E+04 1.00E+04 4.66E+03 2.08E+03 8.82E+02 3.58E+02 1.39E+02 5.13E+01 1.81E+01 6.11E+00 1.97E+00 6.07E-01 1.79E-01 5.03E-02
  16.00  1.136  1.25E+08 3.34E+07 3.71E+08 1.40E+06 2.62E+06 3.53E+06 4.05E+06 4.18E+06 3.97E+06 3.50E+06 2.91E+06 2.27E+06 1.68E+06 1.18E+06 7.89E+05 5.01E+05 3.03E+05 1.75E+05 9.61E+04 5.05E+04 2.53E+04 1.21E+04 5.54E+03 2.42E+03 1.01E+03 4.05E+02 1.55E+02 5.66E+01 1.98E+01 6.62E+00 2.12E+00 6.50E-01 1.90E-01
  17.00  1.171  2.61E+08 6.78E+07 7.67E+08 2.75E+06 5.17E+06 7.00E+06 8.07E+06 8.37E+06 7.99E+06 7.12E+06 5.96E+06 4.72E+06 3.53E+06 2.52E+06 1.70E+06 1.10E+06 6.76E+05 3.97E+05 2.23E+05 1.19E+05 6.12E+04 3.00E+04 1.41E+04 6.31E+03 2.71E+03 1.11E+03 4.39E+02 1.65E+02 5.98E+01 2.07E+01 6.86E+00 2.18E+00 6.63E-01
  18.00  1.205  5.30E+08 1.35E+08 1.55E+09 5.32E+06 1.00E+07 1.36E+07 1.57E+07 1.64E+07 1.58E+07 1.41E+07 1.19E+07 9.54E+06 7.23E+06 5.21E+06 3.57E+06 2.34E+06 1.46E+06 8.72E+05 4.98E+05 2.72E+05 1.42E+05 7.12E+04 3.42E+04 1.57E+04 6.91E+03 2.92E+03 1.18E+03 4.58E+02 1.70E+02 6.07E+01 2.08E+01 6.82E+00 2.15E+00
  19.00  1.238  1.05E+09 2.62E+08 3.05E+09 1.01E+07 1.90E+07 2.58E+07 3.00E+07 3.15E+07 3.04E+07 2.75E+07 2.34E+07 1.89E+07 1.44E+07 1.05E+07 7.30E+06 4.84E+06 3.07E+06 1.86E+06 1.08E+06 6.00E+05 3.20E+05 1.63E+05 7.99E+04 3.75E+04 1.69E+04 7.30E+03 3.03E+03 1.20E+03 4.60E+02 1.69E+02 5.95E+01 2.01E+01 6.53E+00
  20.00  1.270  2.05E+09 5.00E+08 5.90E+09 1.88E+07 3.54E+07 4.83E+07 5.63E+07 5.93E+07 5.76E+07 5.24E+07 4.49E+07 3.65E+07 2.82E+07 2.07E+07 1.46E+07 9.78E+06 6.28E+06 3.86E+06 2.28E+06 1.29E+06 6.96E+05 3.62E+05 1.80E+05 8.64E+04 3.97E+04 1.76E+04 7.45E+03 3.04E+03 1.19E+03 4.47E+02 1.62E+02 5.63E+01 1.88E+01
  22.50  1.347  1.38E+10 2.34E+09 2.85E+10 8.32E+07 1.58E+08 2.16E+08 2.54E+08 2.69E+08 2.65E+08 2.44E+08 2.13E+08 1.76E+08 1.39E+08 1.04E+08 7.52E+07 5.18E+07 3.42E+07 2.17E+07 1.32E+07 7.73E+06 4.35E+06 2.35E+06 1.22E+06 6.11E+05 2.94E+05 1.36E+05 6.08E+04 2.61E+04 1.08E+04 4.29E+03 1.65E+03 6.08E+02 2.16E+02
  25.00  1.420  6.41E+10 1.01E+10 1.26E+11 3.40E+08 6.46E+08 8.89E+08 1.05E+09 1.13E+09 1.12E+09 1.04E+09 9.21E+08 7.73E+08 6.20E+08 4.75E+08 3.49E+08 2.46E+08 1.67E+08 1.08E+08 6.78E+07 4.09E+07 2.37E+07 1.32E+07 7.13E+06 3.70E+06 1.85E+06 8.92E+05 4.15E+05 1.86E+05 8.06E+04 3.36E+04 1.35E+04 5.27E+03 1.98E+03
  30.00  1.555  1.57E+12 1.51E+11 1.98E+12 4.69E+09 8.94E+09 1.24E+10 1.48E+10 1.61E+10 1.62E+10 1.54E+10 1.39E+10 1.20E+10 9.85E+09 7.78E+09 5.91E+09 4.32E+09 3.04E+09 2.06E+09 1.35E+09 8.52E+08 5.20E+08 3.06E+08 1.74E+08 9.59E+07 5.10E+07 2.62E+07 1.31E+07 6.29E+06 2.93E+06 1.32E+06 5.75E+05 2.42E+05 9.90E+04
  40.00  1.796  3.79E+14 1.89E+13 2.67E+14 5.12E+11 9.82E+11 1.38E+12 1.67E+12 1.84E+12 1.90E+12 1.85E+12 1.72E+12 1.53E+12 1.31E+12 1.08E+12 8.61E+11 6.62E+11 4.92E+11 3.54E+11 2.47E+11 1.66E+11 1.09E+11 6.92E+10 4.26E+10 2.55E+10 1.48E+10 8.33E+09 4.56E+09 2.42E+09 1.25E+09 6.27E+08 3.05E+08 1.45E+08 6.65E+07
  50.00  2.008  2.80E+16 1.38E+15 2.06E+16 3.37E+13 6.49E+13 9.15E+13 1.12E+14 1.25E+14 1.31E+14 1.30E+14 1.24E+14 1.13E+14 9.92E+13 8.42E+13 6.91E+13 5.50E+13 4.24E+13 3.18E+13 2.31E+13 1.63E+13 1.12E+13 7.51E+12 4.89E+12 3.09E+12 1.91E+12 1.14E+12 6.68E+11 3.80E+11 2.10E+11 1.14E+11 5.97E+10 3.06E+10 1.53E+10
  60.00  2.200  1.41E+18 6.92E+16 1.08E+18 1.55E+15 2.99E+15 4.24E+15 5.23E+15 5.90E+15 6.25E+15 6.30E+15 6.07E+15 5.64E+15 5.05E+15 4.38E+15 3.69E+15 3.01E+15 2.39E+15 1.84E+15 1.39E+15 1.01E+15 7.22E+14 5.02E+14 3.40E+14 2.24E+14 1.45E+14 9.09E+13 5.57E+13 3.34E+13 1.95E+13 1.11E+13 6.19E+12 3.36E+12 1.79E+12
  70.00  2.376  5.36E+19 2.61E+18 4.25E+19 5.42E+16 1.05E+17 1.49E+17 1.85E+17 2.10E+17 2.25E+17 2.29E+17 2.24E+17 2.10E+17 1.92E+17 1.69E+17 1.45E+17 1.21E+17 9.79E+16 7.74E+16 5.96E+16 4.48E+16 3.29E+16 2.35E+16 1.64E+16 1.12E+16 7.49E+15 4.88E+15 3.11E+15 1.94E+15 1.18E+15 7.03E+14 4.09E+14 2.33E+14 1.30E+14
  80.00  2.540  1.61E+21 7.81E+19 1.32E+21 1.52E+18 2.95E+18 4.22E+18 5.25E+18 6.00E+18 6.47E+18 6.64E+18 6.55E+18 6.23E+18 5.74E+18 5.14E+18 4.47E+18 3.79E+18 3.13E+18 2.52E+18 1.98E+18 1.52E+18 1.14E+18 8.37E+17 6.01E+17 4.21E+17 2.89E+17 1.94E+17 1.28E+17 8.21E+16 5.17E+16 3.19E+16 1.92E+16 1.14E+16 6.59E+15
  90.00  2.694  4.03E+22 1.93E+21 3.36E+22 3.56E+19 6.92E+19 9.91E+19 1.24E+20 1.42E+20 1.54E+20 1.59E+20 1.59E+20 1.52E+20 1.42E+20 1.28E+20 1.13E+20 9.72E+19 8.14E+19 6.66E+19 5.33E+19 4.17E+19 3.19E+19 2.39E+19 1.75E+19 1.25E+19 8.82E+18 6.07E+18 4.09E+18 2.70E+18 1.75E+18 1.11E+18 6.92E+17 4.22E+17 2.52E+17
 100.00  2.840  8.56E+23 4.08E+22 7.28E+23 7.13E+20 1.39E+21 1.99E+21 2.50E+21 2.89E+21 3.14E+21 3.27E+21 3.27E+21 3.17E+21 2.98E+21 2.72E+21 2.42E+21 2.11E+21 1.79E+21 1.48E+21 1.20E+21 9.55E+20 7.43E+20 5.66E+20 4.22E+20 3.09E+20 2.21E+20 1.56E+20 1.07E+20 7.25E+19 4.81E+19 3.13E+19 2.00E+19 1.25E+19 7.69E+18
 110.00  2.979  1.58E+25 7.49E+23 1.37E+25 1.25E+22 2.44E+22 3.51E+22 4.41E+22 5.11E+22 5.59E+22 5.84E+22 5.89E+22 5.74E+22 5.43E+22 5.01E+22 4.50E+22 3.95E+22 3.39E+22 2.85E+22 2.34E+22 1.88E+22 1.48E+22 1.15E+22 8.69E+21 6.46E+21 4.71E+21 3.37E+21 2.37E+21 1.63E+21 1.11E+21 7.35E+20 4.80E+20 3.08E+20 1.94E+20
 120.00  3.111  2.60E+26 1.22E+25 2.28E+26 1.95E+23 3.81E+23 5.49E+23 6.92E+23 8.04E+23 8.83E+23 9.28E+23 9.39E+23 9.21E+23 8.78E+23 8.15E+23 7.39E+23 6.54E+23 5.67E+23 4.80E+23 3.99E+23 3.25E+23 2.59E+23 2.03E+23 1.56E+23 1.18E+23 8.72E+22 6.34E+22 4.53E+22 3.18E+22 2.19E+22 1.48E+22 9.86E+21 6.45E+21 4.15E+21
 130.00  3.238  3.83E+27 1.78E+26 3.40E+27 2.75E+24 5.37E+24 7.74E+24 9.78E+24 1.14E+25 1.26E+25 1.32E+25 1.35E+25 1.33E+25 1.27E+25 1.19E+25 1.09E+25 9.70E+24 8.47E+24 7.25E+24 6.08E+24 5.00E+24 4.04E+24 3.20E+24 2.49E+24 1.90E+24 1.43E+24 1.05E+24 7.62E+23 5.43E+23 3.80E+23 2.62E+23 1.77E+23 1.18E+23 7.72E+22
 140.00  3.360  5.13E+28 2.37E+27 4.61E+28 3.52E+25 6.89E+25 9.96E+25 1.26E+26 1.47E+26 1.63E+26 1.72E+26 1.76E+26 1.74E+26 1.68E+26 1.58E+26 1.45E+26 1.30E+26 1.15E+26 9.90E+25 8.37E+25 6.95E+25 5.66E+25 4.53E+25 3.56E+25 2.75E+25 2.09E+25 1.56E+25 1.15E+25 8.28E+24 5.88E+24 4.11E+24 2.82E+24 1.91E+24 1.27E+24
 150.00  3.478  6.31E+29 2.90E+28 5.73E+29 4.16E+26 8.14E+26 1.18E+27 1.49E+27 1.75E+27 1.94E+27 2.06E+27 2.11E+27 2.10E+27 2.03E+27 1.92E+27 1.77E+27 1.60E+27 1.42E+27 1.24E+27 1.05E+27 8.81E+26 7.25E+26 5.85E+26 4.65E+26 3.63E+26 2.79E+26 2.10E+26 1.56E+26 1.14E+26 8.22E+25 5.82E+25 4.05E+25 2.78E+25 1.88E+25
 160.00  3.592  7.18E+30 3.27E+29 6.58E+30 4.55E+27 8.92E+27 1.29E+28 1.64E+28 1.92E+28 2.14E+28 2.28E+28 2.34E+28 2.34E+28 2.28E+28 2.16E+28 2.01E+28 1.83E+28 1.63E+28 1.42E+28 1.22E+28 1.03E+28 8.54E+27 6.95E+27 5.57E+27 4.39E+27 3.40E+27 2.60E+27 1.95E+27 1.44E+27 1.05E+27 7.51E+26 5.30E+26 3.68E+26 2.52E+26
