                    ************************************************************************************************
                    *  Z= 30 A= 64: Positive-Parity Spin-dependent Level Density [MeV-1] for Zn 64 and ldmodel= 6  *
   2.25  0.512  5.87E+00 2.71E+01 5.94E+01 1.49E+00 8.28E-01 5.01E+00 1.96E+00 1.17E+00 4.80E-01 5.91E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.540  9.19E+00 4.19E+01 8.66E+01 1.08E+00 5.08E-01 4.43E+00 3.80E+00 2.03E+00 7.44E-01 6.75E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.566  1.40E+01 5.83E+01 1.17E+02 2.89E+00 2.10E+00 2.90E+00 4.04E+00 4.18E+00 9.15E-01 1.33E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.591  2.13E+01 7.52E+01 1.67E+02 4.51E+00 4.77E+00 4.60E+00 3.83E+00 5.83E+00 2.44E+00 1.48E+00 4.15E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.615  3.23E+01 9.83E+01 2.59E+02 5.98E+00 5.70E+00 1.09E+01 6.13E+00 7.29E+00 4.24E+00 1.86E+00 1.50E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.638  4.84E+01 1.29E+02 3.76E+02 7.53E+00 6.50E+00 1.60E+01 9.55E+00 9.73E+00 5.48E+00 3.17E+00 8.87E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.661  7.10E+01 1.69E+02 4.94E+02 7.68E+00 9.02E+00 2.20E+01 1.19E+01 1.28E+01 6.67E+00 4.49E+00 1.23E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.682  1.03E+02 2.17E+02 6.41E+02 9.98E+00 1.20E+01 2.88E+01 1.65E+01 1.68E+01 7.86E+00 5.74E+00 1.57E+00 4.28E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.703  1.48E+02 2.73E+02 8.39E+02 1.36E+01 1.41E+01 3.78E+01 2.53E+01 2.09E+01 9.82E+00 7.08E+00 1.79E+00 1.42E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.724  2.08E+02 3.22E+02 1.09E+03 1.94E+01 1.76E+01 4.65E+01 3.64E+01 2.65E+01 1.28E+01 8.69E+00 1.94E+00 5.32E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.744  2.86E+02 3.78E+02 1.39E+03 2.65E+01 2.36E+01 5.83E+01 4.55E+01 3.52E+01 1.64E+01 1.03E+01 1.95E+00 1.07E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.763  3.83E+02 4.50E+02 1.76E+03 3.26E+01 3.04E+01 7.32E+01 5.27E+01 4.73E+01 2.13E+01 1.29E+01 2.42E+00 2.17E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.800  6.56E+02 6.42E+02 2.55E+03 3.97E+01 4.06E+01 9.77E+01 6.58E+01 7.61E+01 3.11E+01 1.91E+01 6.97E+00 3.20E+00 8.27E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.836  1.06E+03 9.12E+02 3.73E+03 5.55E+01 5.11E+01 1.32E+02 9.48E+01 1.03E+02 5.75E+01 2.89E+01 1.28E+01 3.78E+00 1.92E-01 2.25E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.870  1.67E+03 1.36E+03 5.30E+03 8.28E+01 7.46E+01 1.85E+02 1.38E+02 1.35E+02 8.68E+01 4.09E+01 1.93E+01 5.24E+00 4.93E-01 6.33E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.903  2.60E+03 1.97E+03 7.57E+03 1.33E+02 1.20E+02 2.70E+02 2.01E+02 1.81E+02 1.14E+02 6.03E+01 2.79E+01 9.05E+00 2.55E+00 1.60E+00 2.13E-01 1.07E-03 1.00E-30 3.37E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.934  4.03E+03 2.75E+03 1.12E+04 1.87E+02 1.89E+02 4.14E+02 2.73E+02 2.65E+02 1.48E+02 9.94E+01 4.25E+01 1.66E+01 6.64E+00 3.05E+00 7.47E-01 3.78E-01 1.00E-30 1.65E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.965  6.15E+03 3.82E+03 1.63E+04 2.38E+02 2.65E+02 5.92E+02 3.73E+02 3.97E+02 2.07E+02 1.53E+02 6.23E+01 2.95E+01 1.34E+01 5.70E+00 1.48E+00 9.16E-01 7.80E-02 1.92E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.995  9.16E+03 5.27E+03 2.32E+04 3.41E+02 3.39E+02 7.70E+02 5.52E+02 5.45E+02 3.11E+02 2.10E+02 9.17E+01 5.21E+01 2.31E+01 1.16E+01 3.84E+00 1.50E+00 8.43E-01 1.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.024  1.34E+04 7.35E+03 3.25E+04 4.95E+02 4.77E+02 1.01E+03 7.91E+02 7.22E+02 4.48E+02 2.73E+02 1.38E+02 8.14E+01 3.72E+01 2.03E+01 9.82E+00 3.32E+00 2.37E+00 8.62E-01 8.63E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.052  1.92E+04 1.03E+04 4.53E+04 6.80E+02 7.20E+02 1.39E+03 1.06E+03 9.95E+02 6.07E+02 3.65E+02 2.07E+02 1.15E+02 6.00E+01 3.24E+01 1.67E+01 8.34E+00 4.82E+00 1.99E+00 5.62E-01 1.85E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.079  2.74E+04 1.40E+04 6.42E+04 9.53E+02 1.01E+03 1.95E+03 1.43E+03 1.36E+03 8.23E+02 5.22E+02 3.21E+02 1.72E+02 1.02E+02 5.58E+01 2.69E+01 1.82E+01 8.29E+00 3.27E+00 1.70E+00 2.85E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.132  5.88E+04 2.56E+04 1.25E+05 1.68E+03 1.78E+03 3.58E+03 2.72E+03 2.39E+03 1.57E+03 1.03E+03 6.44E+02 4.02E+02 2.36E+02 1.44E+02 8.70E+01 4.54E+01 2.62E+01 1.17E+01 5.18E+00 2.19E+00 7.37E-01 1.05E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.182  1.15E+05 4.37E+04 2.35E+05 2.82E+03 3.24E+03 6.16E+03 4.60E+03 4.28E+03 2.79E+03 1.88E+03 1.33E+03 8.39E+02 5.70E+02 3.79E+02 2.16E+02 1.42E+02 6.51E+01 4.01E+01 1.79E+01 6.12E+00 3.21E+00 7.93E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.230  2.10E+05 6.97E+04 4.13E+05 4.49E+03 5.06E+03 9.75E+03 7.57E+03 7.05E+03 4.73E+03 3.40E+03 2.46E+03 1.69E+03 1.13E+03 7.93E+02 4.82E+02 2.98E+02 1.75E+02 8.63E+01 4.48E+01 1.87E+01 6.61E+00 2.60E+00 5.53E-01 3.85E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.277  3.65E+05 1.10E+05 7.02E+05 6.60E+03 7.52E+03 1.44E+04 1.15E+04 1.08E+04 7.73E+03 5.78E+03 4.44E+03 3.20E+03 2.32E+03 1.61E+03 1.05E+03 6.84E+02 3.83E+02 2.26E+02 1.07E+02 5.31E+01 2.19E+01 8.21E+00 2.63E+00 7.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.322  6.05E+05 1.62E+05 1.15E+06 9.34E+03 1.12E+04 2.11E+04 1.73E+04 1.62E+04 1.21E+04 9.54E+03 7.46E+03 5.64E+03 4.19E+03 3.00E+03 2.00E+03 1.31E+03 7.73E+02 4.39E+02 2.34E+02 1.10E+02 4.77E+01 1.97E+01 5.94E+00 2.61E+00 3.64E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.365  9.69E+05 2.46E+05 1.78E+06 1.29E+04 1.54E+04 2.97E+04 2.49E+04 2.30E+04 1.84E+04 1.46E+04 1.23E+04 9.15E+03 7.06E+03 5.04E+03 3.33E+03 2.32E+03 1.30E+03 7.72E+02 3.99E+02 2.08E+02 8.23E+01 4.03E+01 1.43E+01 4.13E+00 1.66E+00 2.08E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.407  1.51E+06 3.65E+05 2.85E+06 1.67E+04 2.22E+04 4.01E+04 3.53E+04 3.35E+04 2.79E+04 2.36E+04 1.98E+04 1.59E+04 1.22E+04 9.01E+03 6.22E+03 4.23E+03 2.60E+03 1.54E+03 8.70E+02 4.29E+02 2.14E+02 9.19E+01 3.44E+01 1.24E+01 3.52E+00 6.80E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.448  2.34E+06 5.52E+05 4.47E+06 2.15E+04 3.03E+04 5.47E+04 4.98E+04 4.87E+04 4.23E+04 3.67E+04 3.14E+04 2.58E+04 2.00E+04 1.51E+04 1.08E+04 7.24E+03 4.75E+03 2.89E+03 1.62E+03 9.16E+02 4.34E+02 2.07E+02 8.76E+01 3.19E+01 9.51E+00 3.03E+00 3.75E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.487  3.57E+06 8.28E+05 7.10E+06 2.86E+04 4.21E+04 7.44E+04 7.13E+04 7.10E+04 6.41E+04 5.79E+04 5.05E+04 4.17E+04 3.36E+04 2.56E+04 1.84E+04 1.30E+04 8.36E+03 5.27E+03 3.14E+03 1.69E+03 8.95E+02 4.28E+02 1.89E+02 7.42E+01 2.27E+01 7.23E+00 1.27E+00 2.23E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.526  5.42E+06 1.21E+06 1.10E+07 3.77E+04 5.74E+04 1.02E+05 1.01E+05 1.02E+05 9.72E+04 8.75E+04 7.87E+04 6.61E+04 5.32E+04 4.16E+04 3.03E+04 2.14E+04 1.43E+04 9.21E+03 5.39E+03 3.18E+03 1.62E+03 8.34E+02 3.83E+02 1.47E+02 6.46E+01 1.64E+01 2.07E+00 1.13E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.619  1.75E+07 3.17E+06 3.09E+07 6.08E+04 1.25E+05 2.16E+05 2.38E+05 2.66E+05 2.57E+05 2.48E+05 2.20E+05 1.91E+05 1.56E+05 1.23E+05 9.23E+04 6.59E+04 4.53E+04 2.99E+04 1.82E+04 1.10E+04 5.98E+03 3.15E+03 1.55E+03 6.40E+02 2.75E+02 1.03E+02 2.27E+01 9.09E+00 3.07E+00 4.35E-02 1.00E-30 1.00E-30 1.00E-30
  25.00  1.706  4.77E+07 7.74E+06 8.23E+07 1.11E+05 2.61E+05 4.48E+05 5.35E+05 6.29E+05 6.31E+05 6.33E+05 5.75E+05 5.13E+05 4.25E+05 3.46E+05 2.62E+05 1.96E+05 1.36E+05 9.30E+04 5.88E+04 3.64E+04 2.06E+04 1.15E+04 5.77E+03 2.63E+03 1.14E+03 4.59E+02 1.40E+02 4.69E+01 1.26E+01 3.73E+00 8.16E-01 1.00E-30 1.00E-30
  30.00  1.869  4.01E+08 4.67E+07 5.16E+08 5.42E+05 1.49E+06 2.42E+06 3.07E+06 3.56E+06 3.72E+06 3.73E+06 3.49E+06 3.14E+06 2.68E+06 2.21E+06 1.72E+06 1.31E+06 9.44E+05 6.55E+05 4.32E+05 2.75E+05 1.65E+05 9.59E+04 5.17E+04 2.62E+04 1.24E+04 5.50E+03 2.14E+03 7.38E+02 2.27E+02 6.18E+01 1.32E+01 3.53E+00 3.58E-02
  40.00  2.158  2.45E+10 1.53E+09 1.81E+10 1.54E+07 4.48E+07 7.10E+07 9.18E+07 1.07E+08 1.15E+08 1.16E+08 1.12E+08 1.03E+08 9.09E+07 7.76E+07 6.33E+07 5.00E+07 3.81E+07 2.80E+07 1.98E+07 1.36E+07 8.93E+06 5.63E+06 3.42E+06 1.98E+06 1.10E+06 5.79E+05 2.88E+05 1.35E+05 5.89E+04 2.37E+04 8.62E+03 2.81E+03 1.29E+03
  50.00  2.413  6.59E+11 3.91E+10 5.05E+11 3.50E+08 1.03E+09 1.63E+09 2.14E+09 2.52E+09 2.75E+09 2.84E+09 2.79E+09 2.64E+09 2.40E+09 2.11E+09 1.80E+09 1.48E+09 1.18E+09 9.13E+08 6.83E+08 4.96E+08 3.50E+08 2.38E+08 1.58E+08 1.00E+08 6.22E+07 3.71E+07 2.13E+07 1.18E+07 6.24E+06 3.16E+06 1.53E+06 7.03E+05 3.03E+05
  60.00  2.643  1.35E+13 8.03E+11 1.11E+13 6.64E+09 1.95E+10 3.12E+10 4.11E+10 4.87E+10 5.37E+10 5.62E+10 5.61E+10 5.39E+10 5.00E+10 4.49E+10 3.91E+10 3.31E+10 2.71E+10 2.17E+10 1.68E+10 1.27E+10 9.35E+09 6.65E+09 4.61E+09 3.10E+09 2.03E+09 1.29E+09 7.91E+08 4.69E+08 2.70E+08 1.50E+08 7.96E+07 4.10E+07 2.02E+07
  70.00  2.855  2.36E+14 1.37E+13 1.99E+14 1.06E+11 3.12E+11 5.01E+11 6.62E+11 7.90E+11 8.79E+11 9.27E+11 9.34E+11 9.09E+11 8.59E+11 7.81E+11 6.92E+11 5.96E+11 5.00E+11 4.09E+11 3.26E+11 2.53E+11 1.91E+11 1.41E+11 1.01E+11 7.05E+10 4.80E+10 3.18E+10 2.05E+10 1.28E+10 7.78E+09 4.58E+09 2.61E+09 1.44E+09 7.65E+08
  80.00  3.052  4.57E+15 2.73E+14 4.03E+15 1.99E+12 5.84E+12 9.40E+12 1.25E+13 1.49E+13 1.67E+13 1.77E+13 1.80E+13 1.76E+13 1.68E+13 1.55E+13 1.38E+13 1.21E+13 1.03E+13 8.54E+12 6.90E+12 5.45E+12 4.20E+12 3.16E+12 2.32E+12 1.67E+12 1.17E+12 7.95E+11 5.29E+11 3.44E+11 2.18E+11 1.34E+11 8.06E+10 4.70E+10 2.66E+10
  90.00  3.237  6.98E+16 3.98E+15 6.15E+16 2.84E+13 8.39E+13 1.35E+14 1.79E+14 2.15E+14 2.41E+14 2.57E+14 2.63E+14 2.59E+14 2.48E+14 2.30E+14 2.08E+14 1.83E+14 1.58E+14 1.32E+14 1.09E+14 8.73E+13 6.80E+13 5.20E+13 3.89E+13 2.84E+13 2.03E+13 1.42E+13 9.62E+12 6.41E+12 4.16E+12 2.63E+12 1.62E+12 9.77E+11 5.69E+11
 100.00  3.412  8.84E+17 4.90E+16 7.88E+17 3.35E+14 9.92E+14 1.60E+15 2.13E+15 2.56E+15 2.89E+15 3.10E+15 3.19E+15 3.17E+15 3.05E+15 2.86E+15 2.61E+15 2.33E+15 2.03E+15 1.72E+15 1.43E+15 1.16E+15 9.24E+14 7.21E+14 5.50E+14 4.10E+14 2.99E+14 2.14E+14 1.49E+14 1.02E+14 6.79E+13 4.42E+13 2.82E+13 1.75E+13 1.06E+13
 110.00  3.579  1.03E+19 5.65E+17 9.34E+18 3.70E+15 1.10E+16 1.77E+16 2.36E+16 2.85E+16 3.23E+16 3.47E+16 3.59E+16 3.59E+16 3.49E+16 3.30E+16 3.04E+16 2.73E+16 2.40E+16 2.06E+16 1.74E+16 1.43E+16 1.15E+16 9.12E+15 7.07E+15 5.36E+15 3.98E+15 2.90E+15 2.07E+15 1.44E+15 9.85E+14 6.58E+14 4.30E+14 2.74E+14 1.71E+14
 120.00  3.738  1.07E+20 5.71E+18 9.72E+19 3.62E+16 1.07E+17 1.73E+17 2.31E+17 2.80E+17 3.18E+17 3.44E+17 3.58E+17 3.59E+17 3.51E+17 3.34E+17 3.10E+17 2.80E+17 2.49E+17 2.16E+17 1.84E+17 1.53E+17 1.25E+17 9.97E+16 7.85E+16 6.04E+16 4.56E+16 3.37E+16 2.44E+16 1.74E+16 1.21E+16 8.26E+15 5.52E+15 3.61E+15 2.31E+15
 130.00  3.890  9.97E+20 5.25E+19 9.17E+20 3.22E+17 9.53E+17 1.55E+18 2.07E+18 2.52E+18 2.86E+18 3.10E+18 3.24E+18 3.27E+18 3.21E+18 3.07E+18 2.87E+18 2.61E+18 2.34E+18 2.05E+18 1.75E+18 1.48E+18 1.22E+18 9.88E+17 7.83E+17 6.10E+17 4.67E+17 3.50E+17 2.58E+17 1.86E+17 1.32E+17 9.20E+16 6.24E+16 4.16E+16 2.73E+16
 140.00  4.037  8.34E+21 4.29E+20 7.71E+21 2.56E+18 7.57E+18 1.23E+19 1.65E+19 2.01E+19 2.29E+19 2.49E+19 2.61E+19 2.65E+19 2.61E+19 2.51E+19 2.36E+19 2.16E+19 1.95E+19 1.73E+19 1.49E+19 1.26E+19 1.06E+19 8.61E+18 6.93E+18 5.47E+18 4.24E+18 3.22E+18 2.41E+18 1.77E+18 1.27E+18 8.96E+17 6.23E+17 4.25E+17 2.83E+17
 150.00  4.179  6.46E+22 3.27E+21 6.01E+22 1.89E+19 5.60E+19 9.06E+19 1.22E+20 1.49E+20 1.71E+20 1.86E+20 1.96E+20 1.99E+20 1.97E+20 1.90E+20 1.80E+20 1.67E+20 1.51E+20 1.34E+20 1.17E+20 1.00E+20 8.43E+19 6.96E+19 5.65E+19 4.51E+19 3.53E+19 2.72E+19 2.06E+19 1.53E+19 1.12E+19 8.04E+18 5.67E+18 3.93E+18 2.67E+18
 160.00  4.316  4.69E+23 2.34E+22 4.39E+23 1.31E+20 3.88E+20 6.31E+20 8.50E+20 1.04E+21 1.19E+21 1.30E+21 1.38E+21 1.40E+21 1.39E+21 1.36E+21 1.29E+21 1.20E+21 1.09E+21 9.76E+20 8.58E+20 7.41E+20 6.28E+20 5.24E+20 4.29E+20 3.46E+20 2.73E+20 2.13E+20 1.63E+20 1.23E+20 9.08E+19 6.63E+19 4.74E+19 3.34E+19 2.30E+19
 170.00  4.449  3.21E+24 1.58E+23 3.01E+24 8.59E+20 2.54E+21 4.13E+21 5.58E+21 6.82E+21 7.84E+21 8.59E+21 9.13E+21 9.30E+21 9.30E+21 9.12E+21 8.67E+21 8.10E+21 7.43E+21 6.69E+21 5.91E+21 5.13E+21 4.38E+21 3.69E+21 3.04E+21 2.47E+21 1.98E+21 1.55E+21 1.21E+21 9.22E+20 6.89E+20 5.08E+20 3.68E+20 2.63E+20 1.84E+20
