                    ************************************************************************************************
                    *  Z= 39 A= 90: Positive-Parity Spin-dependent Level Density [MeV-1] for Y  90 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
  13.00  1.096  6.85E+05 1.37E+05 2.30E+06 2.57E+03 7.47E+03 1.17E+04 1.51E+04 1.72E+04 1.82E+04 1.81E+04 1.69E+04 1.50E+04 1.27E+04 1.01E+04 7.72E+03 5.33E+03 3.58E+03 2.24E+03 1.30E+03 6.93E+02 3.34E+02 1.43E+02 5.39E+01 1.67E+01 4.53E+00 8.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.137  1.17E+06 2.65E+05 3.35E+06 3.59E+03 1.05E+04 1.64E+04 2.11E+04 2.42E+04 2.56E+04 2.55E+04 2.39E+04 2.15E+04 1.83E+04 1.49E+04 1.16E+04 7.85E+03 5.45E+03 3.56E+03 2.18E+03 1.24E+03 6.55E+02 3.15E+02 1.39E+02 5.27E+01 1.76E+01 4.60E+00 1.33E+00 2.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.177  2.16E+06 3.42E+05 7.25E+06 6.86E+03 2.00E+04 3.16E+04 4.09E+04 4.74E+04 5.08E+04 5.13E+04 4.92E+04 4.51E+04 3.94E+04 3.30E+04 2.64E+04 1.83E+04 1.33E+04 9.14E+03 5.92E+03 3.60E+03 2.05E+03 1.08E+03 5.24E+02 2.28E+02 8.82E+01 2.82E+01 7.78E+00 1.19E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.216  3.65E+06 7.88E+05 1.10E+07 9.86E+03 2.88E+04 4.57E+04 5.93E+04 6.87E+04 7.37E+04 7.51E+04 7.21E+04 6.66E+04 5.85E+04 4.95E+04 4.02E+04 2.90E+04 2.15E+04 1.52E+04 1.02E+04 6.42E+03 3.82E+03 2.12E+03 1.09E+03 5.04E+02 2.07E+02 7.14E+01 1.98E+01 3.36E+00 1.04E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.253  5.70E+06 1.21E+06 1.65E+07 1.53E+04 4.48E+04 7.11E+04 9.27E+04 1.08E+05 1.17E+05 1.19E+05 1.16E+05 1.07E+05 9.58E+04 8.22E+04 6.78E+04 3.34E+04 2.45E+04 1.71E+04 1.14E+04 7.24E+03 4.31E+03 2.44E+03 1.28E+03 6.17E+02 2.70E+02 1.02E+02 3.33E+01 8.12E+00 1.41E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.290  9.47E+06 1.74E+06 3.12E+07 2.75E+04 8.06E+04 1.28E+05 1.68E+05 1.96E+05 2.13E+05 2.19E+05 2.13E+05 2.00E+05 1.80E+05 1.56E+05 1.30E+05 6.53E+04 4.82E+04 3.41E+04 2.31E+04 1.49E+04 9.09E+03 5.34E+03 2.96E+03 1.52E+03 7.10E+02 2.96E+02 1.08E+02 3.17E+01 7.32E+00 1.95E+00 3.71E-01 9.02E-02 1.00E-30
  19.00  1.325  1.44E+07 3.78E+06 3.95E+07 3.13E+04 9.16E+04 1.46E+05 1.90E+05 2.22E+05 2.40E+05 2.46E+05 2.39E+05 2.23E+05 1.99E+05 1.71E+05 1.42E+05 1.13E+05 8.70E+04 6.45E+04 4.60E+04 3.14E+04 2.05E+04 1.26E+04 7.40E+03 4.04E+03 2.05E+03 9.48E+02 3.94E+02 1.44E+02 4.44E+01 1.18E+01 2.34E+00 1.94E+00 3.29E-01
  20.00  1.360  2.19E+07 4.28E+06 6.09E+07 4.62E+04 1.35E+05 2.15E+05 2.82E+05 3.30E+05 3.58E+05 3.68E+05 3.60E+05 3.36E+05 3.03E+05 2.63E+05 2.19E+05 1.77E+05 1.37E+05 1.03E+05 7.45E+04 5.17E+04 3.44E+04 2.19E+04 1.32E+04 7.51E+03 4.01E+03 1.98E+03 8.91E+02 3.61E+02 1.28E+02 3.96E+01 9.87E+00 8.99E+00 1.85E+00
  22.50  1.442  7.28E+07 1.27E+07 1.64E+08 1.11E+05 3.26E+05 5.21E+05 6.84E+05 8.08E+05 8.84E+05 9.18E+05 9.08E+05 8.61E+05 7.87E+05 6.95E+05 5.92E+05 4.86E+05 3.87E+05 2.99E+05 2.22E+05 1.60E+05 1.11E+05 7.45E+04 4.80E+04 2.96E+04 1.74E+04 9.69E+03 5.09E+03 2.50E+03 1.13E+03 4.67E+02 1.72E+02 5.53E+01 1.42E+01
  25.00  1.520  1.88E+08 3.07E+07 3.88E+08 2.43E+05 7.15E+05 1.14E+06 1.51E+06 1.78E+06 1.97E+06 2.06E+06 2.05E+06 1.97E+06 1.82E+06 1.62E+06 1.40E+06 1.17E+06 9.45E+05 7.43E+05 5.64E+05 4.15E+05 2.96E+05 2.03E+05 1.35E+05 8.65E+04 5.31E+04 3.13E+04 1.76E+04 9.36E+03 4.68E+03 2.19E+03 9.43E+02 3.68E+02 1.27E+02
