                    ************************************************************************************************
                    *  Z= 25 A= 53: Positive-Parity Spin-dependent Level Density [MeV-1] for Mn 53 and ldmodel= 2  *
   4.25  0.859  1.11E+02 4.28E+01 2.68E+02 4.82E+00 8.06E+00 8.96E+00 7.86E+00 5.74E+00 3.56E+00 1.91E+00 8.90E-01 3.62E-01 1.29E-01 4.04E-02 1.11E-02 2.70E-03 5.78E-04 1.09E-04 1.82E-05 2.69E-06 3.51E-07 4.05E-08 4.13E-09 3.73E-10 2.98E-11 2.11E-12 1.32E-13 7.35E-15 3.61E-16 1.57E-17 6.08E-19 2.08E-20 6.30E-22
   4.50  0.884  1.37E+02 5.19E+01 3.29E+02 5.74E+00 9.63E+00 1.08E+01 9.53E+00 7.03E+00 4.43E+00 2.41E+00 1.14E+00 4.75E-01 1.73E-01 5.57E-02 1.58E-02 3.95E-03 8.74E-04 1.71E-04 2.97E-05 4.56E-06 6.20E-07 7.49E-08 8.01E-09 7.61E-10 6.41E-11 4.80E-12 3.19E-13 1.88E-14 9.83E-16 4.57E-17 1.89E-18 6.92E-20 2.25E-21
   4.75  0.909  1.68E+02 6.28E+01 4.02E+02 6.81E+00 1.15E+01 1.29E+01 1.15E+01 8.59E+00 5.48E+00 3.03E+00 1.46E+00 6.20E-01 2.31E-01 7.61E-02 2.22E-02 5.71E-03 1.31E-03 2.64E-04 4.75E-05 7.59E-06 1.08E-06 1.36E-07 1.52E-08 1.52E-09 1.34E-10 1.06E-11 7.44E-13 4.64E-14 2.58E-15 1.28E-16 5.63E-18 2.21E-19 7.71E-21
   5.00  0.932  2.06E+02 7.59E+01 4.92E+02 8.08E+00 1.36E+01 1.54E+01 1.39E+01 1.05E+01 6.75E+00 3.79E+00 1.86E+00 8.04E-01 3.07E-01 1.03E-01 3.09E-02 8.19E-03 1.93E-03 4.04E-04 7.52E-05 1.25E-05 1.84E-06 2.42E-07 2.83E-08 2.95E-09 2.75E-10 2.28E-11 1.69E-12 1.11E-13 6.56E-15 3.45E-16 1.62E-17 6.76E-19 2.52E-20
   5.50  0.978  3.16E+02 1.10E+02 7.29E+02 1.13E+01 1.92E+01 2.20E+01 2.00E+01 1.54E+01 1.02E+01 5.87E+00 2.98E+00 1.33E+00 5.29E-01 1.87E-01 5.85E-02 1.64E-02 4.08E-03 9.09E-04 1.81E-04 3.22E-05 5.11E-06 7.27E-07 9.26E-08 1.05E-08 1.08E-09 9.82E-11 8.03E-12 5.89E-13 3.86E-14 2.27E-15 1.20E-16 5.66E-18 2.39E-19
   6.00  1.021  4.74E+02 1.58E+02 1.07E+03 1.57E+01 2.68E+01 3.10E+01 2.87E+01 2.24E+01 1.51E+01 8.96E+00 4.68E+00 2.17E+00 8.93E-01 3.28E-01 1.08E-01 3.17E-02 8.33E-03 1.97E-03 4.16E-04 7.89E-05 1.34E-05 2.06E-06 2.83E-07 3.49E-08 3.88E-09 3.87E-10 3.47E-11 2.80E-12 2.03E-13 1.33E-14 7.81E-16 4.13E-17 1.96E-18
   6.50  1.063  7.00E+02 2.26E+02 1.56E+03 2.16E+01 3.72E+01 4.34E+01 4.06E+01 3.23E+01 2.23E+01 1.35E+01 7.25E+00 3.46E+00 1.48E+00 5.65E-01 1.93E-01 5.95E-02 1.64E-02 4.09E-03 9.16E-04 1.85E-04 3.36E-05 5.50E-06 8.11E-07 1.08E-07 1.30E-08 1.41E-09 1.38E-10 1.22E-11 9.70E-13 6.98E-14 4.54E-15 2.66E-16 1.41E-17
   7.00  1.103  1.02E+03 3.20E+02 2.25E+03 2.97E+01 5.13E+01 6.03E+01 5.72E+01 4.61E+01 3.24E+01 2.01E+01 1.11E+01 5.45E+00 2.40E+00 9.51E-01 3.39E-01 1.09E-01 3.15E-02 8.23E-03 1.94E-03 4.15E-04 8.00E-05 1.40E-05 2.20E-06 3.15E-07 4.07E-08 4.77E-09 5.06E-10 4.86E-11 4.22E-12 3.33E-13 2.38E-14 1.54E-15 9.02E-17
   7.50  1.142  1.47E+03 4.51E+02 3.24E+03 4.05E+01 7.03E+01 8.33E+01 7.99E+01 6.54E+01 4.68E+01 2.96E+01 1.67E+01 8.45E+00 3.84E+00 1.57E+00 5.81E-01 1.94E-01 5.87E-02 1.61E-02 3.99E-03 8.97E-04 1.83E-04 3.39E-05 5.69E-06 8.68E-07 1.20E-07 1.51E-08 1.73E-09 1.80E-10 1.70E-11 1.45E-12 1.13E-13 8.04E-15 5.18E-16
   8.00  1.179  2.10E+03 6.31E+02 4.61E+03 5.49E+01 9.58E+01 1.14E+02 1.11E+02 9.20E+01 6.69E+01 4.32E+01 2.49E+01 1.29E+01 6.04E+00 2.55E+00 9.77E-01 3.39E-01 1.07E-01 3.05E-02 7.93E-03 1.87E-03 4.03E-04 7.88E-05 1.40E-05 2.28E-06 3.36E-07 4.53E-08 5.55E-09 6.21E-10 6.33E-11 5.87E-12 4.97E-13 3.84E-14 2.70E-15
   8.50  1.215  2.98E+03 8.78E+02 6.54E+03 7.42E+01 1.30E+02 1.56E+02 1.53E+02 1.29E+02 9.50E+01 6.24E+01 3.68E+01 1.95E+01 9.38E+00 4.08E+00 1.61E+00 5.80E-01 1.90E-01 5.65E-02 1.53E-02 3.79E-03 8.57E-04 1.77E-04 3.32E-05 5.71E-06 8.96E-07 1.28E-07 1.68E-08 2.02E-09 2.21E-10 2.21E-11 2.02E-12 1.69E-13 1.29E-14
   9.00  1.251  4.20E+03 1.22E+03 9.21E+03 9.98E+01 1.75E+02 2.12E+02 2.10E+02 1.78E+02 1.34E+02 8.94E+01 5.37E+01 2.92E+01 1.44E+01 6.43E+00 2.62E+00 9.73E-01 3.30E-01 1.02E-01 2.89E-02 7.46E-03 1.76E-03 3.82E-04 7.57E-05 1.37E-05 2.28E-06 3.47E-07 4.84E-08 6.18E-09 7.23E-10 7.76E-11 7.63E-12 6.88E-13 5.69E-14
   9.50  1.285  5.87E+03 1.67E+03 1.29E+04 1.34E+02 2.36E+02 2.87E+02 2.86E+02 2.46E+02 1.87E+02 1.27E+02 7.78E+01 4.32E+01 2.18E+01 1.00E+01 4.19E+00 1.61E+00 5.63E-01 1.81E-01 5.31E-02 1.43E-02 3.53E-03 8.00E-04 1.66E-04 3.18E-05 5.57E-06 8.96E-07 1.32E-07 1.80E-08 2.24E-09 2.57E-10 2.71E-11 2.62E-12 2.33E-13
  10.00  1.318  8.16E+03 2.29E+03 1.79E+04 1.78E+02 3.15E+02 3.87E+02 3.88E+02 3.38E+02 2.60E+02 1.79E+02 1.12E+02 6.32E+01 3.26E+01 1.53E+01 6.61E+00 2.61E+00 9.43E-01 3.13E-01 9.54E-02 2.67E-02 6.88E-03 1.63E-03 3.54E-04 7.10E-05 1.31E-05 2.22E-06 3.47E-07 4.99E-08 6.60E-09 8.05E-10 9.05E-11 9.36E-12 8.93E-13
  11.00  1.383  1.67E+04 4.25E+03 3.43E+04 3.13E+02 5.58E+02 6.91E+02 7.05E+02 6.24E+02 4.92E+02 3.49E+02 2.25E+02 1.32E+02 7.09E+01 3.49E+01 1.58E+01 6.58E+00 2.52E+00 8.92E-01 2.91E-01 8.74E-02 2.43E-02 6.22E-03 1.47E-03 3.22E-04 6.52E-05 1.22E-05 2.11E-06 3.37E-07 4.98E-08 6.81E-09 8.62E-10 1.01E-10 1.09E-11
  12.00  1.444  3.21E+04 7.73E+03 6.42E+04 5.41E+02 9.71E+02 1.21E+03 1.26E+03 1.13E+03 9.11E+02 6.63E+02 4.40E+02 2.67E+02 1.49E+02 7.63E+01 3.61E+01 1.58E+01 6.38E+00 2.38E+00 8.25E-01 2.65E-01 7.86E-02 2.17E-02 5.53E-03 1.31E-03 2.88E-04 5.88E-05 1.11E-05 1.96E-06 3.20E-07 4.84E-08 6.82E-09 8.92E-10 1.08E-10
  13.00  1.503  5.99E+04 1.39E+04 1.18E+05 9.38E+02 1.69E+03 2.13E+03 2.22E+03 2.03E+03 1.66E+03 1.23E+03 8.33E+02 5.18E+02 2.96E+02 1.57E+02 7.66E+01 3.47E+01 1.46E+01 5.67E+00 2.05E+00 6.90E-01 2.15E-01 6.25E-02 1.69E-02 4.24E-03 9.90E-04 2.15E-04 4.36E-05 8.22E-06 1.44E-06 2.36E-07 3.59E-08 5.09E-09 6.72E-10
  14.00  1.560  1.09E+05 2.47E+04 2.14E+05 1.61E+03 2.90E+03 3.68E+03 3.88E+03 3.58E+03 2.97E+03 2.24E+03 1.54E+03 9.80E+02 5.75E+02 3.12E+02 1.57E+02 7.34E+01 3.19E+01 1.29E+01 4.84E+00 1.70E+00 5.53E-01 1.68E-01 4.77E-02 1.26E-02 3.11E-03 7.16E-04 1.54E-04 3.08E-05 5.77E-06 1.01E-06 1.64E-07 2.50E-08 3.56E-09
  15.00  1.615  1.96E+05 4.32E+04 3.82E+05 2.72E+03 4.93E+03 6.29E+03 6.68E+03 6.23E+03 5.23E+03 4.00E+03 2.81E+03 1.82E+03 1.09E+03 6.05E+02 3.13E+02 1.50E+02 6.73E+01 2.81E+01 1.09E+01 3.98E+00 1.35E+00 4.29E-01 1.27E-01 3.52E-02 9.11E-03 2.21E-03 5.00E-04 1.06E-04 2.10E-05 3.90E-06 6.76E-07 1.10E-07 1.67E-08
  16.00  1.668  3.45E+05 7.47E+04 6.72E+05 4.55E+03 8.29E+03 1.06E+04 1.14E+04 1.07E+04 9.08E+03 7.04E+03 5.02E+03 3.31E+03 2.02E+03 1.15E+03 6.07E+02 3.00E+02 1.38E+02 5.93E+01 2.39E+01 8.98E+00 3.16E+00 1.04E+00 3.21E-01 9.28E-02 2.51E-02 6.38E-03 1.52E-03 3.38E-04 7.06E-05 1.38E-05 2.54E-06 4.38E-07 7.08E-08
  17.00  1.719  6.00E+05 1.28E+05 1.17E+06 7.55E+03 1.38E+04 1.77E+04 1.91E+04 1.82E+04 1.56E+04 1.22E+04 8.83E+03 5.91E+03 3.68E+03 2.13E+03 1.15E+03 5.82E+02 2.75E+02 1.22E+02 5.03E+01 1.95E+01 7.10E+00 2.42E+00 7.76E-01 2.33E-01 6.57E-02 1.74E-02 4.32E-03 1.01E-03 2.21E-04 4.56E-05 8.82E-06 1.60E-06 2.74E-07
  18.00  1.769  1.03E+06 2.15E+05 2.00E+06 1.24E+04 2.27E+04 2.93E+04 3.18E+04 3.04E+04 2.64E+04 2.09E+04 1.53E+04 1.04E+04 6.58E+03 3.88E+03 2.14E+03 1.11E+03 5.35E+02 2.42E+02 1.03E+02 4.12E+01 1.54E+01 5.44E+00 1.80E+00 5.60E-01 1.64E-01 4.51E-02 1.17E-02 2.85E-03 6.52E-04 1.41E-04 2.85E-05 5.45E-06 9.80E-07
  19.00  1.817  1.75E+06 3.60E+05 3.40E+06 2.02E+04 3.70E+04 4.81E+04 5.24E+04 5.05E+04 4.41E+04 3.53E+04 2.62E+04 1.80E+04 1.16E+04 6.95E+03 3.91E+03 2.06E+03 1.02E+03 4.72E+02 2.06E+02 8.43E+01 3.25E+01 1.18E+01 4.03E+00 1.30E+00 3.92E-01 1.12E-01 3.01E-02 7.62E-03 1.82E-03 4.09E-04 8.68E-05 1.74E-05 3.27E-06
  20.00  1.864  2.94E+06 5.95E+05 5.70E+06 3.25E+04 5.98E+04 7.80E+04 8.54E+04 8.29E+04 7.30E+04 5.91E+04 4.43E+04 3.09E+04 2.01E+04 1.23E+04 7.00E+03 3.76E+03 1.89E+03 8.98E+02 4.00E+02 1.68E+02 6.66E+01 2.48E+01 8.73E+00 2.89E+00 9.05E-01 2.67E-01 7.43E-02 1.95E-02 4.83E-03 1.13E-03 2.50E-04 5.21E-05 1.03E-05
  22.50  1.978  1.30E+07 2.01E+06 1.99E+07 1.04E+05 1.92E+05 2.52E+05 2.79E+05 2.75E+05 2.46E+05 2.04E+05 1.56E+05 1.12E+05 7.54E+04 4.75E+04 2.82E+04 1.58E+04 8.30E+03 4.12E+03 1.94E+03 8.58E+02 3.60E+02 1.42E+02 5.34E+01 1.89E+01 6.34E+00 2.01E+00 6.05E-01 1.72E-01 4.64E-02 1.18E-02 2.86E-03 6.54E-04 1.42E-04
  25.00  2.084  4.52E+07 6.45E+06 6.57E+07 3.16E+05 5.85E+05 7.74E+05 8.66E+05 8.64E+05 7.86E+05 6.62E+05 5.19E+05 3.81E+05 2.63E+05 1.71E+05 1.05E+05 6.05E+04 3.31E+04 1.71E+04 8.38E+03 3.89E+03 1.71E+03 7.13E+02 2.82E+02 1.06E+02 3.77E+01 1.27E+01 4.08E+00 1.24E+00 3.59E-01 9.86E-02 2.57E-02 6.37E-03 1.50E-03
  30.00  2.283  6.24E+08 5.78E+07 6.20E+08 2.59E+06 4.83E+06 6.46E+06 7.34E+06 7.47E+06 6.97E+06 6.04E+06 4.90E+06 3.73E+06 2.69E+06 1.83E+06 1.18E+06 7.21E+05 4.19E+05 2.31E+05 1.21E+05 6.06E+04 2.88E+04 1.30E+04 5.63E+03 2.31E+03 9.06E+02 3.39E+02 1.21E+02 4.10E+01 1.33E+01 4.10E+00 1.21E+00 3.40E-01 9.12E-02
  40.00  2.637  6.13E+10 3.03E+09 3.52E+10 1.17E+08 2.21E+08 3.01E+08 3.49E+08 3.66E+08 3.53E+08 3.19E+08 2.71E+08 2.18E+08 1.66E+08 1.21E+08 8.37E+07 5.54E+07 3.50E+07 2.11E+07 1.22E+07 6.77E+06 3.59E+06 1.83E+06 8.90E+05 4.16E+05 1.86E+05 8.01E+04 3.31E+04 1.31E+04 4.97E+03 1.81E+03 6.35E+02 2.13E+02 6.88E+01
  50.00  2.948  2.14E+12 1.04E+11 1.28E+12 3.60E+09 6.83E+09 9.38E+09 1.11E+10 1.18E+10 1.17E+10 1.08E+10 9.49E+09 7.91E+09 6.29E+09 4.78E+09 3.48E+09 2.42E+09 1.62E+09 1.04E+09 6.44E+08 3.82E+08 2.19E+08 1.20E+08 6.36E+07 3.24E+07 1.59E+07 7.53E+06 3.43E+06 1.51E+06 6.39E+05 2.61E+05 1.03E+05 3.89E+04 1.42E+04
  60.00  3.229  5.42E+13 2.60E+12 3.38E+13 8.23E+10 1.57E+11 2.17E+11 2.59E+11 2.80E+11 2.81E+11 2.67E+11 2.39E+11 2.05E+11 1.68E+11 1.32E+11 9.93E+10 7.20E+10 5.03E+10 3.38E+10 2.19E+10 1.37E+10 8.27E+09 4.82E+09 2.71E+09 1.47E+09 7.74E+08 3.93E+08 1.93E+08 9.13E+07 4.19E+07 1.86E+07 7.95E+06 3.30E+06 1.32E+06
  70.00  3.488  1.08E+15 5.12E+13 6.93E+14 1.50E+12 2.87E+12 3.99E+12 4.80E+12 5.24E+12 5.34E+12 5.14E+12 4.70E+12 4.11E+12 3.44E+12 2.77E+12 2.15E+12 1.61E+12 1.16E+12 8.06E+11 5.43E+11 3.53E+11 2.22E+11 1.35E+11 7.99E+10 4.56E+10 2.52E+10 1.35E+10 7.02E+09 3.53E+09 1.72E+09 8.14E+08 3.73E+08 1.66E+08 7.13E+07
  80.00  3.729  1.76E+16 8.28E+14 1.16E+16 2.27E+13 4.35E+13 6.09E+13 7.37E+13 8.13E+13 8.37E+13 8.16E+13 7.57E+13 6.72E+13 5.74E+13 4.72E+13 3.74E+13 2.86E+13 2.12E+13 1.52E+13 1.05E+13 7.08E+12 4.61E+12 2.91E+12 1.78E+12 1.06E+12 6.11E+11 3.42E+11 1.86E+11 9.81E+10 5.02E+10 2.50E+10 1.21E+10 5.67E+09 2.59E+09
  90.00  3.955  2.46E+17 1.14E+16 1.66E+17 2.95E+14 5.67E+14 7.97E+14 9.70E+14 1.08E+15 1.12E+15 1.10E+15 1.04E+15 9.33E+14 8.08E+14 6.76E+14 5.45E+14 4.26E+14 3.22E+14 2.36E+14 1.68E+14 1.16E+14 7.77E+13 5.05E+13 3.19E+13 1.96E+13 1.17E+13 6.80E+12 3.84E+12 2.10E+12 1.12E+12 5.83E+11 2.95E+11 1.45E+11 6.92E+10
 100.00  4.169  3.00E+18 1.38E+17 2.06E+18 3.38E+15 6.50E+15 9.17E+15 1.12E+16 1.25E+16 1.31E+16 1.30E+16 1.24E+16 1.13E+16 9.89E+15 8.38E+15 6.87E+15 5.46E+15 4.21E+15 3.15E+15 2.29E+15 1.61E+15 1.11E+15 7.38E+14 4.79E+14 3.02E+14 1.86E+14 1.11E+14 6.48E+13 3.67E+13 2.03E+13 1.09E+13 5.73E+12 2.93E+12 1.46E+12
 110.00  4.372  3.26E+19 1.48E+18 2.26E+19 3.46E+16 6.67E+16 9.43E+16 1.16E+17 1.30E+17 1.37E+17 1.37E+17 1.31E+17 1.21E+17 1.07E+17 9.20E+16 7.65E+16 6.17E+16 4.83E+16 3.67E+16 2.71E+16 1.95E+16 1.37E+16 9.32E+15 6.19E+15 4.00E+15 2.52E+15 1.55E+15 9.27E+14 5.41E+14 3.08E+14 1.71E+14 9.25E+13 4.89E+13 2.52E+13
 120.00  4.567  3.20E+20 1.44E+19 2.25E+20 3.21E+17 6.21E+17 8.81E+17 1.08E+18 1.22E+18 1.30E+18 1.31E+18 1.26E+18 1.17E+18 1.05E+18 9.10E+17 7.65E+17 6.25E+17 4.96E+17 3.82E+17 2.87E+17 2.10E+17 1.50E+17 1.04E+17 7.04E+16 4.65E+16 3.00E+16 1.88E+16 1.15E+16 6.91E+15 4.03E+15 2.30E+15 1.28E+15 6.96E+14 3.69E+14
 130.00  4.753  2.87E+21 1.28E+20 2.04E+21 2.74E+18 5.31E+18 7.55E+18 9.33E+18 1.06E+19 1.13E+19 1.14E+19 1.11E+19 1.04E+19 9.36E+18 8.20E+18 6.96E+18 5.75E+18 4.62E+18 3.61E+18 2.75E+18 2.04E+18 1.48E+18 1.04E+18 7.19E+17 4.83E+17 3.17E+17 2.04E+17 1.27E+17 7.80E+16 4.66E+16 2.72E+16 1.55E+16 8.65E+15 4.71E+15
 140.00  4.933  2.38E+22 1.05E+21 1.71E+22 2.17E+19 4.21E+19 5.99E+19 7.43E+19 8.45E+19 9.04E+19 9.20E+19 8.99E+19 8.46E+19 7.71E+19 6.81E+19 5.84E+19 4.87E+19 3.95E+19 3.12E+19 2.41E+19 1.81E+19 1.33E+19 9.53E+18 6.67E+18 4.56E+18 3.05E+18 1.99E+18 1.27E+18 7.91E+17 4.82E+17 2.88E+17 1.68E+17 9.57E+16 5.34E+16
 150.00  5.106  1.84E+23 8.03E+21 1.33E+23 1.61E+20 3.12E+20 4.44E+20 5.52E+20 6.30E+20 6.77E+20 6.92E+20 6.80E+20 6.44E+20 5.90E+20 5.25E+20 4.54E+20 3.82E+20 3.13E+20 2.50E+20 1.95E+20 1.49E+20 1.10E+20 8.01E+19 5.69E+19 3.95E+19 2.68E+19 1.77E+19 1.15E+19 7.31E+18 4.54E+18 2.76E+18 1.64E+18 9.55E+17 5.44E+17
 160.00  5.273  1.34E+24 5.76E+22 9.74E+23 1.12E+21 2.17E+21 3.10E+21 3.86E+21 4.41E+21 4.76E+21 4.89E+21 4.82E+21 4.59E+21 4.24E+21 3.80E+21 3.31E+21 2.80E+21 2.32E+21 1.87E+21 1.47E+21 1.13E+21 8.52E+20 6.26E+20 4.50E+20 3.16E+20 2.17E+20 1.46E+20 9.64E+19 6.22E+19 3.92E+19 2.43E+19 1.47E+19 8.71E+18 5.06E+18
