                    ************************************************************************************************
                    *  Z= 26 A= 56: Positive-Parity Spin-dependent Level Density [MeV-1] for Fe 56 and ldmodel= 1  *
   2.25  0.578  6.92E+00 2.77E+00 1.67E+01 2.35E-01 5.94E-01 6.99E-01 5.81E-01 3.73E-01 1.91E-01 7.96E-02 2.72E-02 7.68E-03 1.80E-03 3.50E-04 5.66E-05 7.65E-06 8.63E-07 8.13E-08 6.42E-09 4.24E-10 2.34E-11 1.08E-12 4.21E-14 1.37E-15 3.74E-17 8.55E-19 1.64E-20 2.64E-22 3.57E-24 4.05E-26 3.85E-28 3.08E-30 1.00E-30
   2.50  0.609  8.57E+00 3.29E+00 1.98E+01 2.79E-01 7.04E-01 8.29E-01 6.89E-01 4.42E-01 2.27E-01 9.45E-02 3.23E-02 9.12E-03 2.13E-03 4.15E-04 6.71E-05 9.07E-06 1.02E-06 9.65E-08 7.61E-09 5.02E-10 2.78E-11 1.29E-12 4.99E-14 1.62E-15 4.43E-17 1.01E-18 1.95E-20 3.13E-22 4.23E-24 4.80E-26 4.57E-28 3.65E-30 1.00E-30
   2.75  0.639  1.05E+01 3.90E+00 2.34E+01 3.31E-01 8.36E-01 9.84E-01 8.18E-01 5.25E-01 2.69E-01 1.12E-01 3.83E-02 1.08E-02 2.53E-03 4.92E-04 7.97E-05 1.08E-05 1.21E-06 1.14E-07 9.03E-09 5.96E-10 3.29E-11 1.53E-12 5.92E-14 1.93E-15 5.26E-17 1.20E-18 2.31E-20 3.72E-22 5.02E-24 5.69E-26 5.42E-28 4.33E-30 1.00E-30
   3.00  0.668  1.28E+01 4.62E+00 2.78E+01 3.93E-01 9.91E-01 1.17E+00 9.70E-01 6.22E-01 3.19E-01 1.33E-01 4.54E-02 1.28E-02 3.00E-03 5.83E-04 9.45E-05 1.28E-05 1.44E-06 1.36E-07 1.07E-08 7.07E-10 3.91E-11 1.81E-12 7.03E-14 2.29E-15 6.24E-17 1.43E-18 2.74E-20 4.41E-22 5.96E-24 6.76E-26 6.43E-28 5.13E-30 1.00E-30
   3.25  0.695  1.56E+01 5.48E+00 3.30E+01 4.66E-01 1.18E+00 1.38E+00 1.15E+00 7.38E-01 3.78E-01 1.58E-01 5.39E-02 1.52E-02 3.56E-03 6.92E-04 1.12E-04 1.51E-05 1.71E-06 1.61E-07 1.27E-08 8.39E-10 4.64E-11 2.15E-12 8.33E-14 2.71E-15 7.40E-17 1.69E-18 3.25E-20 5.23E-22 7.07E-24 8.01E-26 7.63E-28 6.09E-30 1.00E-30
   3.50  0.721  1.88E+01 6.51E+00 3.94E+01 5.45E-01 1.38E+00 1.63E+00 1.37E+00 8.86E-01 4.60E-01 1.95E-01 6.78E-02 1.96E-02 4.69E-03 9.36E-04 1.56E-04 2.18E-05 2.54E-06 2.49E-07 2.04E-08 1.41E-09 8.13E-11 3.95E-12 1.61E-13 5.53E-15 1.60E-16 3.87E-18 7.89E-20 1.35E-21 1.96E-23 2.38E-25 2.43E-27 2.09E-29 1.00E-30
   3.75  0.746  2.27E+01 7.72E+00 4.74E+01 6.30E-01 1.60E+00 1.91E+00 1.62E+00 1.07E+00 5.68E-01 2.47E-01 8.86E-02 2.65E-02 6.59E-03 1.37E-03 2.40E-04 3.53E-05 4.36E-06 4.53E-07 3.97E-08 2.93E-09 1.83E-10 9.59E-12 4.25E-13 1.59E-14 5.03E-16 1.34E-17 3.02E-19 5.76E-21 9.26E-23 1.26E-24 1.45E-26 1.41E-28 1.15E-30
   4.00  0.771  2.73E+01 9.15E+00 5.69E+01 7.30E-01 1.86E+00 2.24E+00 1.92E+00 1.29E+00 7.00E-01 3.12E-01 1.15E-01 3.55E-02 9.18E-03 2.00E-03 3.65E-04 5.64E-05 7.35E-06 8.09E-07 7.54E-08 5.95E-09 3.97E-10 2.25E-11 1.08E-12 4.38E-14 1.51E-15 4.40E-17 1.09E-18 2.29E-20 4.09E-22 6.19E-24 7.96E-26 8.67E-28 8.03E-30
   4.25  0.795  3.27E+01 1.09E+01 6.83E+01 8.45E-01 2.16E+00 2.62E+00 2.28E+00 1.55E+00 8.59E-01 3.92E-01 1.49E-01 4.74E-02 1.27E-02 2.87E-03 5.48E-04 8.86E-05 1.22E-05 1.41E-06 1.40E-07 1.17E-08 8.38E-10 5.09E-11 2.63E-12 1.16E-13 4.32E-15 1.38E-16 3.73E-18 8.62E-20 1.70E-21 2.84E-23 4.06E-25 4.94E-27 5.12E-29
   4.50  0.818  3.91E+01 1.29E+01 8.20E+01 9.79E-01 2.52E+00 3.08E+00 2.70E+00 1.87E+00 1.05E+00 4.91E-01 1.91E-01 6.28E-02 1.74E-02 4.08E-03 8.13E-04 1.37E-04 1.98E-05 2.43E-06 2.54E-07 2.26E-08 1.72E-09 1.12E-10 6.20E-12 2.93E-13 1.19E-14 4.11E-16 1.21E-17 3.07E-19 6.63E-21 1.22E-22 1.93E-24 2.61E-26 3.02E-28
   4.75  0.840  4.68E+01 1.53E+01 9.84E+01 1.14E+00 2.93E+00 3.60E+00 3.20E+00 2.25E+00 1.29E+00 6.14E-01 2.45E-01 8.28E-02 2.37E-02 5.76E-03 1.19E-03 2.11E-04 3.18E-05 4.09E-06 4.51E-07 4.26E-08 3.44E-09 2.38E-10 1.41E-11 7.20E-13 3.14E-14 1.17E-15 3.77E-17 1.04E-18 2.45E-20 4.96E-22 8.63E-24 1.29E-25 1.65E-27
   5.00  0.862  5.58E+01 1.81E+01 1.18E+02 1.32E+00 3.41E+00 4.22E+00 3.79E+00 2.70E+00 1.57E+00 7.65E-01 3.13E-01 1.09E-01 3.20E-02 8.05E-03 1.73E-03 3.19E-04 5.02E-05 6.79E-06 7.88E-07 7.86E-08 6.73E-09 4.95E-10 3.14E-11 1.71E-12 8.00E-14 3.22E-15 1.12E-16 3.34E-18 8.59E-20 1.90E-21 3.63E-23 5.96E-25 8.43E-27
   5.50  0.904  8.13E+01 2.55E+01 1.70E+02 1.77E+00 4.62E+00 5.80E+00 5.31E+00 3.87E+00 2.33E+00 1.18E+00 5.04E-01 1.84E-01 5.75E-02 1.54E-02 3.55E-03 7.06E-04 1.21E-04 1.79E-05 2.28E-06 2.52E-07 2.40E-08 1.98E-09 1.42E-10 8.77E-12 4.70E-13 2.18E-14 8.75E-16 3.05E-17 9.18E-19 2.40E-20 5.44E-22 1.07E-23 1.82E-25
   6.00  0.944  1.17E+02 3.59E+01 2.44E+02 2.40E+00 6.28E+00 7.97E+00 7.43E+00 5.55E+00 3.44E+00 1.80E+00 8.02E-01 3.07E-01 1.01E-01 2.87E-02 7.06E-03 1.50E-03 2.78E-04 4.46E-05 6.21E-06 7.53E-07 7.94E-08 7.28E-09 5.81E-10 4.04E-11 2.45E-12 1.29E-13 5.93E-15 2.38E-16 8.29E-18 2.52E-19 6.69E-21 1.55E-22 3.12E-24
   6.50  0.983  1.68E+02 5.05E+01 3.51E+02 3.24E+00 8.53E+00 1.10E+01 1.04E+01 7.91E+00 5.04E+00 2.72E+00 1.26E+00 5.03E-01 1.74E-01 5.22E-02 1.36E-02 3.09E-03 6.13E-04 1.06E-04 1.60E-05 2.12E-06 2.45E-07 2.47E-08 2.19E-09 1.69E-10 1.15E-11 6.81E-13 3.54E-14 1.61E-15 6.45E-17 2.26E-18 6.92E-20 1.86E-21 4.39E-23
   7.00  1.020  2.39E+02 7.11E+01 5.03E+02 4.39E+00 1.16E+01 1.51E+01 1.45E+01 1.13E+01 7.35E+00 4.09E+00 1.96E+00 8.15E-01 2.95E-01 9.29E-02 2.56E-02 6.17E-03 1.31E-03 2.42E-04 3.94E-05 5.64E-06 7.09E-07 7.83E-08 7.61E-09 6.51E-10 4.90E-11 3.25E-12 1.89E-13 9.72E-15 4.39E-16 1.75E-17 6.14E-19 1.90E-20 5.17E-22
   7.50  1.055  3.39E+02 1.00E+02 7.21E+02 5.95E+00 1.58E+01 2.07E+01 2.02E+01 1.60E+01 1.07E+01 6.12E+00 3.03E+00 1.31E+00 4.92E-01 1.62E-01 4.71E-02 1.20E-02 2.69E-03 5.33E-04 9.29E-05 1.43E-05 1.95E-06 2.34E-07 2.48E-08 2.32E-09 1.93E-10 1.41E-11 9.16E-13 5.25E-14 2.66E-15 1.20E-16 4.75E-18 1.67E-19 5.20E-21
   8.00  1.090  4.80E+02 1.41E+02 1.03E+03 8.08E+00 2.16E+01 2.85E+01 2.81E+01 2.27E+01 1.55E+01 9.09E+00 4.64E+00 2.07E+00 8.10E-01 2.79E-01 8.48E-02 2.27E-02 5.40E-03 1.13E-03 2.11E-04 3.48E-05 5.09E-06 6.60E-07 7.59E-08 7.75E-09 7.03E-10 5.66E-11 4.05E-12 2.58E-13 1.45E-14 7.30E-16 3.25E-17 1.29E-18 4.54E-20
   8.50  1.124  6.78E+02 1.98E+02 1.48E+03 1.10E+01 2.95E+01 3.92E+01 3.92E+01 3.21E+01 2.23E+01 1.34E+01 7.05E+00 3.25E+00 1.32E+00 4.72E-01 1.50E-01 4.22E-02 1.06E-02 2.34E-03 4.63E-04 8.13E-05 1.27E-05 1.77E-06 2.20E-07 2.44E-08 2.40E-09 2.11E-10 1.66E-11 1.16E-12 7.23E-14 4.02E-15 2.00E-16 8.85E-18 3.50E-19
   9.00  1.156  9.56E+02 2.79E+02 2.12E+03 1.50E+01 4.03E+01 5.40E+01 5.45E+01 4.53E+01 3.22E+01 1.98E+01 1.07E+01 5.05E+00 2.12E+00 7.89E-01 2.61E-01 7.68E-02 2.02E-02 4.72E-03 9.85E-04 1.84E-04 3.06E-05 4.56E-06 6.08E-07 7.25E-08 7.73E-09 7.38E-10 6.30E-11 4.82E-12 3.30E-13 2.02E-14 1.11E-15 5.47E-17 2.41E-18
   9.50  1.188  1.35E+03 3.92E+02 3.03E+03 2.04E+01 5.50E+01 7.43E+01 7.58E+01 6.40E+01 4.62E+01 2.90E+01 1.60E+01 7.81E+00 3.38E+00 1.30E+00 4.48E-01 1.37E-01 3.77E-02 9.27E-03 2.04E-03 4.02E-04 7.11E-05 1.13E-05 1.61E-06 2.05E-07 2.36E-08 2.43E-09 2.25E-10 1.87E-11 1.40E-12 9.37E-14 5.65E-15 3.07E-16 1.49E-17
  10.00  1.219  1.90E+03 5.52E+02 4.33E+03 2.78E+01 7.53E+01 1.02E+02 1.05E+02 9.02E+01 6.61E+01 4.24E+01 2.39E+01 1.20E+01 5.34E+00 2.13E+00 7.58E-01 2.42E-01 6.93E-02 1.78E-02 4.12E-03 8.56E-04 1.60E-04 2.69E-05 4.08E-06 5.57E-07 6.84E-08 7.57E-09 7.56E-10 6.80E-11 5.51E-12 4.03E-13 2.65E-14 1.58E-15 8.45E-17
  11.00  1.278  4.08E+03 1.09E+03 8.83E+03 5.19E+01 1.41E+02 1.94E+02 2.04E+02 1.79E+02 1.35E+02 8.96E+01 5.27E+01 2.77E+01 1.30E+01 5.51E+00 2.10E+00 7.19E-01 2.22E-01 6.22E-02 1.57E-02 3.59E-03 7.44E-04 1.39E-04 2.36E-05 3.63E-06 5.06E-07 6.39E-08 7.32E-09 7.59E-10 7.15E-11 6.10E-12 4.72E-13 3.32E-14 2.11E-15
  12.00  1.335  8.41E+03 2.16E+03 1.80E+04 9.71E+01 2.66E+02 3.70E+02 3.94E+02 3.52E+02 2.74E+02 1.87E+02 1.15E+02 6.28E+01 3.10E+01 1.38E+01 5.57E+00 2.04E+00 6.75E-01 2.03E-01 5.56E-02 1.38E-02 3.14E-03 6.46E-04 1.21E-04 2.07E-05 3.23E-06 4.58E-07 5.92E-08 6.98E-09 7.51E-10 7.35E-11 6.57E-12 5.35E-13 3.98E-14
  13.00  1.390  1.70E+04 4.28E+03 3.66E+04 1.82E+02 5.02E+02 7.04E+02 7.62E+02 6.94E+02 5.52E+02 3.89E+02 2.46E+02 1.40E+02 7.20E+01 3.37E+01 1.43E+01 5.54E+00 1.95E+00 6.28E-01 1.85E-01 4.96E-02 1.22E-02 2.73E-03 5.62E-04 1.06E-04 1.82E-05 2.86E-06 4.13E-07 5.45E-08 6.60E-09 7.32E-10 7.43E-11 6.92E-12 5.90E-13
  14.00  1.442  3.39E+04 8.48E+03 7.43E+04 3.43E+02 9.49E+02 1.34E+03 1.47E+03 1.36E+03 1.11E+03 8.01E+02 5.21E+02 3.07E+02 1.64E+02 8.02E+01 3.57E+01 1.45E+01 5.43E+00 1.85E+00 5.81E-01 1.67E-01 4.41E-02 1.07E-02 2.38E-03 4.88E-04 9.19E-05 1.59E-05 2.53E-06 3.71E-07 4.99E-08 6.19E-09 7.05E-10 7.40E-11 7.15E-12
  15.00  1.493  6.75E+04 1.68E+04 1.51E+05 6.48E+02 1.80E+03 2.56E+03 2.84E+03 2.68E+03 2.21E+03 1.64E+03 1.10E+03 6.66E+02 3.69E+02 1.87E+02 8.70E+01 3.71E+01 1.46E+01 5.26E+00 1.75E+00 5.34E-01 1.51E-01 3.92E-02 9.39E-03 2.08E-03 4.24E-04 8.00E-05 1.39E-05 2.24E-06 3.32E-07 4.55E-08 5.76E-09 6.73E-10 7.27E-11
  16.00  1.542  1.34E+05 3.32E+04 3.05E+05 1.23E+03 3.41E+03 4.90E+03 5.49E+03 5.24E+03 4.41E+03 3.34E+03 2.29E+03 1.43E+03 8.17E+02 4.29E+02 2.07E+02 9.22E+01 3.78E+01 1.43E+01 5.01E+00 1.62E+00 4.85E-01 1.34E-01 3.44E-02 8.17E-03 1.79E-03 3.65E-04 6.88E-05 1.20E-05 1.94E-06 2.92E-07 4.06E-08 5.23E-09 6.25E-10
  17.00  1.589  2.64E+05 6.49E+04 6.09E+05 2.30E+03 6.42E+03 9.28E+03 1.05E+04 1.01E+04 8.66E+03 6.67E+03 4.66E+03 2.98E+03 1.75E+03 9.48E+02 4.73E+02 2.18E+02 9.30E+01 3.67E+01 1.34E+01 4.56E+00 1.43E+00 4.19E-01 1.14E-01 2.86E-02 6.69E-03 1.45E-03 2.93E-04 5.50E-05 9.58E-06 1.55E-06 2.34E-07 3.28E-08 4.27E-09
  18.00  1.635  5.13E+05 1.25E+05 1.19E+06 4.25E+03 1.19E+04 1.73E+04 1.97E+04 1.92E+04 1.67E+04 1.30E+04 9.29E+03 6.07E+03 3.65E+03 2.03E+03 1.04E+03 4.96E+02 2.19E+02 8.98E+01 3.42E+01 1.21E+01 3.98E+00 1.22E+00 3.48E-01 9.24E-02 2.28E-02 5.26E-03 1.13E-03 2.26E-04 4.20E-05 7.30E-06 1.18E-06 1.78E-07 2.51E-08
  19.00  1.680  9.84E+05 2.36E+05 2.29E+06 7.76E+03 2.18E+04 3.18E+04 3.65E+04 3.59E+04 3.15E+04 2.50E+04 1.81E+04 1.21E+04 7.42E+03 4.22E+03 2.23E+03 1.09E+03 4.97E+02 2.11E+02 8.31E+01 3.06E+01 1.05E+01 3.35E+00 1.00E+00 2.78E-01 7.24E-02 1.76E-02 3.98E-03 8.43E-04 1.67E-04 3.08E-05 5.32E-06 8.59E-07 1.30E-07
  20.00  1.724  1.86E+06 4.38E+05 4.33E+06 1.40E+04 3.93E+04 5.76E+04 6.65E+04 6.61E+04 5.86E+04 4.71E+04 3.47E+04 2.35E+04 1.47E+04 8.56E+03 4.63E+03 2.33E+03 1.09E+03 4.76E+02 1.94E+02 7.39E+01 2.63E+01 8.74E+00 2.72E+00 7.91E-01 2.15E-01 5.48E-02 1.31E-02 2.91E-03 6.08E-04 1.19E-04 2.18E-05 3.73E-06 5.99E-07
  22.50  1.828  1.16E+07 1.95E+06 2.00E+07 5.76E+04 1.63E+05 2.41E+05 2.82E+05 2.86E+05 2.59E+05 2.14E+05 1.63E+05 1.15E+05 7.49E+04 4.56E+04 2.59E+04 1.38E+04 6.86E+03 3.20E+03 1.40E+03 5.73E+02 2.21E+02 7.98E+01 2.71E+01 8.65E+00 2.59E+00 7.31E-01 1.94E-01 4.83E-02 1.13E-02 2.50E-03 5.19E-04 1.01E-04 1.86E-05
  25.00  1.927  5.17E+07 8.02E+06 8.51E+07 2.22E+05 6.31E+05 9.40E+05 1.11E+06 1.15E+06 1.06E+06 8.95E+05 6.99E+05 5.07E+05 3.43E+05 2.17E+05 1.28E+05 7.15E+04 3.73E+04 1.84E+04 8.50E+03 3.70E+03 1.52E+03 5.88E+02 2.15E+02 7.39E+01 2.40E+01 7.36E+00 2.13E+00 5.81E-01 1.50E-01 3.65E-02 8.39E-03 1.82E-03 3.74E-04
  30.00  2.111  1.17E+09 1.12E+08 1.26E+09 2.79E+06 7.95E+06 1.20E+07 1.45E+07 1.52E+07 1.45E+07 1.27E+07 1.03E+07 7.84E+06 5.59E+06 3.75E+06 2.37E+06 1.41E+06 7.98E+05 4.26E+05 2.15E+05 1.03E+05 4.67E+04 2.01E+04 8.19E+03 3.17E+03 1.16E+03 4.06E+02 1.34E+02 4.22E+01 1.26E+01 3.57E+00 9.63E-01 2.46E-01 5.99E-02
  40.00  2.438  2.46E+11 1.22E+10 1.49E+11 2.57E+08 7.38E+08 1.13E+09 1.40E+09 1.51E+09 1.50E+09 1.38E+09 1.18E+09 9.55E+08 7.30E+08 5.29E+08 3.64E+08 2.39E+08 1.49E+08 8.85E+07 5.03E+07 2.72E+07 1.41E+07 6.97E+06 3.29E+06 1.49E+06 6.44E+05 2.66E+05 1.05E+05 3.99E+04 1.44E+04 5.01E+03 1.66E+03 5.29E+02 1.61E+02
  50.00  2.725  1.54E+13 7.59E+11 9.86E+12 1.40E+10 4.06E+10 6.28E+10 7.86E+10 8.71E+10 8.84E+10 8.36E+10 7.44E+10 6.26E+10 5.00E+10 3.81E+10 2.77E+10 1.93E+10 1.29E+10 8.20E+09 5.02E+09 2.95E+09 1.66E+09 8.99E+08 4.67E+08 2.33E+08 1.12E+08 5.18E+07 2.30E+07 9.81E+06 4.03E+06 1.59E+06 6.05E+05 2.21E+05 7.79E+04
  60.00  2.985  6.45E+14 3.15E+13 4.31E+14 5.27E+11 1.53E+12 2.38E+12 3.02E+12 3.39E+12 3.50E+12 3.38E+12 3.09E+12 2.67E+12 2.21E+12 1.74E+12 1.32E+12 9.57E+11 6.68E+11 4.48E+11 2.89E+11 1.80E+11 1.08E+11 6.21E+10 3.46E+10 1.86E+10 9.61E+09 4.80E+09 2.31E+09 1.08E+09 4.83E+08 2.09E+08 8.77E+07 3.55E+07 1.38E+07
  70.00  3.225  1.99E+16 9.65E+14 1.38E+16 1.49E+13 4.32E+13 6.77E+13 8.64E+13 9.82E+13 1.03E+14 1.01E+14 9.38E+13 8.30E+13 7.03E+13 5.70E+13 4.44E+13 3.33E+13 2.41E+13 1.68E+13 1.13E+13 7.32E+12 4.59E+12 2.78E+12 1.63E+12 9.24E+11 5.06E+11 2.68E+11 1.38E+11 6.83E+10 3.28E+10 1.53E+10 6.88E+09 3.00E+09 1.27E+09
  80.00  3.447  4.86E+17 2.33E+16 3.44E+17 3.34E+14 9.73E+14 1.53E+15 1.97E+15 2.25E+15 2.38E+15 2.37E+15 2.24E+15 2.01E+15 1.74E+15 1.44E+15 1.15E+15 8.85E+14 6.58E+14 4.72E+14 3.28E+14 2.20E+14 1.43E+14 9.02E+13 5.51E+13 3.26E+13 1.87E+13 1.04E+13 5.59E+12 2.92E+12 1.48E+12 7.29E+11 3.48E+11 1.61E+11 7.24E+10
  90.00  3.656  9.74E+18 4.63E+17 7.06E+18 6.23E+15 1.82E+16 2.87E+16 3.71E+16 4.28E+16 4.57E+16 4.59E+16 4.39E+16 4.00E+16 3.51E+16 2.96E+16 2.41E+16 1.89E+16 1.44E+16 1.06E+16 7.55E+15 5.22E+15 3.49E+15 2.27E+15 1.43E+15 8.78E+14 5.22E+14 3.02E+14 1.69E+14 9.22E+13 4.89E+13 2.52E+13 1.26E+13 6.12E+12 2.90E+12
 100.00  3.854  1.66E+20 7.82E+18 1.23E+20 9.95E+16 2.91E+17 4.61E+17 5.98E+17 6.94E+17 7.46E+17 7.57E+17 7.30E+17 6.74E+17 5.99E+17 5.13E+17 4.24E+17 3.39E+17 2.63E+17 1.97E+17 1.44E+17 1.02E+17 6.99E+16 4.66E+16 3.03E+16 1.91E+16 1.17E+16 6.98E+15 4.05E+15 2.29E+15 1.26E+15 6.73E+14 3.50E+14 1.77E+14 8.76E+13
 110.00  4.042  2.47E+21 1.15E+20 1.85E+21 1.39E+18 4.08E+18 6.48E+18 8.43E+18 9.83E+18 1.06E+19 1.09E+19 1.06E+19 9.88E+18 8.87E+18 7.69E+18 6.45E+18 5.23E+18 4.12E+18 3.15E+18 2.34E+18 1.69E+18 1.18E+18 8.09E+17 5.37E+17 3.47E+17 2.19E+17 1.34E+17 8.01E+16 4.66E+16 2.64E+16 1.46E+16 7.87E+15 4.13E+15 2.11E+15
 120.00  4.222  3.25E+22 1.50E+21 2.47E+22 1.74E+19 5.10E+19 8.11E+19 1.06E+20 1.24E+20 1.35E+20 1.39E+20 1.36E+20 1.28E+20 1.16E+20 1.02E+20 8.64E+19 7.11E+19 5.68E+19 4.41E+19 3.33E+19 2.44E+19 1.75E+19 1.21E+19 8.24E+18 5.44E+18 3.51E+18 2.20E+18 1.35E+18 8.06E+17 4.69E+17 2.67E+17 1.48E+17 8.00E+16 4.22E+16
 130.00  4.394  3.86E+23 1.77E+22 2.97E+23 1.96E+20 5.76E+20 9.18E+20 1.20E+21 1.41E+21 1.55E+21 1.60E+21 1.58E+21 1.50E+21 1.37E+21 1.21E+21 1.04E+21 8.64E+20 6.99E+20 5.50E+20 4.21E+20 3.14E+20 2.28E+20 1.61E+20 1.11E+20 7.50E+19 4.93E+19 3.16E+19 1.98E+19 1.21E+19 7.21E+18 4.20E+18 2.39E+18 1.33E+18 7.21E+17
 140.00  4.560  4.18E+24 1.90E+23 3.25E+24 2.03E+21 5.95E+21 9.50E+21 1.25E+22 1.47E+22 1.62E+22 1.68E+22 1.67E+22 1.59E+22 1.47E+22 1.31E+22 1.13E+22 9.53E+21 7.79E+21 6.20E+21 4.80E+21 3.63E+21 2.68E+21 1.92E+21 1.35E+21 9.24E+20 6.18E+20 4.04E+20 2.58E+20 1.61E+20 9.79E+19 5.83E+19 3.39E+19 1.93E+19 1.07E+19
 150.00  4.720  4.16E+25 1.87E+24 3.26E+25 1.93E+22 5.67E+22 9.07E+22 1.19E+23 1.41E+23 1.56E+23 1.63E+23 1.62E+23 1.56E+23 1.45E+23 1.30E+23 1.13E+23 9.63E+22 7.95E+22 6.39E+22 5.01E+22 3.83E+22 2.86E+22 2.08E+22 1.48E+22 1.03E+22 7.01E+21 4.66E+21 3.02E+21 1.92E+21 1.19E+21 7.24E+20 4.30E+20 2.50E+20 1.42E+20
 160.00  4.875  3.85E+26 1.72E+25 3.04E+26 1.71E+23 5.03E+23 8.06E+23 1.06E+24 1.26E+24 1.39E+24 1.46E+24 1.47E+24 1.42E+24 1.32E+24 1.20E+24 1.05E+24 9.00E+23 7.50E+23 6.09E+23 4.82E+23 3.73E+23 2.81E+23 2.08E+23 1.50E+23 1.06E+23 7.27E+22 4.90E+22 3.23E+22 2.09E+22 1.32E+22 8.15E+21 4.93E+21 2.92E+21 1.69E+21
 170.00  5.025  3.33E+27 1.47E+26 2.65E+27 1.42E+24 4.18E+24 6.71E+24 8.86E+24 1.05E+25 1.17E+25 1.23E+25 1.24E+25 1.20E+25 1.13E+25 1.03E+25 9.10E+24 7.84E+24 6.58E+24 5.39E+24 4.31E+24 3.37E+24 2.57E+24 1.92E+24 1.40E+24 9.98E+23 6.97E+23 4.76E+23 3.18E+23 2.09E+23 1.34E+23 8.40E+22 5.17E+22 3.11E+22 1.84E+22
