                    ************************************************************************************************
                    *  Z= 32 A= 70: Positive-Parity Spin-dependent Level Density [MeV-1] for Ge 70 and ldmodel= 1  *
   2.25  0.450  6.09E+00 3.30E+00 1.66E+01 3.97E-01 9.28E-01 9.42E-01 6.27E-01 2.99E-01 1.06E-01 2.82E-02 5.74E-03 8.94E-04 1.07E-04 9.92E-06 7.10E-07 3.93E-08 1.69E-09 5.64E-11 1.46E-12 2.94E-14 4.60E-16 5.60E-18 5.30E-20 3.91E-22 2.24E-24 1.00E-26 3.49E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.474  8.29E+00 4.40E+00 2.32E+01 4.83E-01 1.16E+00 1.23E+00 8.72E-01 4.54E-01 1.80E-01 5.47E-02 1.30E-02 2.42E-03 3.54E-04 4.09E-05 3.73E-06 2.70E-07 1.55E-08 7.03E-10 2.54E-11 7.28E-13 1.66E-14 3.01E-16 4.34E-18 4.98E-20 4.55E-22 3.31E-24 1.92E-26 8.84E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.497  1.12E+01 5.87E+00 3.23E+01 5.93E-01 1.45E+00 1.59E+00 1.20E+00 6.72E-01 2.91E-01 9.91E-02 2.68E-02 5.78E-03 9.99E-04 1.39E-04 1.55E-05 1.40E-06 1.02E-07 6.03E-09 2.87E-10 1.11E-11 3.46E-13 8.76E-15 1.80E-16 2.98E-18 4.02E-20 4.40E-22 3.90E-24 2.80E-26 1.64E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.519  1.51E+01 7.84E+00 4.49E+01 7.33E-01 1.82E+00 2.06E+00 1.63E+00 9.71E-01 4.55E-01 1.70E-01 5.14E-02 1.26E-02 2.50E-03 4.07E-04 5.42E-05 5.90E-06 5.28E-07 3.88E-08 2.34E-09 1.16E-10 4.73E-12 1.59E-13 4.39E-15 9.99E-17 1.87E-18 2.89E-20 3.68E-22 3.85E-24 3.33E-26 2.37E-28 1.39E-30 1.00E-30 1.00E-30
   3.25  0.540  2.04E+01 1.05E+01 6.21E+01 9.11E-01 2.29E+00 2.67E+00 2.19E+00 1.38E+00 6.93E-01 2.81E-01 9.32E-02 2.54E-02 5.71E-03 1.06E-03 1.64E-04 2.10E-05 2.24E-06 1.99E-07 1.47E-08 9.03E-10 4.63E-11 1.98E-12 7.08E-14 2.11E-15 5.25E-17 1.09E-18 1.89E-20 2.75E-22 3.32E-24 3.36E-26 2.84E-28 2.01E-30 1.00E-30
   3.50  0.561  2.74E+01 1.40E+01 8.58E+01 1.14E+00 2.89E+00 3.45E+00 2.93E+00 1.94E+00 1.03E+00 4.49E-01 1.62E-01 4.83E-02 1.21E-02 2.53E-03 4.44E-04 6.55E-05 8.12E-06 8.49E-07 7.48E-08 5.55E-09 3.48E-10 1.84E-11 8.20E-13 3.09E-14 9.83E-16 2.64E-17 6.01E-19 1.15E-20 1.87E-22 2.57E-24 2.98E-26 2.92E-28 2.42E-30
   3.75  0.580  3.67E+01 1.86E+01 1.18E+02 1.43E+00 3.66E+00 4.46E+00 3.91E+00 2.69E+00 1.51E+00 6.98E-01 2.70E-01 8.77E-02 2.40E-02 5.58E-03 1.10E-03 1.83E-04 2.59E-05 3.13E-06 3.22E-07 2.81E-08 2.10E-09 1.33E-10 7.24E-12 3.35E-13 1.32E-14 4.46E-16 1.28E-17 3.15E-19 6.61E-21 1.19E-22 1.81E-24 2.37E-26 2.65E-28
   4.00  0.599  4.91E+01 2.49E+01 1.62E+02 1.79E+00 4.65E+00 5.77E+00 5.20E+00 3.71E+00 2.17E+00 1.06E+00 4.38E-01 1.53E-01 4.55E-02 1.16E-02 2.51E-03 4.67E-04 7.46E-05 1.02E-05 1.20E-06 1.22E-07 1.06E-08 7.93E-10 5.11E-11 2.84E-12 1.35E-13 5.58E-15 1.98E-16 6.04E-18 1.59E-19 3.61E-21 7.06E-23 1.19E-24 1.73E-26
   4.25  0.618  6.57E+01 3.32E+01 2.23E+02 2.27E+00 5.91E+00 7.47E+00 6.89E+00 5.08E+00 3.10E+00 1.59E+00 6.93E-01 2.58E-01 8.27E-02 2.28E-02 5.40E-03 1.11E-03 1.96E-04 3.01E-05 4.00E-06 4.61E-07 4.60E-08 3.99E-09 3.00E-10 1.95E-11 1.11E-12 5.44E-14 2.32E-15 8.61E-17 2.78E-18 7.77E-20 1.89E-21 4.00E-23 7.35E-25
   4.50  0.636  8.78E+01 4.43E+01 3.06E+02 2.87E+00 7.54E+00 9.66E+00 9.11E+00 6.91E+00 4.37E+00 2.34E+00 1.08E+00 4.25E-01 1.45E-01 4.29E-02 1.10E-02 2.47E-03 4.80E-04 8.16E-05 1.21E-05 1.56E-06 1.76E-07 1.74E-08 1.50E-09 1.13E-10 7.46E-12 4.30E-13 2.17E-14 9.57E-16 3.70E-17 1.25E-18 3.69E-20 9.57E-22 2.17E-23
   4.75  0.653  1.17E+02 5.91E+01 4.18E+02 3.64E+00 9.64E+00 1.25E+01 1.20E+01 9.37E+00 6.12E+00 3.41E+00 1.64E+00 6.82E-01 2.47E-01 7.80E-02 2.15E-02 5.21E-03 1.10E-03 2.05E-04 3.36E-05 4.82E-06 6.07E-07 6.74E-08 6.58E-09 5.65E-10 4.27E-11 2.84E-12 1.67E-13 8.60E-15 3.91E-16 1.56E-17 5.52E-19 1.72E-20 4.70E-22
   5.00  0.670  1.57E+02 7.88E+01 5.72E+02 4.63E+00 1.23E+01 1.62E+01 1.58E+01 1.26E+01 8.51E+00 4.91E+00 2.46E+00 1.07E+00 4.10E-01 1.37E-01 4.05E-02 1.05E-02 2.41E-03 4.86E-04 8.67E-05 1.37E-05 1.91E-06 2.35E-07 2.57E-08 2.49E-09 2.13E-10 1.61E-11 1.08E-12 6.43E-14 3.39E-15 1.58E-16 6.55E-18 2.40E-19 7.81E-21
   5.50  0.703  2.97E+02 1.40E+02 1.07E+03 7.55E+00 2.03E+01 2.72E+01 2.75E+01 2.28E+01 1.62E+01 9.94E+00 5.35E+00 2.53E+00 1.06E+00 3.94E-01 1.30E-01 3.82E-02 9.99E-03 2.33E-03 4.86E-04 9.03E-05 1.50E-05 2.23E-06 2.96E-07 3.51E-08 3.73E-09 3.54E-10 3.01E-11 2.30E-12 1.56E-13 9.54E-15 5.21E-16 2.55E-17 1.12E-18
   6.00  0.734  5.47E+02 2.50E+02 1.98E+03 1.24E+01 3.36E+01 4.58E+01 4.75E+01 4.09E+01 3.02E+01 1.96E+01 1.12E+01 5.67E+00 2.57E+00 1.04E+00 3.78E-01 1.23E-01 3.60E-02 9.50E-03 2.25E-03 4.81E-04 9.26E-05 1.61E-05 2.51E-06 3.55E-07 4.52E-08 5.20E-09 5.39E-10 5.05E-11 4.27E-12 3.27E-13 2.25E-14 1.40E-15 7.91E-17
   6.50  0.764  9.92E+02 4.45E+02 3.66E+03 2.05E+01 5.59E+01 7.74E+01 8.20E+01 7.26E+01 5.58E+01 3.77E+01 2.27E+01 1.22E+01 5.91E+00 2.58E+00 1.02E+00 3.62E-01 1.17E-01 3.40E-02 9.02E-03 2.17E-03 4.73E-04 9.37E-05 1.69E-05 2.76E-06 4.11E-07 5.55E-08 6.83E-09 7.64E-10 7.77E-11 7.19E-12 6.06E-13 4.64E-14 3.24E-15
   7.00  0.793  1.78E+03 7.93E+02 6.75E+03 3.40E+01 9.34E+01 1.31E+02 1.41E+02 1.29E+02 1.02E+02 7.16E+01 4.50E+01 2.55E+01 1.31E+01 6.08E+00 2.57E+00 9.86E-01 3.45E-01 1.10E-01 3.21E-02 8.56E-03 2.08E-03 4.62E-04 9.40E-05 1.75E-05 2.97E-06 4.62E-07 6.58E-08 8.57E-09 1.02E-09 1.12E-10 1.12E-11 1.02E-12 8.59E-14
   7.50  0.821  3.20E+03 1.41E+03 1.24E+04 5.66E+01 1.57E+02 2.22E+02 2.44E+02 2.27E+02 1.85E+02 1.34E+02 8.77E+01 5.20E+01 2.80E+01 1.38E+01 6.18E+00 2.54E+00 9.55E-01 3.30E-01 1.04E-01 3.04E-02 8.12E-03 1.99E-03 4.50E-04 9.35E-05 1.79E-05 3.14E-06 5.08E-07 7.57E-08 1.04E-08 1.31E-09 1.52E-10 1.63E-11 1.60E-12
   8.00  0.848  5.71E+03 2.51E+03 2.28E+04 9.50E+01 2.64E+02 3.78E+02 4.21E+02 3.98E+02 3.32E+02 2.48E+02 1.68E+02 1.03E+02 5.81E+01 2.99E+01 1.41E+01 6.14E+00 2.46E+00 9.06E-01 3.08E-01 9.66E-02 2.80E-02 7.48E-03 1.85E-03 4.21E-04 8.89E-05 1.73E-05 3.12E-06 5.21E-07 8.03E-08 1.15E-08 1.51E-09 1.85E-10 2.08E-11
   8.50  0.874  1.01E+04 4.40E+03 4.08E+04 1.59E+02 4.44E+02 6.40E+02 7.20E+02 6.91E+02 5.86E+02 4.47E+02 3.09E+02 1.95E+02 1.13E+02 6.02E+01 2.95E+01 1.34E+01 5.59E+00 2.16E+00 7.71E-01 2.55E-01 7.82E-02 2.22E-02 5.84E-03 1.42E-03 3.22E-04 6.76E-05 1.32E-05 2.38E-06 3.98E-07 6.20E-08 8.95E-09 1.20E-09 1.49E-10
   9.00  0.899  1.77E+04 7.56E+03 7.15E+04 2.63E+02 7.34E+02 1.06E+03 1.21E+03 1.17E+03 1.01E+03 7.83E+02 5.53E+02 3.58E+02 2.13E+02 1.17E+02 5.90E+01 2.77E+01 1.20E+01 4.83E+00 1.80E+00 6.25E-01 2.01E-01 6.02E-02 1.67E-02 4.33E-03 1.04E-03 2.33E-04 4.85E-05 9.40E-06 1.70E-06 2.84E-07 4.45E-08 6.47E-09 8.76E-10
   9.50  0.924  3.04E+04 1.27E+04 1.23E+05 4.26E+02 1.19E+03 1.74E+03 1.99E+03 1.95E+03 1.70E+03 1.34E+03 9.64E+02 6.36E+02 3.87E+02 2.18E+02 1.13E+02 5.48E+01 2.46E+01 1.03E+01 3.99E+00 1.44E+00 4.84E-01 1.52E-01 4.44E-02 1.21E-02 3.07E-03 7.26E-04 1.60E-04 3.31E-05 6.36E-06 1.14E-06 1.91E-07 2.99E-08 4.36E-09
  10.00  0.948  5.14E+04 2.10E+04 2.06E+05 6.80E+02 1.91E+03 2.80E+03 3.22E+03 3.19E+03 2.81E+03 2.25E+03 1.64E+03 1.10E+03 6.86E+02 3.95E+02 2.11E+02 1.05E+02 4.85E+01 2.09E+01 8.40E+00 3.15E+00 1.10E+00 3.60E-01 1.10E-01 3.13E-02 8.34E-03 2.08E-03 4.84E-04 1.05E-04 2.15E-05 4.09E-06 7.30E-07 1.22E-07 1.90E-08
  11.00  0.994  1.61E+05 5.49E+04 5.56E+05 1.67E+03 4.71E+03 6.95E+03 8.10E+03 8.15E+03 7.33E+03 6.00E+03 4.50E+03 3.13E+03 2.01E+03 1.21E+03 6.73E+02 3.50E+02 1.71E+02 7.77E+01 3.31E+01 1.32E+01 4.95E+00 1.74E+00 5.71E-01 1.76E-01 5.10E-02 1.39E-02 3.54E-03 8.47E-04 1.90E-04 4.02E-05 7.98E-06 1.49E-06 2.60E-07
  12.00  1.038  4.33E+05 1.36E+05 1.42E+06 3.92E+03 1.11E+04 1.65E+04 1.94E+04 1.97E+04 1.81E+04 1.51E+04 1.16E+04 8.25E+03 5.47E+03 3.39E+03 1.96E+03 1.06E+03 5.39E+02 2.57E+02 1.15E+02 4.84E+01 1.92E+01 7.13E+00 2.50E+00 8.23E-01 2.55E-01 7.45E-02 2.05E-02 5.31E-03 1.30E-03 2.98E-04 6.46E-05 1.32E-05 2.54E-06
  13.00  1.081  1.08E+06 3.22E+05 3.43E+06 8.83E+03 2.51E+04 3.74E+04 4.44E+04 4.57E+04 4.24E+04 3.60E+04 2.82E+04 2.06E+04 1.40E+04 8.89E+03 5.30E+03 2.97E+03 1.57E+03 7.76E+02 3.62E+02 1.59E+02 6.61E+01 2.59E+01 9.55E+00 3.33E+00 1.09E+00 3.40E-01 9.96E-02 2.76E-02 7.22E-03 1.78E-03 4.17E-04 9.21E-05 1.92E-05
  14.00  1.122  2.54E+06 7.32E+05 7.99E+06 1.92E+04 5.47E+04 8.20E+04 9.80E+04 1.02E+05 9.57E+04 8.24E+04 6.57E+04 4.88E+04 3.39E+04 2.21E+04 1.35E+04 7.80E+03 4.24E+03 2.17E+03 1.05E+03 4.81E+02 2.08E+02 8.49E+01 3.28E+01 1.20E+01 4.14E+00 1.36E+00 4.20E-01 1.23E-01 3.43E-02 9.02E-03 2.25E-03 5.31E-04 1.19E-04
  15.00  1.161  5.76E+06 1.61E+06 1.79E+07 4.06E+04 1.16E+05 1.74E+05 2.10E+05 2.20E+05 2.09E+05 1.82E+05 1.47E+05 1.11E+05 7.86E+04 5.23E+04 3.28E+04 1.94E+04 1.08E+04 5.72E+03 2.86E+03 1.35E+03 6.05E+02 2.57E+02 1.03E+02 3.93E+01 1.42E+01 4.87E+00 1.58E+00 4.89E-01 1.43E-01 3.98E-02 1.05E-02 2.63E-03 6.24E-04
  16.00  1.199  1.26E+07 3.43E+06 3.89E+07 8.34E+04 2.38E+05 3.60E+05 4.35E+05 4.60E+05 4.41E+05 3.88E+05 3.18E+05 2.44E+05 1.76E+05 1.19E+05 7.62E+04 4.61E+04 2.64E+04 1.43E+04 7.33E+03 3.57E+03 1.65E+03 7.24E+02 3.01E+02 1.19E+02 4.48E+01 1.60E+01 5.43E+00 1.75E+00 5.37E-01 1.57E-01 4.34E-02 1.15E-02 2.87E-03
  17.00  1.236  2.69E+07 7.12E+06 8.22E+07 1.67E+05 4.79E+05 7.26E+05 8.82E+05 9.39E+05 9.06E+05 8.06E+05 6.69E+05 5.19E+05 3.80E+05 2.62E+05 1.70E+05 1.05E+05 6.14E+04 3.41E+04 1.79E+04 8.97E+03 4.26E+03 1.93E+03 8.28E+02 3.39E+02 1.32E+02 4.88E+01 1.72E+01 5.77E+00 1.85E+00 5.62E-01 1.63E-01 4.50E-02 1.18E-02
  18.00  1.272  5.57E+07 1.44E+07 1.69E+08 3.28E+05 9.40E+05 1.43E+06 1.75E+06 1.87E+06 1.82E+06 1.63E+06 1.37E+06 1.08E+06 7.96E+05 5.57E+05 3.69E+05 2.32E+05 1.38E+05 7.82E+04 4.21E+04 2.16E+04 1.05E+04 4.88E+03 2.16E+03 9.08E+02 3.65E+02 1.40E+02 5.09E+01 1.77E+01 5.88E+00 1.86E+00 5.62E-01 1.62E-01 4.45E-02
  19.00  1.307  1.13E+08 2.86E+07 3.40E+08 6.31E+05 1.81E+06 2.76E+06 3.38E+06 3.64E+06 3.57E+06 3.23E+06 2.73E+06 2.17E+06 1.63E+06 1.15E+06 7.76E+05 4.95E+05 3.00E+05 1.73E+05 9.52E+04 4.98E+04 2.49E+04 1.18E+04 5.36E+03 2.32E+03 9.58E+02 3.78E+02 1.42E+02 5.11E+01 1.75E+01 5.75E+00 1.80E+00 5.39E-01 1.54E-01
  20.00  1.340  2.24E+08 5.56E+07 6.71E+08 1.19E+06 3.43E+06 5.24E+06 6.44E+06 6.97E+06 6.87E+06 6.26E+06 5.34E+06 4.29E+06 3.25E+06 2.33E+06 1.59E+06 1.03E+06 6.35E+05 3.73E+05 2.09E+05 1.11E+05 5.67E+04 2.76E+04 1.28E+04 5.68E+03 2.41E+03 9.75E+02 3.78E+02 1.40E+02 4.95E+01 1.67E+01 5.42E+00 1.68E+00 4.97E-01
  22.50  1.422  1.58E+09 2.71E+08 3.37E+09 5.45E+06 1.57E+07 2.42E+07 2.99E+07 3.27E+07 3.27E+07 3.03E+07 2.63E+07 2.16E+07 1.68E+07 1.24E+07 8.67E+06 5.80E+06 3.70E+06 2.26E+06 1.31E+06 7.32E+05 3.90E+05 1.99E+05 9.72E+04 4.55E+04 2.04E+04 8.76E+03 3.61E+03 1.42E+03 5.39E+02 1.95E+02 6.80E+01 2.27E+01 7.26E+00
  25.00  1.499  7.60E+09 1.20E+09 1.54E+10 2.29E+07 6.62E+07 1.02E+08 1.28E+08 1.41E+08 1.42E+08 1.33E+08 1.18E+08 9.83E+07 7.78E+07 5.87E+07 4.22E+07 2.90E+07 1.90E+07 1.20E+07 7.20E+06 4.16E+06 2.30E+06 1.22E+06 6.22E+05 3.04E+05 1.43E+05 6.44E+04 2.79E+04 1.16E+04 4.64E+03 1.78E+03 6.59E+02 2.34E+02 7.98E+01
  30.00  1.642  1.99E+11 1.91E+10 2.57E+11 3.31E+08 9.58E+08 1.49E+09 1.88E+09 2.10E+09 2.16E+09 2.07E+09 1.87E+09 1.61E+09 1.31E+09 1.03E+09 7.66E+08 5.49E+08 3.77E+08 2.49E+08 1.58E+08 9.64E+07 5.66E+07 3.20E+07 1.74E+07 9.14E+06 4.62E+06 2.25E+06 1.06E+06 4.78E+05 2.08E+05 8.77E+04 3.56E+04 1.39E+04 5.26E+03
  40.00  1.896  5.17E+13 2.58E+12 3.73E+13 3.85E+10 1.12E+11 1.76E+11 2.25E+11 2.57E+11 2.70E+11 2.66E+11 2.49E+11 2.22E+11 1.90E+11 1.55E+11 1.22E+11 9.28E+10 6.78E+10 4.79E+10 3.26E+10 2.15E+10 1.37E+10 8.44E+09 5.04E+09 2.91E+09 1.62E+09 8.79E+08 4.60E+08 2.34E+08 1.15E+08 5.48E+07 2.53E+07 1.13E+07 4.91E+06
  50.00  2.119  3.98E+15 1.97E+14 3.01E+15 2.62E+12 7.66E+12 1.21E+13 1.56E+13 1.81E+13 1.93E+13 1.94E+13 1.86E+13 1.70E+13 1.49E+13 1.26E+13 1.03E+13 8.13E+12 6.20E+12 4.58E+12 3.28E+12 2.27E+12 1.53E+12 9.98E+11 6.33E+11 3.90E+11 2.33E+11 1.35E+11 7.63E+10 4.19E+10 2.23E+10 1.16E+10 5.83E+09 2.85E+09 1.36E+09
  60.00  2.322  2.06E+17 1.01E+16 1.62E+17 1.23E+14 3.59E+14 5.70E+14 7.42E+14 8.66E+14 9.36E+14 9.56E+14 9.30E+14 8.67E+14 7.78E+14 6.74E+14 5.64E+14 4.57E+14 3.60E+14 2.75E+14 2.04E+14 1.47E+14 1.03E+14 7.00E+13 4.64E+13 2.99E+13 1.88E+13 1.15E+13 6.86E+12 3.98E+12 2.25E+12 1.24E+12 6.66E+11 3.48E+11 1.78E+11
  70.00  2.508  7.88E+18 3.84E+17 6.40E+18 4.32E+15 1.27E+16 2.02E+16 2.64E+16 3.10E+16 3.38E+16 3.49E+16 3.44E+16 3.26E+16 2.97E+16 2.62E+16 2.24E+16 1.86E+16 1.49E+16 1.17E+16 8.91E+15 6.61E+15 4.78E+15 3.36E+15 2.31E+15 1.55E+15 1.01E+15 6.43E+14 3.99E+14 2.42E+14 1.43E+14 8.29E+13 4.67E+13 2.57E+13 1.38E+13
  80.00  2.681  2.38E+20 1.15E+19 1.98E+20 1.21E+17 3.55E+17 5.67E+17 7.45E+17 8.81E+17 9.69E+17 1.01E+18 1.00E+18 9.61E+17 8.88E+17 7.95E+17 6.90E+17 5.82E+17 4.78E+17 3.82E+17 2.98E+17 2.26E+17 1.67E+17 1.21E+17 8.55E+16 5.89E+16 3.97E+16 2.61E+16 1.68E+16 1.05E+16 6.47E+15 3.89E+15 2.28E+15 1.31E+15 7.35E+14
  90.00  2.844  5.89E+21 2.82E+20 5.02E+21 2.80E+18 8.24E+18 1.32E+19 1.74E+19 2.07E+19 2.29E+19 2.40E+19 2.41E+19 2.33E+19 2.18E+19 1.97E+19 1.73E+19 1.48E+19 1.24E+19 1.01E+19 7.99E+18 6.18E+18 4.68E+18 3.46E+18 2.50E+18 1.76E+18 1.22E+18 8.23E+17 5.44E+17 3.52E+17 2.23E+17 1.38E+17 8.37E+16 4.97E+16 2.89E+16
 100.00  2.997  1.24E+23 5.89E+21 1.07E+23 5.54E+19 1.63E+20 2.62E+20 3.46E+20 4.13E+20 4.59E+20 4.85E+20 4.90E+20 4.78E+20 4.51E+20 4.12E+20 3.67E+20 3.18E+20 2.69E+20 2.22E+20 1.79E+20 1.41E+20 1.08E+20 8.15E+19 6.00E+19 4.33E+19 3.06E+19 2.11E+19 1.43E+19 9.48E+18 6.15E+18 3.92E+18 2.44E+18 1.49E+18 8.94E+17
 110.00  3.144  2.26E+24 1.07E+23 1.99E+24 9.56E+20 2.82E+21 4.53E+21 6.01E+21 7.19E+21 8.03E+21 8.52E+21 8.67E+21 8.51E+21 8.09E+21 7.47E+21 6.72E+21 5.88E+21 5.03E+21 4.20E+21 3.43E+21 2.74E+21 2.14E+21 1.64E+21 1.23E+21 8.99E+20 6.47E+20 4.56E+20 3.15E+20 2.13E+20 1.42E+20 9.22E+19 5.89E+19 3.69E+19 2.27E+19
 120.00  3.284  3.64E+25 1.71E+24 3.26E+25 1.47E+22 4.32E+22 6.96E+22 9.25E+22 1.11E+23 1.25E+23 1.33E+23 1.36E+23 1.34E+23 1.28E+23 1.19E+23 1.08E+23 9.57E+22 8.26E+22 6.98E+22 5.76E+22 4.66E+22 3.69E+22 2.86E+22 2.17E+22 1.62E+22 1.18E+22 8.48E+21 5.96E+21 4.11E+21 2.78E+21 1.85E+21 1.21E+21 7.72E+20 4.85E+20
 130.00  3.418  5.26E+26 2.45E+25 4.77E+26 2.02E+23 5.96E+23 9.61E+23 1.28E+24 1.54E+24 1.73E+24 1.86E+24 1.91E+24 1.89E+24 1.82E+24 1.71E+24 1.56E+24 1.39E+24 1.21E+24 1.03E+24 8.62E+23 7.04E+23 5.64E+23 4.43E+23 3.41E+23 2.58E+23 1.91E+23 1.39E+23 9.92E+22 6.95E+22 4.79E+22 3.24E+22 2.15E+22 1.40E+22 8.99E+21
 140.00  3.547  6.91E+27 3.19E+26 6.33E+27 2.54E+24 7.49E+24 1.21E+25 1.61E+25 1.95E+25 2.20E+25 2.36E+25 2.44E+25 2.43E+25 2.36E+25 2.22E+25 2.04E+25 1.83E+25 1.61E+25 1.38E+25 1.16E+25 9.60E+24 7.77E+24 6.17E+24 4.80E+24 3.67E+24 2.76E+24 2.03E+24 1.47E+24 1.05E+24 7.32E+23 5.03E+23 3.39E+23 2.25E+23 1.47E+23
 150.00  3.671  8.33E+28 3.82E+27 7.69E+28 2.93E+25 8.66E+25 1.40E+26 1.87E+26 2.26E+26 2.56E+26 2.76E+26 2.86E+26 2.86E+26 2.79E+26 2.64E+26 2.44E+26 2.21E+26 1.95E+26 1.69E+26 1.43E+26 1.19E+26 9.75E+25 7.81E+25 6.15E+25 4.75E+25 3.61E+25 2.69E+25 1.97E+25 1.42E+25 1.01E+25 7.02E+24 4.81E+24 3.24E+24 2.15E+24
 160.00  3.791  9.27E+29 4.22E+28 8.63E+29 3.14E+26 9.27E+26 1.50E+27 2.01E+27 2.43E+27 2.76E+27 2.98E+27 3.10E+27 3.12E+27 3.05E+27 2.90E+27 2.70E+27 2.45E+27 2.18E+27 1.90E+27 1.63E+27 1.37E+27 1.12E+27 9.09E+26 7.22E+26 5.64E+26 4.32E+26 3.26E+26 2.42E+26 1.76E+26 1.26E+26 8.92E+25 6.19E+25 4.23E+25 2.84E+25
 170.00  3.908  9.61E+30 4.34E+29 9.01E+30 3.13E+27 9.26E+27 1.50E+28 2.01E+28 2.44E+28 2.77E+28 3.00E+28 3.13E+28 3.16E+28 3.11E+28 2.97E+28 2.78E+28 2.54E+28 2.27E+28 1.99E+28 1.71E+28 1.45E+28 1.20E+28 9.80E+27 7.85E+27 6.18E+27 4.78E+27 3.64E+27 2.73E+27 2.01E+27 1.46E+27 1.04E+27 7.32E+26 5.06E+26 3.45E+26
