                    ************************************************************************************************
                    *  Z= 33 A= 71: Positive-Parity Spin-dependent Level Density [MeV-1] for As 71 and ldmodel= 2  *
   4.25  0.659  1.17E+03 6.08E+02 4.09E+03 6.10E+01 1.04E+02 1.20E+02 1.10E+02 8.58E+01 5.76E+01 3.38E+01 1.75E+01 8.00E+00 3.25E+00 1.18E+00 3.81E-01 1.10E-01 2.85E-02 6.58E-03 1.36E-03 2.53E-04 4.21E-05 6.29E-06 8.42E-07 1.01E-07 1.09E-08 1.06E-09 9.20E-11 7.18E-12 5.04E-13 3.18E-14 1.80E-15 9.15E-17 4.18E-18
   4.50  0.678  1.57E+03 7.99E+02 5.50E+03 7.70E+01 1.32E+02 1.54E+02 1.44E+02 1.14E+02 7.84E+01 4.73E+01 2.53E+01 1.20E+01 5.09E+00 1.93E+00 6.57E-01 2.01E-01 5.50E-02 1.35E-02 3.00E-03 5.99E-04 1.08E-04 1.74E-05 2.54E-06 3.33E-07 3.95E-08 4.22E-09 4.07E-10 3.53E-11 2.77E-12 1.96E-13 1.25E-14 7.21E-16 3.75E-17
   4.75  0.697  2.09E+03 1.04E+03 7.34E+03 9.67E+01 1.67E+02 1.97E+02 1.86E+02 1.50E+02 1.06E+02 6.54E+01 3.60E+01 1.77E+01 7.81E+00 3.09E+00 1.10E+00 3.53E-01 1.02E-01 2.67E-02 6.29E-03 1.34E-03 2.58E-04 4.50E-05 7.10E-06 1.01E-06 1.31E-07 1.53E-08 1.62E-09 1.55E-10 1.35E-11 1.06E-12 7.57E-14 4.89E-15 2.86E-16
   5.00  0.715  2.77E+03 1.35E+03 9.74E+03 1.21E+02 2.10E+02 2.49E+02 2.40E+02 1.97E+02 1.41E+02 8.94E+01 5.06E+01 2.57E+01 1.17E+01 4.83E+00 1.79E+00 6.03E-01 1.83E-01 5.05E-02 1.26E-02 2.86E-03 5.88E-04 1.10E-04 1.86E-05 2.87E-06 4.01E-07 5.10E-08 5.89E-09 6.18E-10 5.90E-11 5.13E-12 4.05E-13 2.91E-14 1.90E-15
   5.50  0.750  5.01E+03 2.24E+03 1.68E+04 1.87E+02 3.28E+02 3.96E+02 3.89E+02 3.29E+02 2.45E+02 1.62E+02 9.65E+01 5.18E+01 2.52E+01 1.11E+01 4.46E+00 1.63E+00 5.41E-01 1.64E-01 4.54E-02 1.15E-02 2.65E-03 5.60E-04 1.08E-04 1.91E-05 3.07E-06 4.54E-07 6.13E-08 7.57E-09 8.56E-10 8.86E-11 8.39E-12 7.28E-13 5.78E-14
   6.00  0.783  8.66E+03 3.65E+03 2.85E+04 2.85E+02 5.04E+02 6.17E+02 6.19E+02 5.37E+02 4.12E+02 2.84E+02 1.76E+02 9.94E+01 5.10E+01 2.39E+01 1.02E+01 4.02E+00 1.45E+00 4.77E-01 1.44E-01 4.01E-02 1.02E-02 2.40E-03 5.19E-04 1.03E-04 1.88E-05 3.16E-06 4.88E-07 6.95E-08 9.09E-09 1.10E-09 1.22E-10 1.24E-11 1.17E-12
   6.50  0.815  1.45E+04 5.84E+03 4.72E+04 4.28E+02 7.64E+02 9.48E+02 9.68E+02 8.58E+02 6.77E+02 4.81E+02 3.11E+02 1.83E+02 9.85E+01 4.87E+01 2.21E+01 9.23E+00 3.55E+00 1.26E+00 4.13E-01 1.25E-01 3.48E-02 8.96E-03 2.13E-03 4.70E-04 9.55E-05 1.80E-05 3.13E-06 5.04E-07 7.50E-08 1.03E-08 1.32E-09 1.55E-10 1.70E-11
   7.00  0.846  2.37E+04 9.20E+03 7.69E+04 6.37E+02 1.14E+03 1.43E+03 1.49E+03 1.35E+03 1.09E+03 7.96E+02 5.31E+02 3.25E+02 1.82E+02 9.45E+01 4.52E+01 1.99E+01 8.15E+00 3.09E+00 1.08E+00 3.52E-01 1.06E-01 2.97E-02 7.71E-03 1.86E-03 4.16E-04 8.65E-05 1.67E-05 3.00E-06 5.01E-07 7.76E-08 1.12E-08 1.50E-09 1.87E-10
   7.50  0.875  3.80E+04 1.43E+04 1.23E+05 9.36E+02 1.69E+03 2.14E+03 2.25E+03 2.08E+03 1.72E+03 1.29E+03 8.85E+02 5.59E+02 3.26E+02 1.76E+02 8.81E+01 4.09E+01 1.76E+01 7.07E+00 2.64E+00 9.15E-01 2.96E-01 8.90E-02 2.50E-02 6.53E-03 1.59E-03 3.62E-04 7.68E-05 1.52E-05 2.80E-06 4.83E-07 7.75E-08 1.16E-08 1.63E-09
   8.00  0.904  5.99E+04 2.19E+04 1.95E+05 1.36E+03 2.48E+03 3.16E+03 3.37E+03 3.15E+03 2.66E+03 2.04E+03 1.44E+03 9.39E+02 5.66E+02 3.17E+02 1.65E+02 8.02E+01 3.63E+01 1.53E+01 6.03E+00 2.22E+00 7.63E-01 2.45E-01 7.38E-02 2.07E-02 5.46E-03 1.34E-03 3.10E-04 6.68E-05 1.35E-05 2.55E-06 4.52E-07 7.51E-08 1.17E-08
   8.50  0.932  9.31E+04 3.32E+04 3.04E+05 1.97E+03 3.59E+03 4.62E+03 4.97E+03 4.72E+03 4.05E+03 3.18E+03 2.30E+03 1.54E+03 9.57E+02 5.54E+02 3.00E+02 1.51E+02 7.14E+01 3.16E+01 1.31E+01 5.07E+00 1.84E+00 6.29E-01 2.01E-01 6.04E-02 1.70E-02 4.50E-03 1.12E-03 2.61E-04 5.72E-05 1.18E-05 2.28E-06 4.14E-07 7.07E-08
   9.00  0.959  1.43E+05 4.97E+04 4.67E+05 2.81E+03 5.15E+03 6.68E+03 7.27E+03 6.99E+03 6.09E+03 4.87E+03 3.60E+03 2.47E+03 1.58E+03 9.43E+02 5.27E+02 2.76E+02 1.35E+02 6.24E+01 2.70E+01 1.10E+01 4.20E+00 1.51E+00 5.12E-01 1.63E-01 4.89E-02 1.38E-02 3.67E-03 9.20E-04 2.17E-04 4.83E-05 1.01E-05 1.99E-06 3.71E-07
   9.50  0.985  2.17E+05 7.38E+04 7.12E+05 3.99E+03 7.34E+03 9.58E+03 1.05E+04 1.02E+04 9.05E+03 7.36E+03 5.55E+03 3.89E+03 2.55E+03 1.57E+03 9.02E+02 4.88E+02 2.48E+02 1.19E+02 5.36E+01 2.28E+01 9.12E+00 3.45E+00 1.23E+00 4.13E-01 1.31E-01 3.92E-02 1.11E-02 2.97E-03 7.48E-04 1.78E-04 4.01E-05 8.54E-06 1.72E-06
  10.00  1.011  3.25E+05 1.08E+05 1.07E+06 5.61E+03 1.04E+04 1.36E+04 1.51E+04 1.48E+04 1.33E+04 1.10E+04 8.42E+03 6.03E+03 4.04E+03 2.55E+03 1.51E+03 8.40E+02 4.42E+02 2.19E+02 1.02E+02 4.53E+01 1.89E+01 7.48E+00 2.79E+00 9.86E-01 3.30E-01 1.04E-01 3.12E-02 8.84E-03 2.37E-03 6.02E-04 1.45E-04 3.30E-05 7.11E-06
  11.00  1.060  7.82E+05 2.28E+05 2.36E+06 1.09E+04 2.03E+04 2.69E+04 3.02E+04 3.03E+04 2.78E+04 2.36E+04 1.87E+04 1.39E+04 9.68E+03 6.37E+03 3.96E+03 2.33E+03 1.30E+03 6.83E+02 3.41E+02 1.62E+02 7.28E+01 3.11E+01 1.26E+01 4.86E+00 1.78E+00 6.18E-01 2.04E-01 6.42E-02 1.92E-02 5.45E-03 1.47E-03 3.79E-04 9.25E-05
  12.00  1.107  1.72E+06 4.70E+05 5.03E+06 2.11E+04 3.93E+04 5.26E+04 5.97E+04 6.07E+04 5.66E+04 4.90E+04 3.97E+04 3.02E+04 2.17E+04 1.47E+04 9.48E+03 5.79E+03 3.35E+03 1.85E+03 9.66E+02 4.81E+02 2.28E+02 1.03E+02 4.43E+01 1.81E+01 7.08E+00 2.63E+00 9.34E-01 3.16E-01 1.02E-01 3.13E-02 9.18E-03 2.57E-03 6.86E-04
  13.00  1.153  3.62E+06 9.49E+05 1.04E+07 4.11E+04 7.69E+04 1.03E+05 1.18E+05 1.21E+05 1.14E+05 9.94E+04 8.15E+04 6.30E+04 4.60E+04 3.18E+04 2.08E+04 1.30E+04 7.69E+03 4.34E+03 2.33E+03 1.19E+03 5.82E+02 2.71E+02 1.20E+02 5.10E+01 2.06E+01 7.96E+00 2.94E+00 1.03E+00 3.48E-01 1.12E-01 3.43E-02 1.01E-02 2.82E-03
  14.00  1.196  7.36E+06 1.87E+06 2.08E+07 7.83E+04 1.47E+05 1.98E+05 2.27E+05 2.34E+05 2.22E+05 1.96E+05 1.63E+05 1.27E+05 9.43E+04 6.62E+04 4.42E+04 2.80E+04 1.69E+04 9.76E+03 5.37E+03 2.81E+03 1.41E+03 6.74E+02 3.08E+02 1.35E+02 5.63E+01 2.25E+01 8.58E+00 3.13E+00 1.09E+00 3.66E-01 1.17E-01 3.58E-02 1.05E-02
  15.00  1.238  1.46E+07 3.61E+06 4.08E+07 1.46E+05 2.75E+05 3.72E+05 4.29E+05 4.45E+05 4.25E+05 3.79E+05 3.17E+05 2.51E+05 1.88E+05 1.34E+05 9.08E+04 5.86E+04 3.60E+04 2.12E+04 1.19E+04 6.37E+03 3.27E+03 1.60E+03 7.52E+02 3.38E+02 1.45E+02 5.97E+01 2.35E+01 8.88E+00 3.21E+00 1.11E+00 3.69E-01 1.17E-01 3.57E-02
  16.00  1.279  2.82E+07 6.81E+06 7.83E+07 2.68E+05 5.05E+05 6.85E+05 7.94E+05 8.28E+05 7.97E+05 7.15E+05 6.05E+05 4.83E+05 3.66E+05 2.64E+05 1.81E+05 1.19E+05 7.44E+04 4.45E+04 2.54E+04 1.39E+04 7.29E+03 3.66E+03 1.76E+03 8.09E+02 3.57E+02 1.51E+02 6.12E+01 2.38E+01 8.87E+00 3.17E+00 1.09E+00 3.58E-01 1.13E-01
  17.00  1.318  5.34E+07 1.26E+07 1.47E+08 4.84E+05 9.13E+05 1.24E+06 1.44E+06 1.51E+06 1.46E+06 1.32E+06 1.13E+06 9.11E+05 6.98E+05 5.09E+05 3.54E+05 2.35E+05 1.49E+05 9.08E+04 5.28E+04 2.94E+04 1.57E+04 8.05E+03 3.95E+03 1.86E+03 8.40E+02 3.64E+02 1.52E+02 6.06E+01 2.32E+01 8.56E+00 3.03E+00 1.03E+00 3.35E-01
  18.00  1.356  9.94E+07 2.30E+07 2.72E+08 8.59E+05 1.62E+06 2.21E+06 2.58E+06 2.72E+06 2.65E+06 2.41E+06 2.07E+06 1.68E+06 1.30E+06 9.61E+05 6.76E+05 4.55E+05 2.93E+05 1.81E+05 1.07E+05 6.05E+04 3.29E+04 1.72E+04 8.59E+03 4.13E+03 1.91E+03 8.46E+02 3.61E+02 1.48E+02 5.81E+01 2.20E+01 8.00E+00 2.80E+00 9.40E-01
  19.00  1.393  1.82E+08 4.12E+07 4.95E+08 1.50E+06 2.85E+06 3.89E+06 4.55E+06 4.82E+06 4.71E+06 4.32E+06 3.73E+06 3.06E+06 2.39E+06 1.78E+06 1.27E+06 8.62E+05 5.62E+05 3.51E+05 2.11E+05 1.21E+05 6.70E+04 3.55E+04 1.81E+04 8.88E+03 4.19E+03 1.90E+03 8.26E+02 3.46E+02 1.40E+02 5.41E+01 2.02E+01 7.26E+00 2.51E+00
  20.00  1.430  3.28E+08 7.29E+07 8.87E+08 2.60E+06 4.92E+06 6.75E+06 7.92E+06 8.41E+06 8.26E+06 7.62E+06 6.63E+06 5.48E+06 4.31E+06 3.24E+06 2.33E+06 1.60E+06 1.06E+06 6.69E+05 4.07E+05 2.37E+05 1.33E+05 7.18E+04 3.72E+04 1.86E+04 8.92E+03 4.12E+03 1.83E+03 7.84E+02 3.23E+02 1.28E+02 4.90E+01 1.81E+01 6.40E+00
  22.50  1.516  1.76E+09 2.87E+08 3.59E+09 9.70E+06 1.84E+07 2.54E+07 3.00E+07 3.21E+07 3.19E+07 2.97E+07 2.63E+07 2.21E+07 1.77E+07 1.36E+07 9.96E+06 7.02E+06 4.75E+06 3.09E+06 1.94E+06 1.17E+06 6.77E+05 3.78E+05 2.04E+05 1.06E+05 5.29E+04 2.55E+04 1.19E+04 5.32E+03 2.30E+03 9.62E+02 3.88E+02 1.51E+02 5.65E+01
  25.00  1.598  7.03E+09 1.05E+09 1.35E+10 3.39E+07 6.46E+07 8.93E+07 1.06E+08 1.15E+08 1.15E+08 1.08E+08 9.68E+07 8.24E+07 6.71E+07 5.23E+07 3.92E+07 2.82E+07 1.95E+07 1.30E+07 8.35E+06 5.17E+06 3.08E+06 1.78E+06 9.87E+05 5.30E+05 2.74E+05 1.37E+05 6.64E+04 3.10E+04 1.40E+04 6.10E+03 2.57E+03 1.05E+03 4.12E+02
  30.00  1.751  1.27E+11 1.20E+10 1.61E+11 3.56E+08 6.80E+08 9.46E+08 1.14E+09 1.24E+09 1.26E+09 1.21E+09 1.10E+09 9.61E+08 8.02E+08 6.43E+08 4.96E+08 3.69E+08 2.65E+08 1.83E+08 1.23E+08 7.94E+07 4.96E+07 3.00E+07 1.76E+07 9.96E+06 5.46E+06 2.90E+06 1.49E+06 7.44E+05 3.59E+05 1.68E+05 7.62E+04 3.35E+04 1.42E+04
  40.00  2.022  1.91E+13 9.48E+11 1.37E+13 2.46E+10 4.73E+10 6.64E+10 8.08E+10 8.97E+10 9.32E+10 9.16E+10 8.59E+10 7.73E+10 6.69E+10 5.58E+10 4.50E+10 3.51E+10 2.65E+10 1.94E+10 1.38E+10 9.47E+09 6.33E+09 4.10E+09 2.59E+09 1.58E+09 9.42E+08 5.45E+08 3.07E+08 1.68E+08 8.91E+07 4.61E+07 2.32E+07 1.13E+07 5.40E+06
  50.00  2.260  9.58E+14 4.69E+13 7.18E+14 1.10E+12 2.12E+12 3.00E+12 3.68E+12 4.13E+12 4.35E+12 4.36E+12 4.17E+12 3.83E+12 3.40E+12 2.92E+12 2.43E+12 1.95E+12 1.53E+12 1.16E+12 8.59E+11 6.17E+11 4.32E+11 2.94E+11 1.95E+11 1.26E+11 7.94E+10 4.87E+10 2.91E+10 1.70E+10 9.66E+09 5.36E+09 2.90E+09 1.53E+09 7.86E+08
  60.00  2.476  3.43E+16 1.66E+15 2.67E+16 3.58E+13 6.92E+13 9.83E+13 1.22E+14 1.38E+14 1.47E+14 1.49E+14 1.44E+14 1.35E+14 1.22E+14 1.07E+14 9.09E+13 7.50E+13 6.03E+13 4.71E+13 3.59E+13 2.67E+13 1.93E+13 1.36E+13 9.41E+12 6.33E+12 4.16E+12 2.67E+12 1.67E+12 1.02E+12 6.11E+11 3.57E+11 2.04E+11 1.14E+11 6.20E+10
  70.00  2.675  9.48E+17 4.57E+16 7.60E+17 9.12E+14 1.77E+15 2.52E+15 3.13E+15 3.58E+15 3.84E+15 3.93E+15 3.86E+15 3.66E+15 3.36E+15 2.99E+15 2.59E+15 2.18E+15 1.79E+15 1.43E+15 1.12E+15 8.50E+14 6.32E+14 4.60E+14 3.26E+14 2.27E+14 1.54E+14 1.02E+14 6.64E+13 4.22E+13 2.63E+13 1.60E+13 9.52E+12 5.55E+12 3.17E+12
  80.00  2.859  2.13E+19 1.02E+18 1.75E+19 1.91E+16 3.71E+16 5.31E+16 6.62E+16 7.60E+16 8.22E+16 8.48E+16 8.41E+16 8.06E+16 7.48E+16 6.75E+16 5.92E+16 5.07E+16 4.23E+16 3.44E+16 2.74E+16 2.13E+16 1.62E+16 1.21E+16 8.78E+15 6.26E+15 4.37E+15 2.98E+15 2.00E+15 1.31E+15 8.40E+14 5.29E+14 3.26E+14 1.97E+14 1.17E+14
  90.00  3.033  4.04E+20 1.91E+19 3.40E+20 3.39E+17 6.60E+17 9.47E+17 1.19E+18 1.37E+18 1.49E+18 1.55E+18 1.54E+18 1.49E+18 1.40E+18 1.28E+18 1.13E+18 9.83E+17 8.32E+17 6.88E+17 5.56E+17 4.40E+17 3.41E+17 2.59E+17 1.92E+17 1.40E+17 9.99E+16 6.99E+16 4.79E+16 3.22E+16 2.12E+16 1.37E+16 8.72E+15 5.43E+15 3.32E+15
 100.00  3.197  6.63E+21 3.11E+20 5.67E+21 5.24E+18 1.02E+19 1.47E+19 1.84E+19 2.14E+19 2.33E+19 2.44E+19 2.45E+19 2.39E+19 2.26E+19 2.08E+19 1.87E+19 1.64E+19 1.40E+19 1.17E+19 9.63E+18 7.73E+18 6.08E+18 4.69E+18 3.55E+18 2.63E+18 1.91E+18 1.37E+18 9.56E+17 6.57E+17 4.43E+17 2.94E+17 1.91E+17 1.22E+17 7.65E+16
 110.00  3.353  9.59E+22 4.46E+21 8.33E+22 7.17E+19 1.40E+20 2.02E+20 2.54E+20 2.95E+20 3.24E+20 3.40E+20 3.44E+20 3.38E+20 3.22E+20 2.98E+20 2.70E+20 2.39E+20 2.07E+20 1.75E+20 1.45E+20 1.18E+20 9.43E+19 7.38E+19 5.66E+19 4.27E+19 3.16E+19 2.29E+19 1.63E+19 1.14E+19 7.87E+18 5.32E+18 3.54E+18 2.31E+18 1.48E+18
 120.00  3.502  1.24E+24 5.74E+22 1.09E+24 8.84E+20 1.73E+21 2.49E+21 3.15E+21 3.67E+21 4.04E+21 4.26E+21 4.34E+21 4.27E+21 4.10E+21 3.83E+21 3.49E+21 3.12E+21 2.72E+21 2.33E+21 1.95E+21 1.61E+21 1.30E+21 1.03E+21 7.98E+20 6.10E+20 4.57E+20 3.37E+20 2.44E+20 1.74E+20 1.22E+20 8.38E+19 5.67E+19 3.77E+19 2.47E+19
 130.00  3.645  1.46E+25 6.69E+23 1.30E+25 9.92E+21 1.94E+22 2.80E+22 3.55E+22 4.14E+22 4.58E+22 4.85E+22 4.96E+22 4.91E+22 4.74E+22 4.45E+22 4.09E+22 3.68E+22 3.24E+22 2.79E+22 2.36E+22 1.96E+22 1.60E+22 1.28E+22 1.01E+22 7.80E+21 5.93E+21 4.43E+21 3.25E+21 2.35E+21 1.67E+21 1.17E+21 8.03E+20 5.44E+20 3.62E+20
 140.00  3.782  1.58E+26 7.16E+24 1.42E+26 1.02E+23 2.00E+23 2.90E+23 3.67E+23 4.30E+23 4.77E+23 5.07E+23 5.20E+23 5.18E+23 5.02E+23 4.75E+23 4.39E+23 3.97E+23 3.52E+23 3.06E+23 2.61E+23 2.19E+23 1.80E+23 1.46E+23 1.16E+23 9.05E+22 6.96E+22 5.26E+22 3.91E+22 2.86E+22 2.06E+22 1.46E+22 1.02E+22 7.02E+21 4.75E+21
 150.00  3.915  1.57E+27 7.09E+25 1.43E+27 9.79E+23 1.92E+24 2.78E+24 3.53E+24 4.14E+24 4.61E+24 4.91E+24 5.05E+24 5.05E+24 4.92E+24 4.67E+24 4.34E+24 3.95E+24 3.53E+24 3.09E+24 2.66E+24 2.24E+24 1.86E+24 1.52E+24 1.22E+24 9.62E+23 7.47E+23 5.71E+23 4.30E+23 3.18E+23 2.32E+23 1.67E+23 1.18E+23 8.21E+22 5.63E+22
 160.00  4.043  1.46E+28 6.53E+26 1.34E+28 8.75E+24 1.72E+25 2.49E+25 3.16E+25 3.72E+25 4.15E+25 4.43E+25 4.58E+25 4.59E+25 4.49E+25 4.29E+25 4.00E+25 3.67E+25 3.29E+25 2.90E+25 2.51E+25 2.13E+25 1.78E+25 1.47E+25 1.19E+25 9.46E+24 7.42E+24 5.73E+24 4.35E+24 3.26E+24 2.40E+24 1.74E+24 1.25E+24 8.81E+23 6.12E+23
