                    ************************************************************************************************
                    *  Z= 30 A= 64: Positive-Parity Spin-dependent Level Density [MeV-1] for Zn 64 and ldmodel= 2  *
   2.25  0.549  9.49E+00 5.91E+00 3.15E+01 6.36E-01 1.53E+00 1.64E+00 1.18E+00 6.27E-01 2.54E-01 7.96E-02 1.96E-02 3.78E-03 5.78E-04 7.00E-05 6.74E-06 5.16E-07 3.15E-08 1.53E-09 5.95E-11 1.84E-12 4.56E-14 9.02E-16 1.43E-17 1.80E-19 1.82E-21 1.47E-23 9.52E-26 4.93E-28 2.04E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.578  1.36E+01 8.20E+00 4.37E+01 8.81E-01 2.12E+00 2.27E+00 1.64E+00 8.70E-01 3.52E-01 1.10E-01 2.71E-02 5.24E-03 8.01E-04 9.71E-05 9.35E-06 7.16E-07 4.37E-08 2.13E-09 8.25E-11 2.56E-12 6.32E-14 1.25E-15 1.98E-17 2.50E-19 2.52E-21 2.04E-23 1.32E-25 6.84E-28 2.83E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.607  1.92E+01 1.13E+01 6.00E+01 1.21E+00 2.91E+00 3.12E+00 2.25E+00 1.19E+00 4.83E-01 1.52E-01 3.72E-02 7.20E-03 1.10E-03 1.33E-04 1.28E-05 9.83E-07 6.00E-08 2.92E-09 1.13E-10 3.51E-12 8.68E-14 1.72E-15 2.71E-17 3.43E-19 3.47E-21 2.80E-23 1.81E-25 9.39E-28 3.89E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.634  2.69E+01 1.53E+01 8.17E+01 1.65E+00 3.96E+00 4.24E+00 3.06E+00 1.62E+00 6.58E-01 2.06E-01 5.07E-02 9.79E-03 1.50E-03 1.81E-04 1.75E-05 1.34E-06 8.16E-08 3.97E-09 1.54E-10 4.77E-12 1.18E-13 2.34E-15 3.69E-17 4.67E-19 4.72E-21 3.81E-23 2.47E-25 1.28E-27 5.29E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.660  3.72E+01 2.06E+01 1.10E+02 2.19E+00 5.28E+00 5.68E+00 4.12E+00 2.21E+00 9.01E-01 2.86E-01 7.12E-02 1.40E-02 2.17E-03 2.69E-04 2.64E-05 2.07E-06 1.30E-07 6.47E-09 2.59E-10 8.26E-12 2.11E-13 4.33E-15 7.09E-17 9.31E-19 9.80E-21 8.27E-23 5.59E-25 3.03E-27 1.32E-29 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.684  5.04E+01 2.65E+01 1.47E+02 2.62E+00 6.43E+00 7.13E+00 5.43E+00 3.10E+00 1.37E+00 4.79E-01 1.34E-01 2.98E-02 5.36E-03 7.77E-04 9.11E-05 8.66E-06 6.67E-07 4.17E-08 2.12E-09 8.76E-11 2.94E-12 8.04E-14 1.79E-15 3.24E-17 4.77E-19 5.73E-21 5.60E-23 4.46E-25 2.90E-27 1.53E-29 1.00E-30 1.00E-30 1.00E-30
   3.75  0.708  6.74E+01 3.40E+01 1.96E+02 3.14E+00 7.80E+00 8.90E+00 7.07E+00 4.26E+00 2.02E+00 7.68E-01 2.36E-01 5.88E-02 1.20E-02 1.99E-03 2.72E-04 3.05E-05 2.82E-06 2.14E-07 1.34E-08 6.90E-10 2.93E-11 1.03E-12 2.97E-14 7.10E-16 1.40E-17 2.28E-19 3.07E-21 3.41E-23 3.13E-25 2.37E-27 1.49E-29 1.00E-30 1.00E-30
   4.00  0.732  8.91E+01 4.34E+01 2.59E+02 3.76E+00 9.45E+00 1.11E+01 9.10E+00 5.76E+00 2.90E+00 1.19E+00 3.96E-01 1.09E-01 2.47E-02 4.64E-03 7.23E-04 9.38E-05 1.01E-05 9.11E-07 6.83E-08 4.27E-09 2.23E-10 9.72E-12 3.54E-13 1.08E-14 2.73E-16 5.80E-18 1.03E-19 1.53E-21 1.90E-23 1.97E-25 1.71E-27 1.24E-29 1.00E-30
   4.25  0.754  1.17E+02 5.52E+01 3.39E+02 4.50E+00 1.14E+01 1.37E+01 1.16E+01 7.67E+00 4.08E+00 1.77E+00 6.38E-01 1.91E-01 4.76E-02 9.96E-03 1.75E-03 2.57E-04 3.19E-05 3.33E-06 2.93E-07 2.17E-08 1.36E-09 7.16E-11 3.19E-12 1.20E-13 3.81E-15 1.02E-16 2.32E-18 4.45E-20 7.20E-22 9.86E-24 1.14E-25 1.12E-27 9.24E-30
   4.50  0.776  1.52E+02 7.00E+01 4.42E+02 5.39E+00 1.38E+01 1.68E+01 1.47E+01 1.01E+01 5.62E+00 2.59E+00 9.94E-01 3.20E-01 8.71E-02 2.00E-02 3.89E-03 6.42E-04 9.00E-05 1.07E-05 1.09E-06 9.36E-08 6.87E-09 4.30E-10 2.29E-11 1.04E-12 4.03E-14 1.33E-15 3.75E-17 9.00E-19 1.85E-20 3.23E-22 4.82E-24 6.14E-26 6.68E-28
   4.75  0.797  1.96E+02 8.83E+01 5.74E+02 6.44E+00 1.67E+01 2.06E+01 1.85E+01 1.31E+01 7.62E+00 3.69E+00 1.50E+00 5.19E-01 1.52E-01 3.80E-02 8.11E-03 1.48E-03 2.31E-04 3.10E-05 3.56E-06 3.52E-07 2.98E-08 2.17E-09 1.35E-10 7.28E-12 3.37E-13 1.34E-14 4.57E-16 1.34E-17 3.40E-19 7.41E-21 1.39E-22 2.24E-24 3.11E-26
   5.00  0.818  2.51E+02 1.11E+02 7.40E+02 7.69E+00 2.00E+01 2.52E+01 2.31E+01 1.69E+01 1.02E+01 5.16E+00 2.22E+00 8.13E-01 2.55E-01 6.88E-02 1.60E-02 3.19E-03 5.50E-04 8.19E-05 1.05E-05 1.17E-06 1.13E-07 9.43E-09 6.81E-10 4.26E-11 2.31E-12 1.08E-13 4.40E-15 1.55E-16 4.74E-18 1.26E-19 2.89E-21 5.76E-23 9.95E-25
   5.50  0.858  4.25E+02 1.74E+02 1.22E+03 1.09E+01 2.89E+01 3.72E+01 3.55E+01 2.73E+01 1.76E+01 9.65E+00 4.54E+00 1.85E+00 6.52E-01 2.00E-01 5.36E-02 1.25E-02 2.56E-03 4.58E-04 7.16E-05 9.82E-06 1.18E-06 1.24E-07 1.15E-08 9.34E-10 6.65E-11 4.16E-12 2.28E-13 1.10E-14 4.65E-16 1.73E-17 5.66E-19 1.62E-20 4.09E-22
   6.00  0.896  6.93E+02 2.68E+02 1.96E+03 1.55E+01 4.13E+01 5.44E+01 5.36E+01 4.31E+01 2.93E+01 1.72E+01 8.71E+00 3.86E+00 1.50E+00 5.14E-01 1.55E-01 4.13E-02 9.71E-03 2.02E-03 3.72E-04 6.06E-05 8.76E-06 1.12E-06 1.27E-07 1.28E-08 1.15E-09 9.10E-11 6.41E-12 4.00E-13 2.22E-14 1.10E-15 4.79E-17 1.86E-18 6.43E-20
   6.50  0.933  1.10E+03 4.09E+02 3.12E+03 2.18E+01 5.87E+01 7.88E+01 7.98E+01 6.66E+01 4.74E+01 2.93E+01 1.58E+01 7.56E+00 3.19E+00 1.20E+00 3.99E-01 1.19E-01 3.14E-02 7.42E-03 1.57E-03 2.96E-04 4.99E-05 7.54E-06 1.02E-06 1.23E-07 1.33E-08 1.29E-09 1.12E-10 8.75E-12 6.10E-13 3.81E-14 2.14E-15 1.07E-16 4.83E-18
   7.00  0.968  1.72E+03 6.17E+02 4.88E+03 3.06E+01 8.29E+01 1.13E+02 1.17E+02 1.01E+02 7.47E+01 4.84E+01 2.76E+01 1.40E+01 6.36E+00 2.58E+00 9.37E-01 3.06E-01 8.97E-02 2.36E-02 5.61E-03 1.20E-03 2.31E-04 4.02E-05 6.31E-06 8.92E-07 1.14E-07 1.31E-08 1.36E-09 1.28E-10 1.09E-11 8.31E-13 5.75E-14 3.59E-15 2.03E-16
   7.50  1.002  2.64E+03 9.22E+02 7.56E+03 4.26E+01 1.16E+02 1.61E+02 1.70E+02 1.51E+02 1.15E+02 7.77E+01 4.66E+01 2.50E+01 1.20E+01 5.22E+00 2.04E+00 7.23E-01 2.31E-01 6.71E-02 1.76E-02 4.20E-03 9.09E-04 1.78E-04 3.18E-05 5.15E-06 7.57E-07 1.01E-07 1.23E-08 1.36E-09 1.36E-10 1.24E-11 1.03E-12 7.80E-14 5.36E-15
   8.00  1.035  4.01E+03 1.37E+03 1.16E+04 5.92E+01 1.63E+02 2.27E+02 2.45E+02 2.22E+02 1.75E+02 1.22E+02 7.63E+01 4.29E+01 2.18E+01 1.00E+01 4.19E+00 1.59E+00 5.50E-01 1.73E-01 4.97E-02 1.30E-02 3.11E-03 6.80E-04 1.36E-04 2.47E-05 4.11E-06 6.26E-07 8.72E-08 1.11E-08 1.29E-09 1.37E-10 1.34E-11 1.19E-12 9.73E-14
   8.50  1.067  6.01E+03 2.00E+03 1.75E+04 8.18E+01 2.26E+02 3.19E+02 3.49E+02 3.23E+02 2.61E+02 1.88E+02 1.22E+02 7.15E+01 3.81E+01 1.84E+01 8.16E+00 3.30E+00 1.22E+00 4.13E-01 1.28E-01 3.65E-02 9.54E-03 2.29E-03 5.04E-04 1.02E-04 1.89E-05 3.23E-06 5.07E-07 7.31E-08 9.69E-09 1.18E-09 1.32E-10 1.36E-11 1.29E-12
   9.00  1.098  8.93E+03 2.92E+03 2.62E+04 1.12E+02 3.12E+02 4.45E+02 4.93E+02 4.65E+02 3.85E+02 2.85E+02 1.91E+02 1.16E+02 6.44E+01 3.27E+01 1.52E+01 6.51E+00 2.56E+00 9.23E-01 3.07E-01 9.42E-02 2.66E-02 6.94E-03 1.67E-03 3.70E-04 7.57E-05 1.43E-05 2.50E-06 4.02E-07 5.98E-08 8.23E-09 1.04E-09 1.23E-10 1.33E-11
   9.50  1.128  1.31E+04 4.22E+03 3.89E+04 1.54E+02 4.29E+02 6.17E+02 6.92E+02 6.63E+02 5.61E+02 4.26E+02 2.93E+02 1.84E+02 1.06E+02 5.62E+01 2.74E+01 1.23E+01 5.09E+00 1.95E+00 6.91E-01 2.26E-01 6.86E-02 1.92E-02 5.00E-03 1.21E-03 2.69E-04 5.57E-05 1.07E-05 1.90E-06 3.14E-07 4.80E-08 6.82E-09 8.98E-10 1.10E-10
  10.00  1.157  1.92E+04 6.05E+03 5.73E+04 2.10E+02 5.87E+02 8.50E+02 9.65E+02 9.38E+02 8.08E+02 6.28E+02 4.44E+02 2.87E+02 1.71E+02 9.40E+01 4.77E+01 2.24E+01 9.74E+00 3.93E+00 1.47E+00 5.11E-01 1.65E-01 4.95E-02 1.38E-02 3.59E-03 8.65E-04 1.94E-04 4.06E-05 7.90E-06 1.43E-06 2.41E-07 3.78E-08 5.53E-09 7.53E-10
  11.00  1.213  4.36E+04 1.22E+04 1.21E+05 3.85E+02 1.08E+03 1.59E+03 1.84E+03 1.84E+03 1.63E+03 1.32E+03 9.75E+02 6.64E+02 4.19E+02 2.45E+02 1.34E+02 6.77E+01 3.20E+01 1.41E+01 5.82E+00 2.24E+00 8.07E-01 2.72E-01 8.57E-02 2.53E-02 6.98E-03 1.80E-03 4.37E-04 9.91E-05 2.11E-05 4.20E-06 7.83E-07 1.37E-07 2.24E-08
  12.00  1.267  9.19E+04 2.41E+04 2.50E+05 7.01E+02 1.98E+03 2.94E+03 3.46E+03 3.52E+03 3.21E+03 2.67E+03 2.04E+03 1.45E+03 9.57E+02 5.89E+02 3.39E+02 1.82E+02 9.20E+01 4.36E+01 1.93E+01 8.07E+00 3.17E+00 1.17E+00 4.04E-01 1.32E-01 4.04E-02 1.17E-02 3.17E-03 8.12E-04 1.96E-04 4.44E-05 9.48E-06 1.91E-06 3.61E-07
  13.00  1.319  1.87E+05 4.75E+04 5.02E+05 1.32E+03 3.75E+03 5.59E+03 6.61E+03 6.79E+03 6.27E+03 5.29E+03 4.12E+03 2.98E+03 2.01E+03 1.27E+03 7.49E+02 4.15E+02 2.16E+02 1.06E+02 4.88E+01 2.12E+01 8.64E+00 3.33E+00 1.21E+00 4.13E-01 1.33E-01 4.06E-02 1.17E-02 3.16E-03 8.09E-04 1.95E-04 4.46E-05 9.60E-06 1.95E-06
  14.00  1.369  3.70E+05 9.14E+04 9.86E+05 2.45E+03 6.96E+03 1.04E+04 1.24E+04 1.29E+04 1.20E+04 1.03E+04 8.11E+03 5.97E+03 4.10E+03 2.64E+03 1.60E+03 9.09E+02 4.87E+02 2.46E+02 1.17E+02 5.24E+01 2.22E+01 8.89E+00 3.36E+00 1.20E+00 4.05E-01 1.29E-01 3.90E-02 1.11E-02 3.01E-03 7.68E-04 1.86E-04 4.25E-05 9.19E-06
  15.00  1.417  7.15E+05 1.73E+05 1.90E+06 4.47E+03 1.27E+04 1.91E+04 2.29E+04 2.39E+04 2.25E+04 1.95E+04 1.56E+04 1.17E+04 8.15E+03 5.35E+03 3.31E+03 1.93E+03 1.06E+03 5.48E+02 2.68E+02 1.24E+02 5.43E+01 2.25E+01 8.82E+00 3.27E+00 1.15E+00 3.83E-01 1.21E-01 3.61E-02 1.02E-02 2.75E-03 6.99E-04 1.69E-04 3.86E-05
  16.00  1.463  1.36E+06 3.21E+05 3.58E+06 8.02E+03 2.29E+04 3.45E+04 4.15E+04 4.36E+04 4.15E+04 3.62E+04 2.94E+04 2.23E+04 1.58E+04 1.06E+04 6.66E+03 3.96E+03 2.22E+03 1.18E+03 5.92E+02 2.82E+02 1.27E+02 5.43E+01 2.20E+01 8.45E+00 3.08E+00 1.07E+00 3.50E-01 1.09E-01 3.22E-02 9.05E-03 2.41E-03 6.11E-04 1.47E-04
  17.00  1.508  2.53E+06 5.86E+05 6.65E+06 1.42E+04 4.06E+04 6.13E+04 7.42E+04 7.85E+04 7.52E+04 6.63E+04 5.44E+04 4.17E+04 3.01E+04 2.04E+04 1.31E+04 7.92E+03 4.54E+03 2.46E+03 1.27E+03 6.18E+02 2.86E+02 1.26E+02 5.25E+01 2.08E+01 7.84E+00 2.81E+00 9.55E-01 3.09E-01 9.51E-02 2.78E-02 7.74E-03 2.05E-03 5.15E-04
  18.00  1.552  4.64E+06 1.05E+06 1.22E+07 2.48E+04 7.10E+04 1.08E+05 1.31E+05 1.39E+05 1.34E+05 1.19E+05 9.89E+04 7.68E+04 5.60E+04 3.86E+04 2.51E+04 1.55E+04 9.03E+03 5.00E+03 2.63E+03 1.31E+03 6.23E+02 2.81E+02 1.20E+02 4.91E+01 1.91E+01 7.05E+00 2.48E+00 8.30E-01 2.65E-01 8.04E-02 2.32E-02 6.40E-03 1.68E-03
  19.00  1.595  8.38E+06 1.87E+06 2.19E+07 4.28E+04 1.23E+05 1.87E+05 2.28E+05 2.43E+05 2.36E+05 2.12E+05 1.77E+05 1.39E+05 1.03E+05 7.16E+04 4.73E+04 2.96E+04 1.76E+04 9.91E+03 5.31E+03 2.71E+03 1.31E+03 6.07E+02 2.67E+02 1.12E+02 4.46E+01 1.70E+01 6.15E+00 2.13E+00 7.01E-01 2.20E-01 6.60E-02 1.89E-02 5.14E-03
  20.00  1.636  1.50E+07 3.28E+06 3.89E+07 7.31E+04 2.10E+05 3.20E+05 3.91E+05 4.21E+05 4.11E+05 3.71E+05 3.13E+05 2.48E+05 1.85E+05 1.31E+05 8.75E+04 5.55E+04 3.35E+04 1.92E+04 1.05E+04 5.46E+03 2.70E+03 1.28E+03 5.74E+02 2.46E+02 1.01E+02 3.94E+01 1.47E+01 5.22E+00 1.77E+00 5.75E-01 1.78E-01 5.27E-02 1.49E-02
  22.50  1.735  7.84E+07 1.27E+07 1.55E+08 2.66E+05 7.65E+05 1.17E+06 1.45E+06 1.57E+06 1.56E+06 1.43E+06 1.23E+06 9.93E+05 7.59E+05 5.51E+05 3.79E+05 2.49E+05 1.55E+05 9.25E+04 5.25E+04 2.85E+04 1.48E+04 7.31E+03 3.46E+03 1.57E+03 6.78E+02 2.81E+02 1.11E+02 4.22E+01 1.53E+01 5.33E+00 1.77E+00 5.64E-01 1.72E-01
  25.00  1.829  3.09E+08 4.61E+07 5.78E+08 9.14E+05 2.64E+06 4.06E+06 5.04E+06 5.52E+06 5.53E+06 5.14E+06 4.49E+06 3.70E+06 2.88E+06 2.14E+06 1.51E+06 1.02E+06 6.54E+05 4.02E+05 2.36E+05 1.33E+05 7.15E+04 3.68E+04 1.82E+04 8.61E+03 3.91E+03 1.70E+03 7.09E+02 2.84E+02 1.09E+02 4.01E+01 1.42E+01 4.81E+00 1.57E+00
  30.00  2.004  5.47E+09 5.16E+08 6.78E+09 9.32E+06 2.70E+07 4.18E+07 5.25E+07 5.83E+07 5.95E+07 5.65E+07 5.06E+07 4.29E+07 3.46E+07 2.66E+07 1.95E+07 1.37E+07 9.24E+06 5.97E+06 3.70E+06 2.20E+06 1.26E+06 6.94E+05 3.67E+05 1.87E+05 9.12E+04 4.30E+04 1.95E+04 8.49E+03 3.56E+03 1.44E+03 5.61E+02 2.10E+02 7.60E+01
  40.00  2.314  7.96E+11 3.95E+10 5.60E+11 6.16E+08 1.79E+09 2.80E+09 3.57E+09 4.05E+09 4.24E+09 4.15E+09 3.85E+09 3.39E+09 2.86E+09 2.31E+09 1.79E+09 1.34E+09 9.62E+08 6.67E+08 4.46E+08 2.87E+08 1.79E+08 1.08E+08 6.26E+07 3.52E+07 1.91E+07 1.00E+07 5.10E+06 2.51E+06 1.19E+06 5.49E+05 2.45E+05 1.05E+05 4.40E+04
  50.00  2.587  3.84E+13 1.88E+12 2.82E+13 2.61E+10 7.63E+10 1.20E+11 1.55E+11 1.78E+11 1.89E+11 1.89E+11 1.79E+11 1.63E+11 1.41E+11 1.18E+11 9.51E+10 7.39E+10 5.55E+10 4.03E+10 2.83E+10 1.93E+10 1.27E+10 8.14E+09 5.04E+09 3.03E+09 1.77E+09 1.00E+09 5.50E+08 2.93E+08 1.52E+08 7.62E+07 3.72E+07 1.76E+07 8.12E+06
  60.00  2.834  1.30E+15 6.31E+13 9.91E+14 8.01E+11 2.34E+12 3.71E+12 4.81E+12 5.59E+12 6.01E+12 6.10E+12 5.89E+12 5.44E+12 4.84E+12 4.15E+12 3.43E+12 2.75E+12 2.13E+12 1.60E+12 1.17E+12 8.28E+11 5.70E+11 3.81E+11 2.47E+11 1.56E+11 9.60E+10 5.74E+10 3.34E+10 1.89E+10 1.04E+10 5.57E+09 2.91E+09 1.48E+09 7.31E+08
  70.00  3.061  3.38E+16 1.63E+15 2.66E+16 1.91E+13 5.59E+13 8.89E+13 1.16E+14 1.36E+14 1.47E+14 1.51E+14 1.48E+14 1.39E+14 1.26E+14 1.10E+14 9.28E+13 7.60E+13 6.05E+13 4.67E+13 3.51E+13 2.56E+13 1.82E+13 1.26E+13 8.49E+12 5.57E+12 3.56E+12 2.22E+12 1.35E+12 8.00E+11 4.62E+11 2.60E+11 1.43E+11 7.67E+10 4.01E+10
  80.00  3.272  7.11E+17 3.38E+16 5.72E+17 3.71E+14 1.09E+15 1.74E+15 2.28E+15 2.68E+15 2.94E+15 3.04E+15 3.01E+15 2.86E+15 2.62E+15 2.32E+15 2.00E+15 1.67E+15 1.35E+15 1.07E+15 8.21E+14 6.15E+14 4.48E+14 3.19E+14 2.21E+14 1.50E+14 9.90E+13 6.38E+13 4.02E+13 2.47E+13 1.48E+13 8.70E+12 4.98E+12 2.79E+12 1.53E+12
  90.00  3.471  1.25E+19 5.91E+17 1.03E+19 6.11E+15 1.80E+16 2.87E+16 3.78E+16 4.47E+16 4.93E+16 5.14E+16 5.13E+16 4.93E+16 4.57E+16 4.11E+16 3.58E+16 3.03E+16 2.50E+16 2.01E+16 1.57E+16 1.20E+16 8.97E+15 6.53E+15 4.64E+15 3.22E+15 2.19E+15 1.45E+15 9.40E+14 5.96E+14 3.69E+14 2.24E+14 1.33E+14 7.70E+13 4.37E+13
 100.00  3.658  1.91E+20 8.92E+18 1.59E+20 8.74E+16 2.57E+17 4.12E+17 5.44E+17 6.46E+17 7.16E+17 7.52E+17 7.56E+17 7.32E+17 6.86E+17 6.23E+17 5.49E+17 4.72E+17 3.94E+17 3.22E+17 2.56E+17 1.99E+17 1.51E+17 1.12E+17 8.14E+16 5.77E+16 4.01E+16 2.72E+16 1.81E+16 1.18E+16 7.49E+15 4.67E+15 2.85E+15 1.70E+15 9.97E+14
 110.00  3.837  2.56E+21 1.18E+20 2.17E+21 1.11E+18 3.26E+18 5.23E+18 6.92E+18 8.26E+18 9.19E+18 9.71E+18 9.83E+18 9.59E+18 9.05E+18 8.29E+18 7.39E+18 6.42E+18 5.43E+18 4.49E+18 3.62E+18 2.86E+18 2.20E+18 1.66E+18 1.23E+18 8.88E+17 6.28E+17 4.35E+17 2.96E+17 1.97E+17 1.28E+17 8.18E+16 5.12E+16 3.14E+16 1.89E+16
 120.00  4.008  3.07E+22 1.41E+21 2.64E+22 1.26E+19 3.71E+19 5.97E+19 7.92E+19 9.48E+19 1.06E+20 1.12E+20 1.14E+20 1.12E+20 1.07E+20 9.87E+19 8.88E+19 7.78E+19 6.66E+19 5.56E+19 4.55E+19 3.63E+19 2.84E+19 2.17E+19 1.63E+19 1.20E+19 8.62E+18 6.08E+18 4.20E+18 2.85E+18 1.89E+18 1.24E+18 7.90E+17 4.96E+17 3.05E+17
 130.00  4.171  3.35E+23 1.52E+22 2.90E+23 1.31E+20 3.86E+20 6.21E+20 8.26E+20 9.91E+20 1.11E+21 1.18E+21 1.21E+21 1.20E+21 1.14E+21 1.07E+21 9.65E+20 8.53E+20 7.37E+20 6.22E+20 5.13E+20 4.15E+20 3.28E+20 2.55E+20 1.93E+20 1.44E+20 1.05E+20 7.54E+19 5.30E+19 3.66E+19 2.47E+19 1.64E+19 1.07E+19 6.86E+18 4.31E+18
 140.00  4.329  3.35E+24 1.51E+23 2.93E+24 1.25E+21 3.68E+21 5.94E+21 7.91E+21 9.52E+21 1.07E+22 1.15E+22 1.18E+22 1.17E+22 1.12E+22 1.05E+22 9.61E+21 8.56E+21 7.45E+21 6.34E+21 5.29E+21 4.32E+21 3.45E+21 2.71E+21 2.08E+21 1.57E+21 1.16E+21 8.45E+20 6.03E+20 4.22E+20 2.90E+20 1.96E+20 1.30E+20 8.46E+19 5.41E+19
 150.00  4.481  3.10E+25 1.38E+24 2.73E+25 1.11E+22 3.27E+22 5.27E+22 7.03E+22 8.48E+22 9.57E+22 1.03E+23 1.06E+23 1.06E+23 1.02E+23 9.62E+22 8.84E+22 7.92E+22 6.95E+22 5.96E+22 5.01E+22 4.13E+22 3.34E+22 2.64E+22 2.05E+22 1.57E+22 1.17E+22 8.64E+21 6.24E+21 4.43E+21 3.09E+21 2.12E+21 1.42E+21 9.43E+20 6.13E+20
 160.00  4.628  2.68E+26 1.18E+25 2.37E+26 9.16E+22 2.71E+23 4.37E+23 5.84E+23 7.06E+23 7.98E+23 8.60E+23 8.90E+23 8.91E+23 8.66E+23 8.19E+23 7.57E+23 6.83E+23 6.03E+23 5.21E+23 4.41E+23 3.67E+23 2.99E+23 2.39E+23 1.87E+23 1.45E+23 1.09E+23 8.14E+22 5.95E+22 4.28E+22 3.02E+22 2.10E+22 1.43E+22 9.61E+21 6.34E+21
 170.00  4.770  2.17E+27 9.49E+25 1.93E+27 7.13E+23 2.11E+24 3.41E+24 4.56E+24 5.52E+24 6.26E+24 6.76E+24 7.02E+24 7.05E+24 6.88E+24 6.54E+24 6.07E+24 5.51E+24 4.90E+24 4.26E+24 3.63E+24 3.04E+24 2.50E+24 2.01E+24 1.59E+24 1.24E+24 9.49E+23 7.13E+23 5.27E+23 3.83E+23 2.74E+23 1.92E+23 1.33E+23 9.04E+22 6.05E+22
