                    ************************************************************************************************
                    *  Z= 27 A= 57: Positive-Parity Spin-dependent Level Density [MeV-1] for Co 57 and ldmodel= 2  *
   4.25  0.858  8.80E+01 3.43E+01 2.22E+02 3.66E+00 6.18E+00 6.99E+00 6.28E+00 4.73E+00 3.05E+00 1.71E+00 8.41E-01 3.63E-01 1.38E-01 4.66E-02 1.39E-02 3.69E-03 8.68E-04 1.82E-04 3.38E-05 5.59E-06 8.24E-07 1.08E-07 1.27E-08 1.32E-09 1.23E-10 1.02E-11 7.51E-13 4.95E-14 2.91E-15 1.53E-16 7.15E-18 2.98E-19 1.11E-20
   4.50  0.883  1.09E+02 4.19E+01 2.75E+02 4.37E+00 7.41E+00 8.44E+00 7.65E+00 5.82E+00 3.80E+00 2.17E+00 1.08E+00 4.77E-01 1.86E-01 6.41E-02 1.97E-02 5.36E-03 1.30E-03 2.82E-04 5.43E-05 9.35E-06 1.44E-06 1.97E-07 2.41E-08 2.64E-09 2.57E-10 2.25E-11 1.75E-12 1.22E-13 7.64E-15 4.26E-16 2.13E-17 9.49E-19 3.79E-20
   4.75  0.907  1.34E+02 5.10E+01 3.38E+02 5.22E+00 8.88E+00 1.02E+01 9.28E+00 7.13E+00 4.72E+00 2.73E+00 1.39E+00 6.22E-01 2.48E-01 8.75E-02 2.75E-02 7.72E-03 1.93E-03 4.32E-04 8.63E-05 1.54E-05 2.46E-06 3.51E-07 4.49E-08 5.14E-09 5.27E-10 4.84E-11 3.98E-12 2.93E-13 1.94E-14 1.15E-15 6.09E-17 2.89E-18 1.23E-19
   5.00  0.930  1.65E+02 6.19E+01 4.15E+02 6.22E+00 1.06E+01 1.22E+01 1.12E+01 8.72E+00 5.84E+00 3.42E+00 1.77E+00 8.08E-01 3.28E-01 1.19E-01 3.83E-02 1.10E-02 2.84E-03 6.54E-04 1.35E-04 2.50E-05 4.14E-06 6.16E-07 8.21E-08 9.82E-09 1.05E-09 1.02E-10 8.79E-12 6.83E-13 4.76E-14 2.98E-15 1.68E-16 8.49E-18 3.86E-19
   5.50  0.976  2.56E+02 9.07E+01 6.22E+02 8.79E+00 1.51E+01 1.75E+01 1.64E+01 1.29E+01 8.86E+00 5.33E+00 2.84E+00 1.34E+00 5.66E-01 2.14E-01 7.22E-02 2.19E-02 5.95E-03 1.45E-03 3.20E-04 6.32E-05 1.12E-05 1.80E-06 2.60E-07 3.38E-08 3.96E-09 4.18E-10 3.97E-11 3.41E-12 2.64E-13 1.84E-14 1.16E-15 6.56E-17 3.36E-18
   6.00  1.019  3.88E+02 1.32E+02 9.25E+02 1.23E+01 2.13E+01 2.50E+01 2.36E+01 1.90E+01 1.33E+01 8.19E+00 4.48E+00 2.19E+00 9.57E-01 3.75E-01 1.32E-01 4.21E-02 1.20E-02 3.11E-03 7.24E-04 1.52E-04 2.89E-05 4.97E-06 7.71E-07 1.08E-07 1.37E-08 1.58E-09 1.64E-10 1.54E-11 1.31E-12 1.01E-13 7.04E-15 4.44E-16 2.54E-17
   6.50  1.061  5.79E+02 1.91E+02 1.36E+03 1.72E+01 2.99E+01 3.54E+01 3.39E+01 2.76E+01 1.97E+01 1.24E+01 6.98E+00 3.51E+00 1.59E+00 6.46E-01 2.37E-01 7.87E-02 2.36E-02 6.41E-03 1.57E-03 3.51E-04 7.08E-05 1.30E-05 2.15E-06 3.25E-07 4.44E-08 5.52E-09 6.22E-10 6.37E-11 5.93E-12 5.01E-13 3.84E-14 2.68E-15 1.70E-16
   7.00  1.101  8.52E+02 2.74E+02 2.00E+03 2.39E+01 4.17E+01 4.97E+01 4.82E+01 3.99E+01 2.89E+01 1.86E+01 1.07E+01 5.55E+00 2.59E+00 1.09E+00 4.15E-01 1.43E-01 4.49E-02 1.28E-02 3.31E-03 7.77E-04 1.66E-04 3.23E-05 5.71E-06 9.20E-07 1.35E-07 1.80E-08 2.19E-09 2.43E-10 2.46E-11 2.26E-12 1.90E-13 1.45E-14 1.01E-15
   7.50  1.140  1.24E+03 3.90E+02 2.90E+03 3.30E+01 5.78E+01 6.95E+01 6.80E+01 5.71E+01 4.21E+01 2.77E+01 1.63E+01 8.65E+00 4.15E+00 1.80E+00 7.12E-01 2.55E-01 8.34E-02 2.48E-02 6.72E-03 1.66E-03 3.74E-04 7.69E-05 1.44E-05 2.47E-06 3.87E-07 5.54E-08 7.24E-09 8.64E-10 9.43E-11 9.41E-12 8.58E-13 7.15E-14 5.45E-15
   8.00  1.177  1.80E+03 5.53E+02 4.19E+03 4.54E+01 7.98E+01 9.66E+01 9.55E+01 8.12E+01 6.09E+01 4.07E+01 2.45E+01 1.33E+01 6.56E+00 2.94E+00 1.20E+00 4.45E-01 1.51E-01 4.68E-02 1.32E-02 3.43E-03 8.12E-04 1.76E-04 3.49E-05 6.34E-06 1.06E-06 1.61E-07 2.25E-08 2.88E-09 3.37E-10 3.63E-11 3.58E-12 3.23E-13 2.68E-14
   8.50  1.213  2.58E+03 7.80E+02 6.01E+03 6.20E+01 1.10E+02 1.34E+02 1.33E+02 1.15E+02 8.72E+01 5.94E+01 3.64E+01 2.03E+01 1.02E+01 4.71E+00 1.98E+00 7.61E-01 2.68E-01 8.62E-02 2.54E-02 6.88E-03 1.71E-03 3.88E-04 8.12E-05 1.56E-05 2.74E-06 4.44E-07 6.60E-08 9.02E-09 1.13E-09 1.31E-10 1.38E-11 1.35E-12 1.21E-13
   9.00  1.248  3.67E+03 1.09E+03 8.58E+03 8.45E+01 1.50E+02 1.84E+02 1.85E+02 1.61E+02 1.24E+02 8.58E+01 5.37E+01 3.05E+01 1.58E+01 7.46E+00 3.23E+00 1.28E+00 4.65E-01 1.55E-01 4.76E-02 1.34E-02 3.48E-03 8.29E-04 1.82E-04 3.67E-05 6.83E-06 1.17E-06 1.84E-07 2.68E-08 3.58E-09 4.41E-10 5.01E-11 5.25E-12 5.06E-13
   9.50  1.282  5.19E+03 1.53E+03 1.22E+04 1.15E+02 2.04E+02 2.51E+02 2.55E+02 2.24E+02 1.75E+02 1.23E+02 7.84E+01 4.54E+01 2.40E+01 1.16E+01 5.18E+00 2.11E+00 7.93E-01 2.74E-01 8.71E-02 2.55E-02 6.90E-03 1.72E-03 3.94E-04 8.36E-05 1.63E-05 2.95E-06 4.91E-07 7.56E-08 1.07E-08 1.41E-09 1.71E-10 1.91E-11 1.98E-12
  10.00  1.316  7.31E+03 2.12E+03 1.72E+04 1.55E+02 2.76E+02 3.43E+02 3.50E+02 3.11E+02 2.46E+02 1.75E+02 1.13E+02 6.70E+01 3.62E+01 1.80E+01 8.19E+00 3.44E+00 1.33E+00 4.74E-01 1.56E-01 4.75E-02 1.33E-02 3.46E-03 8.29E-04 1.84E-04 3.77E-05 7.15E-06 1.26E-06 2.04E-07 3.07E-08 4.27E-09 5.49E-10 6.55E-11 7.23E-12
  11.00  1.380  1.54E+04 4.03E+03 3.37E+04 2.79E+02 5.01E+02 6.28E+02 6.51E+02 5.89E+02 4.76E+02 3.49E+02 2.33E+02 1.42E+02 7.99E+01 4.14E+01 1.98E+01 8.73E+00 3.57E+00 1.35E+00 4.73E-01 1.54E-01 4.64E-02 1.30E-02 3.37E-03 8.13E-04 1.82E-04 3.79E-05 7.31E-06 1.31E-06 2.19E-07 3.39E-08 4.89E-09 6.55E-10 8.15E-11
  12.00  1.441  3.05E+04 7.55E+03 6.48E+04 4.99E+02 9.01E+02 1.14E+03 1.20E+03 1.10E+03 9.04E+02 6.76E+02 4.62E+02 2.91E+02 1.68E+02 9.03E+01 4.48E+01 2.06E+01 8.82E+00 3.50E+00 1.29E+00 4.43E-01 1.42E-01 4.21E-02 1.17E-02 3.01E-03 7.24E-04 1.62E-04 3.39E-05 6.59E-06 1.20E-06 2.02E-07 3.19E-08 4.70E-09 6.45E-10
  13.00  1.500  5.83E+04 1.39E+04 1.22E+05 8.87E+02 1.61E+03 2.04E+03 2.17E+03 2.01E+03 1.68E+03 1.28E+03 8.95E+02 5.76E+02 3.43E+02 1.89E+02 9.68E+01 4.61E+01 2.05E+01 8.45E+00 3.25E+00 1.17E+00 3.92E-01 1.23E-01 3.58E-02 9.78E-03 2.49E-03 5.94E-04 1.32E-04 2.75E-05 5.36E-06 9.75E-07 1.66E-07 2.64E-08 3.93E-09
  14.00  1.557  1.09E+05 2.54E+04 2.28E+05 1.56E+03 2.83E+03 3.62E+03 3.87E+03 3.64E+03 3.08E+03 2.39E+03 1.70E+03 1.11E+03 6.79E+02 3.84E+02 2.03E+02 9.95E+01 4.56E+01 1.95E+01 7.81E+00 2.92E+00 1.02E+00 3.35E-01 1.03E-01 2.95E-02 7.92E-03 1.99E-03 4.70E-04 1.04E-04 2.15E-05 4.18E-06 7.61E-07 1.30E-07 2.08E-08
  15.00  1.612  2.00E+05 4.56E+04 4.17E+05 2.70E+03 4.93E+03 6.34E+03 6.83E+03 6.49E+03 5.56E+03 4.36E+03 3.16E+03 2.11E+03 1.31E+03 7.62E+02 4.12E+02 2.08E+02 9.82E+01 4.34E+01 1.80E+01 6.97E+00 2.54E+00 8.65E-01 2.77E-01 8.32E-02 2.34E-02 6.21E-03 1.54E-03 3.60E-04 7.89E-05 1.63E-05 3.14E-06 5.72E-07 9.76E-08
  16.00  1.664  3.62E+05 8.08E+04 7.53E+05 4.63E+03 8.48E+03 1.10E+04 1.19E+04 1.14E+04 9.89E+03 7.86E+03 5.77E+03 3.93E+03 2.49E+03 1.47E+03 8.16E+02 4.22E+02 2.05E+02 9.33E+01 3.99E+01 1.60E+01 6.02E+00 2.13E+00 7.10E-01 2.22E-01 6.54E-02 1.81E-02 4.72E-03 1.16E-03 2.67E-04 5.80E-05 1.19E-05 2.28E-06 4.14E-07
  17.00  1.716  6.45E+05 1.41E+05 1.34E+06 7.87E+03 1.44E+04 1.88E+04 2.05E+04 1.98E+04 1.73E+04 1.39E+04 1.04E+04 7.18E+03 4.63E+03 2.80E+03 1.58E+03 8.37E+02 4.16E+02 1.95E+02 8.55E+01 3.53E+01 1.38E+01 5.04E+00 1.74E+00 5.65E-01 1.73E-01 4.99E-02 1.36E-02 3.48E-03 8.42E-04 1.92E-04 4.13E-05 8.37E-06 1.60E-06
  18.00  1.765  1.13E+06 2.45E+05 2.36E+06 1.32E+04 2.43E+04 3.18E+04 3.49E+04 3.40E+04 3.00E+04 2.44E+04 1.84E+04 1.29E+04 8.47E+03 5.20E+03 2.99E+03 1.62E+03 8.25E+02 3.95E+02 1.78E+02 7.57E+01 3.03E+01 1.15E+01 4.09E+00 1.37E+00 4.36E-01 1.31E-01 3.70E-02 9.89E-03 2.50E-03 5.95E-04 1.34E-04 2.85E-05 5.73E-06
  19.00  1.814  1.97E+06 4.19E+05 4.11E+06 2.20E+04 4.06E+04 5.33E+04 5.88E+04 5.76E+04 5.14E+04 4.22E+04 3.22E+04 2.29E+04 1.52E+04 9.50E+03 5.57E+03 3.07E+03 1.60E+03 7.83E+02 3.62E+02 1.58E+02 6.49E+01 2.52E+01 9.27E+00 3.22E+00 1.06E+00 3.28E-01 9.62E-02 2.67E-02 7.01E-03 1.74E-03 4.09E-04 9.10E-05 1.92E-05
  20.00  1.861  3.39E+06 7.11E+05 7.06E+06 3.64E+04 6.72E+04 8.84E+04 9.81E+04 9.68E+04 8.70E+04 7.21E+04 5.56E+04 4.00E+04 2.70E+04 1.71E+04 1.02E+04 5.72E+03 3.03E+03 1.52E+03 7.16E+02 3.20E+02 1.35E+02 5.39E+01 2.04E+01 7.28E+00 2.46E+00 7.90E-01 2.40E-01 6.89E-02 1.88E-02 4.84E-03 1.18E-03 2.74E-04 6.02E-05
  22.50  1.974  1.61E+07 2.55E+06 2.62E+07 1.23E+05 2.28E+05 3.02E+05 3.39E+05 3.39E+05 3.10E+05 2.62E+05 2.07E+05 1.53E+05 1.06E+05 6.97E+04 4.31E+04 2.52E+04 1.39E+04 7.28E+03 3.61E+03 1.70E+03 7.57E+02 3.21E+02 1.29E+02 4.91E+01 1.78E+01 6.12E+00 2.00E+00 6.21E-01 1.83E-01 5.14E-02 1.37E-02 3.47E-03 8.36E-04
  25.00  2.080  5.93E+07 8.63E+06 9.15E+07 3.94E+05 7.35E+05 9.81E+05 1.11E+06 1.12E+06 1.04E+06 8.99E+05 7.23E+05 5.47E+05 3.90E+05 2.63E+05 1.67E+05 1.01E+05 5.79E+04 3.15E+04 1.63E+04 8.00E+03 3.74E+03 1.66E+03 7.03E+02 2.83E+02 1.09E+02 3.97E+01 1.38E+01 4.58E+00 1.45E+00 4.35E-01 1.25E-01 3.41E-02 8.89E-03
  30.00  2.279  9.20E+08 8.61E+07 9.62E+08 3.58E+06 6.72E+06 9.06E+06 1.04E+07 1.08E+07 1.02E+07 9.04E+06 7.52E+06 5.89E+06 4.37E+06 3.08E+06 2.06E+06 1.31E+06 7.98E+05 4.62E+05 2.55E+05 1.34E+05 6.77E+04 3.26E+04 1.50E+04 6.58E+03 2.77E+03 1.11E+03 4.28E+02 1.58E+02 5.55E+01 1.87E+01 6.03E+00 1.86E+00 5.50E-01
  40.00  2.632  1.10E+11 5.44E+09 6.59E+10 1.95E+08 3.69E+08 5.06E+08 5.94E+08 6.29E+08 6.18E+08 5.68E+08 4.94E+08 4.07E+08 3.20E+08 2.40E+08 1.72E+08 1.18E+08 7.76E+07 4.89E+07 2.96E+07 1.72E+07 9.63E+06 5.17E+06 2.67E+06 1.33E+06 6.33E+05 2.91E+05 1.29E+05 5.48E+04 2.25E+04 8.86E+03 3.36E+03 1.23E+03 4.33E+02
  50.00  2.942  4.48E+12 2.19E+11 2.82E+12 7.00E+09 1.33E+10 1.84E+10 2.19E+10 2.37E+10 2.38E+10 2.24E+10 2.01E+10 1.71E+10 1.40E+10 1.09E+10 8.21E+09 5.92E+09 4.11E+09 2.75E+09 1.77E+09 1.10E+09 6.59E+08 3.81E+08 2.13E+08 1.15E+08 5.97E+07 3.00E+07 1.46E+07 6.86E+06 3.11E+06 1.36E+06 5.79E+05 2.37E+05 9.40E+04
  60.00  3.223  1.30E+14 6.30E+12 8.55E+13 1.84E+11 3.51E+11 4.89E+11 5.88E+11 6.44E+11 6.56E+11 6.32E+11 5.78E+11 5.06E+11 4.24E+11 3.42E+11 2.66E+11 1.99E+11 1.44E+11 1.00E+11 6.75E+10 4.40E+10 2.78E+10 1.69E+10 1.00E+10 5.73E+09 3.18E+09 1.71E+09 8.89E+08 4.48E+08 2.19E+08 1.04E+08 4.78E+07 2.13E+07 9.19E+06
  70.00  3.481  2.93E+15 1.40E+14 1.99E+15 3.78E+12 7.26E+12 1.02E+13 1.23E+13 1.36E+13 1.41E+13 1.37E+13 1.28E+13 1.14E+13 9.77E+12 8.07E+12 6.43E+12 4.95E+12 3.68E+12 2.65E+12 1.85E+12 1.25E+12 8.23E+11 5.24E+11 3.24E+11 1.94E+11 1.13E+11 6.38E+10 3.50E+10 1.87E+10 9.67E+09 4.87E+09 2.38E+09 1.13E+09 5.22E+08
  80.00  3.722  5.38E+16 2.54E+15 3.73E+16 6.41E+13 1.23E+14 1.74E+14 2.12E+14 2.36E+14 2.46E+14 2.43E+14 2.29E+14 2.08E+14 1.81E+14 1.52E+14 1.24E+14 9.76E+13 7.44E+13 5.51E+13 3.96E+13 2.76E+13 1.87E+13 1.23E+13 7.87E+12 4.90E+12 2.96E+12 1.74E+12 9.99E+11 5.57E+11 3.02E+11 1.59E+11 8.19E+10 4.10E+10 2.00E+10
  90.00  3.947  8.32E+17 3.89E+16 5.91E+17 9.25E+14 1.78E+15 2.52E+15 3.09E+15 3.46E+15 3.64E+15 3.63E+15 3.47E+15 3.18E+15 2.81E+15 2.40E+15 1.99E+15 1.60E+15 1.24E+15 9.39E+14 6.90E+14 4.93E+14 3.43E+14 2.32E+14 1.53E+14 9.81E+13 6.13E+13 3.73E+13 2.21E+13 1.28E+13 7.21E+12 3.96E+12 2.12E+12 1.11E+12 5.63E+11
 100.00  4.161  1.12E+19 5.17E+17 8.07E+18 1.16E+16 2.25E+16 3.19E+16 3.93E+16 4.43E+16 4.69E+16 4.72E+16 4.55E+16 4.21E+16 3.77E+16 3.27E+16 2.74E+16 2.23E+16 1.77E+16 1.36E+16 1.02E+16 7.45E+15 5.29E+15 3.67E+15 2.48E+15 1.63E+15 1.05E+15 6.55E+14 4.00E+14 2.39E+14 1.39E+14 7.88E+13 4.37E+13 2.36E+13 1.25E+13
 110.00  4.364  1.33E+20 6.08E+18 9.74E+19 1.31E+17 2.53E+17 3.59E+17 4.44E+17 5.03E+17 5.36E+17 5.43E+17 5.27E+17 4.93E+17 4.46E+17 3.91E+17 3.32E+17 2.74E+17 2.20E+17 1.72E+17 1.31E+17 9.76E+16 7.07E+16 4.99E+16 3.44E+16 2.32E+16 1.52E+16 9.77E+15 6.12E+15 3.75E+15 2.24E+15 1.31E+15 7.47E+14 4.17E+14 2.27E+14
 120.00  4.558  1.42E+21 6.44E+19 1.06E+21 1.32E+18 2.57E+18 3.65E+18 4.53E+18 5.16E+18 5.52E+18 5.63E+18 5.51E+18 5.19E+18 4.74E+18 4.19E+18 3.60E+18 3.01E+18 2.45E+18 1.94E+18 1.50E+18 1.13E+18 8.33E+17 5.99E+17 4.21E+17 2.89E+17 1.93E+17 1.27E+17 8.12E+16 5.09E+16 3.12E+16 1.87E+16 1.09E+16 6.27E+15 3.52E+15
 130.00  4.744  1.38E+22 6.21E+20 1.04E+22 1.23E+19 2.38E+19 3.40E+19 4.22E+19 4.83E+19 5.19E+19 5.32E+19 5.24E+19 4.97E+19 4.57E+19 4.08E+19 3.54E+19 2.99E+19 2.46E+19 1.97E+19 1.54E+19 1.18E+19 8.82E+18 6.44E+18 4.60E+18 3.21E+18 2.19E+18 1.46E+18 9.55E+17 6.10E+17 3.82E+17 2.34E+17 1.40E+17 8.22E+16 4.72E+16
 140.00  4.923  1.24E+23 5.52E+21 9.43E+22 1.05E+20 2.04E+20 2.92E+20 3.63E+20 4.17E+20 4.50E+20 4.63E+20 4.59E+20 4.38E+20 4.06E+20 3.65E+20 3.19E+20 2.72E+20 2.26E+20 1.83E+20 1.45E+20 1.12E+20 8.50E+19 6.29E+19 4.56E+19 3.23E+19 2.24E+19 1.52E+19 1.01E+19 6.57E+18 4.19E+18 2.61E+18 1.60E+18 9.58E+17 5.62E+17
 150.00  5.096  1.03E+24 4.55E+22 7.92E+23 8.36E+20 1.63E+21 2.33E+21 2.91E+21 3.35E+21 3.63E+21 3.75E+21 3.73E+21 3.58E+21 3.34E+21 3.02E+21 2.67E+21 2.29E+21 1.92E+21 1.57E+21 1.26E+21 9.85E+20 7.54E+20 5.65E+20 4.14E+20 2.97E+20 2.09E+20 1.44E+20 9.72E+19 6.43E+19 4.17E+19 2.65E+19 1.65E+19 1.01E+19 6.03E+18
 160.00  5.263  8.06E+24 3.51E+23 6.22E+24 6.25E+21 1.22E+22 1.74E+22 2.18E+22 2.52E+22 2.74E+22 2.84E+22 2.84E+22 2.74E+22 2.57E+22 2.34E+22 2.08E+22 1.80E+22 1.52E+22 1.26E+22 1.01E+22 8.01E+21 6.20E+21 4.69E+21 3.48E+21 2.53E+21 1.80E+21 1.26E+21 8.62E+20 5.78E+20 3.81E+20 2.46E+20 1.56E+20 9.66E+19 5.88E+19
