                    ************************************************************************************************
                    *  Z= 31 A= 65: Positive-Parity Spin-dependent Level Density [MeV-1] for Ga 65 and ldmodel= 1  *
   4.25  0.691  2.24E+02 8.76E+01 5.41E+02 1.01E+01 1.68E+01 1.85E+01 1.61E+01 1.16E+01 7.11E+00 3.74E+00 1.71E+00 6.80E-01 2.36E-01 7.20E-02 1.92E-02 4.52E-03 9.33E-04 1.70E-04 2.72E-05 3.84E-06 4.78E-07 5.25E-08 5.09E-09 4.35E-10 3.29E-11 2.19E-12 1.29E-13 6.72E-15 3.09E-16 1.26E-17 4.51E-19 1.43E-20 4.01E-22
   4.50  0.711  2.78E+02 1.08E+02 6.80E+02 1.21E+01 2.02E+01 2.26E+01 1.99E+01 1.46E+01 9.10E+00 4.91E+00 2.30E+00 9.45E-01 3.40E-01 1.08E-01 3.00E-02 7.37E-03 1.60E-03 3.07E-04 5.20E-05 7.80E-06 1.03E-06 1.22E-07 1.27E-08 1.17E-09 9.53E-11 6.90E-12 4.43E-13 2.52E-14 1.27E-15 5.69E-17 2.26E-18 7.94E-20 2.48E-21
   4.75  0.730  3.45E+02 1.34E+02 8.54E+02 1.45E+01 2.44E+01 2.75E+01 2.45E+01 1.82E+01 1.16E+01 6.40E+00 3.08E+00 1.30E+00 4.84E-01 1.59E-01 4.61E-02 1.18E-02 2.69E-03 5.41E-04 9.68E-05 1.54E-05 2.17E-06 2.71E-07 3.02E-08 2.99E-09 2.63E-10 2.05E-11 1.43E-12 8.85E-14 4.87E-15 2.39E-16 1.04E-17 4.04E-19 1.40E-20
   5.00  0.749  4.27E+02 1.65E+02 1.07E+03 1.75E+01 2.95E+01 3.35E+01 3.02E+01 2.28E+01 1.48E+01 8.32E+00 4.11E+00 1.78E+00 6.84E-01 2.32E-01 6.98E-02 1.87E-02 4.43E-03 9.36E-04 1.76E-04 2.95E-05 4.40E-06 5.85E-07 6.93E-08 7.33E-09 6.91E-10 5.82E-11 4.37E-12 2.93E-13 1.75E-14 9.35E-16 4.46E-17 1.90E-18 7.22E-20
   5.50  0.786  6.79E+02 2.52E+02 1.69E+03 2.53E+01 4.32E+01 4.97E+01 4.57E+01 3.55E+01 2.37E+01 1.39E+01 7.18E+00 3.28E+00 1.33E+00 4.81E-01 1.55E-01 4.46E-02 1.15E-02 2.65E-03 5.46E-04 1.01E-04 1.67E-05 2.48E-06 3.30E-07 3.95E-08 4.23E-09 4.07E-10 3.52E-11 2.73E-12 1.90E-13 1.19E-14 6.69E-16 3.38E-17 1.53E-18
   6.00  0.821  1.06E+03 3.84E+02 2.65E+03 3.67E+01 6.32E+01 7.37E+01 6.91E+01 5.49E+01 3.79E+01 2.30E+01 1.23E+01 5.90E+00 2.52E+00 9.64E-01 3.30E-01 1.02E-01 2.81E-02 7.01E-03 1.57E-03 3.17E-04 5.77E-05 9.46E-06 1.40E-06 1.87E-07 2.25E-08 2.44E-09 2.39E-10 2.11E-11 1.69E-12 1.22E-13 7.93E-15 4.67E-16 2.48E-17
   6.50  0.854  1.65E+03 5.86E+02 4.16E+03 5.35E+01 9.26E+01 1.09E+02 1.04E+02 8.47E+01 6.00E+01 3.76E+01 2.09E+01 1.04E+01 4.66E+00 1.88E+00 6.80E-01 2.22E-01 6.57E-02 1.76E-02 4.24E-03 9.28E-04 1.84E-04 3.30E-05 5.36E-06 7.89E-07 1.05E-07 1.28E-08 1.40E-09 1.40E-10 1.26E-11 1.04E-12 7.71E-14 5.20E-15 3.19E-16
   7.00  0.887  2.54E+03 8.93E+02 6.52E+03 7.80E+01 1.36E+02 1.62E+02 1.57E+02 1.30E+02 9.45E+01 6.09E+01 3.51E+01 1.81E+01 8.46E+00 3.56E+00 1.36E+00 4.70E-01 1.47E-01 4.19E-02 1.08E-02 2.55E-03 5.46E-04 1.06E-04 1.88E-05 3.03E-06 4.45E-07 5.95E-08 7.25E-09 8.05E-10 8.14E-11 7.50E-12 6.30E-13 4.82E-14 3.37E-15
   7.50  0.918  3.90E+03 1.36E+03 1.02E+04 1.14E+02 2.00E+02 2.41E+02 2.37E+02 2.00E+02 1.48E+02 9.80E+01 5.82E+01 3.11E+01 1.51E+01 6.63E+00 2.65E+00 9.62E-01 3.18E-01 9.61E-02 2.65E-02 6.65E-03 1.53E-03 3.20E-04 6.12E-05 1.07E-05 1.72E-06 2.51E-07 3.36E-08 4.12E-09 4.61E-10 4.73E-11 4.44E-12 3.81E-13 2.99E-14
   8.00  0.948  5.98E+03 2.08E+03 1.59E+04 1.67E+02 2.94E+02 3.58E+02 3.56E+02 3.06E+02 2.31E+02 1.57E+02 9.56E+01 5.28E+01 2.65E+01 1.21E+01 5.04E+00 1.92E+00 6.67E-01 2.12E-01 6.19E-02 1.65E-02 4.04E-03 9.07E-04 1.87E-04 3.53E-05 6.11E-06 9.71E-07 1.42E-07 1.90E-08 2.34E-09 2.64E-10 2.74E-11 2.61E-12 2.29E-13
   8.50  0.977  9.15E+03 3.17E+03 2.49E+04 2.45E+02 4.34E+02 5.32E+02 5.36E+02 4.67E+02 3.60E+02 2.49E+02 1.56E+02 8.86E+01 4.59E+01 2.17E+01 9.41E+00 3.74E+00 1.36E+00 4.55E-01 1.40E-01 3.94E-02 1.02E-02 2.45E-03 5.37E-04 1.09E-04 2.03E-05 3.48E-06 5.49E-07 8.00E-08 1.07E-08 1.33E-09 1.51E-10 1.58E-11 1.53E-12
   9.00  1.005  1.40E+04 4.84E+03 3.88E+04 3.59E+02 6.40E+02 7.92E+02 8.06E+02 7.11E+02 5.58E+02 3.94E+02 2.53E+02 1.47E+02 7.87E+01 3.85E+01 1.73E+01 7.13E+00 2.71E+00 9.47E-01 3.05E-01 9.07E-02 2.49E-02 6.29E-03 1.47E-03 3.17E-04 6.32E-05 1.16E-05 1.98E-06 3.11E-07 4.51E-08 6.06E-09 7.51E-10 8.62E-11 9.14E-12
   9.50  1.033  2.14E+04 7.38E+03 6.05E+04 5.28E+02 9.45E+02 1.18E+03 1.21E+03 1.08E+03 8.64E+02 6.22E+02 4.07E+02 2.43E+02 1.33E+02 6.73E+01 3.12E+01 1.34E+01 5.27E+00 1.92E+00 6.48E-01 2.02E-01 5.83E-02 1.56E-02 3.84E-03 8.80E-04 1.86E-04 3.66E-05 6.66E-06 1.12E-06 1.76E-07 2.55E-08 3.42E-09 4.26E-10 4.92E-11
  10.00  1.060  3.26E+04 1.13E+04 9.42E+04 7.78E+02 1.40E+03 1.75E+03 1.82E+03 1.65E+03 1.33E+03 9.76E+02 6.52E+02 3.99E+02 2.24E+02 1.16E+02 5.57E+01 2.46E+01 1.01E+01 3.82E+00 1.34E+00 4.38E-01 1.32E-01 3.71E-02 9.66E-03 2.33E-03 5.24E-04 1.09E-04 2.12E-05 3.82E-06 6.39E-07 9.93E-08 1.44E-08 1.93E-09 2.41E-10
  11.00  1.112  8.45E+04 2.59E+04 2.24E+05 1.69E+03 3.06E+03 3.87E+03 4.08E+03 3.76E+03 3.11E+03 2.34E+03 1.61E+03 1.02E+03 5.98E+02 3.24E+02 1.62E+02 7.56E+01 3.27E+01 1.32E+01 4.93E+00 1.72E+00 5.58E-01 1.69E-01 4.76E-02 1.25E-02 3.07E-03 7.03E-04 1.50E-04 2.99E-05 5.55E-06 9.63E-07 1.56E-07 2.35E-08 3.32E-09
  12.00  1.161  2.00E+05 5.77E+04 5.14E+05 3.59E+03 6.52E+03 8.33E+03 8.87E+03 8.31E+03 7.00E+03 5.38E+03 3.80E+03 2.48E+03 1.49E+03 8.38E+02 4.37E+02 2.12E+02 9.60E+01 4.05E+01 1.60E+01 5.88E+00 2.02E+00 6.51E-01 1.96E-01 5.52E-02 1.45E-02 3.58E-03 8.27E-04 1.79E-04 3.61E-05 6.84E-06 1.21E-06 2.02E-07 3.14E-08
  13.00  1.208  4.50E+05 1.25E+05 1.14E+06 7.42E+03 1.35E+04 1.74E+04 1.87E+04 1.78E+04 1.52E+04 1.19E+04 8.60E+03 5.75E+03 3.56E+03 2.06E+03 1.11E+03 5.58E+02 2.63E+02 1.16E+02 4.77E+01 1.84E+01 6.66E+00 2.26E+00 7.20E-01 2.15E-01 6.02E-02 1.58E-02 3.91E-03 9.06E-04 1.97E-04 4.03E-05 7.74E-06 1.40E-06 2.36E-07
  14.00  1.254  9.75E+05 2.63E+05 2.45E+06 1.50E+04 2.75E+04 3.56E+04 3.86E+04 3.70E+04 3.22E+04 2.56E+04 1.88E+04 1.28E+04 8.16E+03 4.84E+03 2.69E+03 1.39E+03 6.79E+02 3.10E+02 1.33E+02 5.35E+01 2.02E+01 7.20E+00 2.41E+00 7.57E-01 2.24E-01 6.23E-02 1.63E-02 4.03E-03 9.34E-04 2.04E-04 4.20E-05 8.14E-06 1.49E-06
  15.00  1.298  2.05E+06 5.40E+05 5.15E+06 2.97E+04 5.45E+04 7.10E+04 7.77E+04 7.53E+04 6.62E+04 5.34E+04 4.00E+04 2.78E+04 1.80E+04 1.10E+04 6.24E+03 3.33E+03 1.67E+03 7.88E+02 3.50E+02 1.46E+02 5.75E+01 2.13E+01 7.44E+00 2.45E+00 7.61E-01 2.23E-01 6.15E-02 1.60E-02 3.94E-03 9.13E-04 2.00E-04 4.12E-05 8.04E-06
  16.00  1.341  4.22E+06 1.08E+06 1.06E+07 5.76E+04 1.06E+05 1.39E+05 1.53E+05 1.50E+05 1.33E+05 1.09E+05 8.26E+04 5.84E+04 3.87E+04 2.40E+04 1.40E+04 7.65E+03 3.94E+03 1.91E+03 8.77E+02 3.79E+02 1.54E+02 5.93E+01 2.15E+01 7.39E+00 2.39E+00 7.33E-01 2.12E-01 5.81E-02 1.50E-02 3.67E-03 8.49E-04 1.86E-04 3.84E-05
  17.00  1.382  8.50E+06 2.14E+06 2.12E+07 1.10E+05 2.03E+05 2.67E+05 2.96E+05 2.92E+05 2.62E+05 2.17E+05 1.67E+05 1.20E+05 8.07E+04 5.10E+04 3.03E+04 1.70E+04 8.97E+03 4.47E+03 2.10E+03 9.36E+02 3.94E+02 1.57E+02 5.89E+01 2.10E+01 7.06E+00 2.25E+00 6.80E-01 1.94E-01 5.27E-02 1.35E-02 3.28E-03 7.56E-04 1.65E-04
  18.00  1.422  1.68E+07 4.14E+06 4.18E+07 2.06E+05 3.82E+05 5.04E+05 5.62E+05 5.58E+05 5.06E+05 4.23E+05 3.30E+05 2.40E+05 1.64E+05 1.06E+05 6.40E+04 3.66E+04 1.97E+04 1.01E+04 4.87E+03 2.22E+03 9.63E+02 3.95E+02 1.53E+02 5.64E+01 1.97E+01 6.51E+00 2.04E+00 6.08E-01 1.72E-01 4.60E-02 1.17E-02 2.82E-03 6.46E-04
  19.00  1.461  3.25E+07 7.88E+06 8.08E+07 3.81E+05 7.08E+05 9.38E+05 1.05E+06 1.05E+06 9.60E+05 8.11E+05 6.39E+05 4.71E+05 3.27E+05 2.13E+05 1.32E+05 7.67E+04 4.22E+04 2.20E+04 1.09E+04 5.10E+03 2.27E+03 9.55E+02 3.82E+02 1.45E+02 5.22E+01 1.79E+01 5.81E+00 1.79E+00 5.26E-01 1.47E-01 3.88E-02 9.78E-03 2.34E-03
  20.00  1.499  6.20E+07 1.48E+07 1.54E+08 6.95E+05 1.29E+06 1.72E+06 1.94E+06 1.95E+06 1.79E+06 1.53E+06 1.22E+06 9.08E+05 6.38E+05 4.23E+05 2.65E+05 1.57E+05 8.80E+04 4.69E+04 2.37E+04 1.13E+04 5.16E+03 2.23E+03 9.15E+02 3.57E+02 1.33E+02 4.68E+01 1.57E+01 5.02E+00 1.52E+00 4.41E-01 1.21E-01 3.17E-02 7.90E-03
  22.50  1.590  3.96E+08 6.67E+07 7.20E+08 2.95E+06 5.52E+06 7.39E+06 8.41E+06 8.58E+06 8.02E+06 6.98E+06 5.68E+06 4.35E+06 3.14E+06 2.15E+06 1.39E+06 8.56E+05 5.01E+05 2.78E+05 1.47E+05 7.40E+04 3.55E+04 1.62E+04 7.06E+03 2.93E+03 1.16E+03 4.38E+02 1.58E+02 5.42E+01 1.78E+01 5.55E+00 1.66E+00 4.73E-01 1.29E-01
  25.00  1.676  1.79E+09 2.80E+08 3.11E+09 1.17E+07 2.20E+07 2.96E+07 3.40E+07 3.50E+07 3.32E+07 2.94E+07 2.43E+07 1.90E+07 1.41E+07 9.89E+06 6.60E+06 4.19E+06 2.53E+06 1.46E+06 8.01E+05 4.20E+05 2.11E+05 1.01E+05 4.60E+04 2.01E+04 8.40E+03 3.35E+03 1.28E+03 4.68E+02 1.63E+02 5.46E+01 1.75E+01 5.35E+00 1.57E+00
  30.00  1.836  4.24E+10 4.06E+09 4.76E+10 1.55E+08 2.92E+08 3.97E+08 4.62E+08 4.85E+08 4.70E+08 4.26E+08 3.64E+08 2.95E+08 2.26E+08 1.66E+08 1.16E+08 7.71E+07 4.92E+07 3.00E+07 1.75E+07 9.83E+06 5.28E+06 2.72E+06 1.34E+06 6.35E+05 2.89E+05 1.26E+05 5.29E+04 2.13E+04 8.23E+03 3.05E+03 1.09E+03 3.73E+02 1.23E+02
  40.00  2.120  9.75E+12 4.85E+11 6.18E+12 1.59E+10 3.03E+10 4.18E+10 4.96E+10 5.34E+10 5.33E+10 5.01E+10 4.45E+10 3.77E+10 3.05E+10 2.37E+10 1.76E+10 1.26E+10 8.62E+09 5.70E+09 3.62E+09 2.22E+09 1.31E+09 7.47E+08 4.10E+08 2.17E+08 1.11E+08 5.49E+07 2.61E+07 1.20E+07 5.34E+06 2.29E+06 9.50E+05 3.80E+05 1.47E+05
  50.00  2.370  6.84E+14 3.37E+13 4.57E+14 9.87E+11 1.89E+12 2.63E+12 3.16E+12 3.45E+12 3.52E+12 3.39E+12 3.10E+12 2.71E+12 2.27E+12 1.83E+12 1.42E+12 1.06E+12 7.63E+11 5.32E+11 3.58E+11 2.33E+11 1.47E+11 8.94E+10 5.27E+10 3.01E+10 1.67E+10 8.93E+09 4.64E+09 2.33E+09 1.14E+09 5.38E+08 2.46E+08 1.09E+08 4.72E+07
  60.00  2.596  3.24E+16 1.59E+15 2.26E+16 4.23E+13 8.13E+13 1.14E+14 1.38E+14 1.53E+14 1.58E+14 1.55E+14 1.44E+14 1.29E+14 1.11E+14 9.20E+13 7.35E+13 5.68E+13 4.25E+13 3.08E+13 2.16E+13 1.47E+13 9.68E+12 6.20E+12 3.85E+12 2.32E+12 1.36E+12 7.75E+11 4.28E+11 2.30E+11 1.20E+11 6.10E+10 3.01E+10 1.44E+10 6.72E+09
  70.00  2.804  1.14E+18 5.55E+16 8.25E+17 1.37E+15 2.64E+15 3.71E+15 4.54E+15 5.07E+15 5.30E+15 5.26E+15 4.98E+15 4.53E+15 3.97E+15 3.36E+15 2.75E+15 2.18E+15 1.68E+15 1.25E+15 9.07E+14 6.38E+14 4.36E+14 2.90E+14 1.88E+14 1.18E+14 7.24E+13 4.31E+13 2.50E+13 1.41E+13 7.78E+12 4.17E+12 2.18E+12 1.11E+12 5.48E+11
  80.00  2.998  3.17E+19 1.53E+18 2.36E+19 3.53E+16 6.81E+16 9.64E+16 1.18E+17 1.33E+17 1.41E+17 1.41E+17 1.35E+17 1.25E+17 1.11E+17 9.58E+16 7.99E+16 6.47E+16 5.08E+16 3.88E+16 2.89E+16 2.09E+16 1.47E+16 1.01E+16 6.73E+15 4.38E+15 2.78E+15 1.72E+15 1.04E+15 6.10E+14 3.50E+14 1.96E+14 1.07E+14 5.71E+13 2.97E+13
  90.00  3.180  7.27E+20 3.48E+19 5.53E+20 7.55E+17 1.46E+18 2.08E+18 2.56E+18 2.90E+18 3.09E+18 3.12E+18 3.03E+18 2.82E+18 2.55E+18 2.22E+18 1.89E+18 1.55E+18 1.24E+18 9.68E+17 7.35E+17 5.44E+17 3.92E+17 2.76E+17 1.89E+17 1.27E+17 8.27E+16 5.28E+16 3.29E+16 2.00E+16 1.19E+16 6.89E+15 3.91E+15 2.16E+15 1.17E+15
 100.00  3.352  1.41E+22 6.71E+20 1.10E+22 1.38E+19 2.68E+19 3.82E+19 4.73E+19 5.38E+19 5.76E+19 5.87E+19 5.74E+19 5.41E+19 4.93E+19 4.36E+19 3.75E+19 3.13E+19 2.54E+19 2.02E+19 1.56E+19 1.17E+19 8.63E+18 6.20E+18 4.35E+18 2.98E+18 2.00E+18 1.31E+18 8.36E+17 5.23E+17 3.20E+17 1.92E+17 1.12E+17 6.41E+16 3.59E+16
 110.00  3.515  2.39E+23 1.13E+22 1.89E+23 2.21E+20 4.29E+20 6.13E+20 7.62E+20 8.71E+20 9.38E+20 9.62E+20 9.47E+20 9.00E+20 8.29E+20 7.40E+20 6.43E+20 5.44E+20 4.48E+20 3.60E+20 2.82E+20 2.16E+20 1.62E+20 1.18E+20 8.47E+19 5.92E+19 4.05E+19 2.71E+19 1.78E+19 1.14E+19 7.14E+18 4.38E+18 2.64E+18 1.55E+18 8.94E+17
 120.00  3.671  3.59E+24 1.67E+23 2.88E+24 3.15E+21 6.12E+21 8.75E+21 1.09E+22 1.25E+22 1.35E+22 1.40E+22 1.38E+22 1.33E+22 1.23E+22 1.11E+22 9.73E+21 8.31E+21 6.93E+21 5.64E+21 4.48E+21 3.48E+21 2.65E+21 1.97E+21 1.43E+21 1.02E+21 7.09E+20 4.84E+20 3.23E+20 2.12E+20 1.36E+20 8.52E+19 5.25E+19 3.16E+19 1.87E+19
 130.00  3.821  4.83E+25 2.24E+24 3.93E+25 4.04E+22 7.86E+22 1.13E+23 1.41E+23 1.62E+23 1.76E+23 1.83E+23 1.82E+23 1.75E+23 1.64E+23 1.49E+23 1.32E+23 1.14E+23 9.58E+22 7.88E+22 6.34E+22 4.98E+22 3.84E+22 2.89E+22 2.13E+22 1.54E+22 1.09E+22 7.58E+21 5.16E+21 3.44E+21 2.25E+21 1.44E+21 9.05E+20 5.58E+20 3.37E+20
 140.00  3.966  5.92E+26 2.72E+25 4.87E+26 4.73E+23 9.21E+23 1.32E+24 1.66E+24 1.92E+24 2.09E+24 2.17E+24 2.18E+24 2.11E+24 1.98E+24 1.82E+24 1.62E+24 1.41E+24 1.20E+24 9.95E+23 8.08E+23 6.43E+23 5.01E+23 3.82E+23 2.86E+23 2.09E+23 1.50E+23 1.06E+23 7.32E+22 4.96E+22 3.30E+22 2.15E+22 1.38E+22 8.66E+21 5.34E+21
 150.00  4.105  6.66E+27 3.04E+26 5.54E+27 5.10E+24 9.94E+24 1.43E+25 1.80E+25 2.08E+25 2.28E+25 2.38E+25 2.39E+25 2.33E+25 2.21E+25 2.03E+25 1.82E+25 1.60E+25 1.37E+25 1.15E+25 9.41E+24 7.56E+24 5.95E+24 4.59E+24 3.47E+24 2.58E+24 1.88E+24 1.34E+24 9.39E+23 6.46E+23 4.36E+23 2.89E+23 1.88E+23 1.20E+23 7.55E+22
 160.00  4.239  6.94E+28 3.14E+27 5.82E+28 5.11E+25 9.96E+25 1.43E+26 1.81E+26 2.10E+26 2.30E+26 2.41E+26 2.44E+26 2.38E+26 2.27E+26 2.10E+26 1.90E+26 1.67E+26 1.44E+26 1.22E+26 1.01E+26 8.19E+25 6.51E+25 5.07E+25 3.88E+25 2.91E+25 2.14E+25 1.55E+25 1.10E+25 7.66E+24 5.24E+24 3.53E+24 2.33E+24 1.51E+24 9.65E+23
