                    ************************************************************************************************
                    *  Z= 25 A= 55: Positive-Parity Spin-dependent Level Density [MeV-1] for Mn 55 and ldmodel= 1  *
   4.25  0.765  1.27E+02 4.31E+01 2.42E+02 5.76E+00 9.28E+00 9.72E+00 7.84E+00 5.14E+00 2.80E+00 1.28E+00 4.99E-01 1.66E-01 4.70E-02 1.15E-02 2.40E-03 4.31E-04 6.68E-05 8.91E-06 1.03E-06 1.02E-07 8.74E-09 6.47E-10 4.14E-11 2.29E-12 1.09E-13 4.51E-15 1.61E-16 4.97E-18 1.33E-19 3.06E-21 6.12E-23 1.06E-24 1.58E-26
   4.50  0.788  1.52E+02 5.14E+01 2.93E+02 6.72E+00 1.09E+01 1.15E+01 9.38E+00 6.24E+00 3.46E+00 1.62E+00 6.48E-01 2.21E-01 6.48E-02 1.63E-02 3.55E-03 6.67E-04 1.08E-04 1.52E-05 1.84E-06 1.93E-07 1.75E-08 1.38E-09 9.44E-11 5.59E-12 2.87E-13 1.28E-14 4.94E-16 1.65E-17 4.81E-19 1.21E-20 2.66E-22 5.06E-24 8.35E-26
   4.75  0.809  1.83E+02 6.13E+01 3.54E+02 7.84E+00 1.28E+01 1.36E+01 1.12E+01 7.57E+00 4.27E+00 2.05E+00 8.37E-01 2.94E-01 8.87E-02 2.31E-02 5.22E-03 1.02E-03 1.73E-04 2.53E-05 3.23E-06 3.57E-07 3.44E-08 2.88E-09 2.09E-10 1.32E-11 7.27E-13 3.48E-14 1.45E-15 5.25E-17 1.66E-18 4.56E-20 1.09E-21 2.27E-23 4.12E-25
   5.00  0.830  2.19E+02 7.31E+01 4.28E+02 9.16E+00 1.50E+01 1.61E+01 1.34E+01 9.17E+00 5.27E+00 2.57E+00 1.08E+00 3.88E-01 1.21E-01 3.25E-02 7.59E-03 1.54E-03 2.72E-04 4.17E-05 5.57E-06 6.49E-07 6.59E-08 5.83E-09 4.50E-10 3.03E-11 1.78E-12 9.13E-14 4.08E-15 1.60E-16 5.45E-18 1.62E-19 4.23E-21 9.61E-23 1.91E-24
   5.50  0.871  3.23E+02 1.04E+02 6.25E+02 1.25E+01 2.06E+01 2.25E+01 1.91E+01 1.34E+01 7.95E+00 4.03E+00 1.76E+00 6.66E-01 2.19E-01 6.26E-02 1.56E-02 3.40E-03 6.49E-04 1.08E-04 1.58E-05 2.02E-06 2.27E-07 2.24E-08 1.93E-09 1.46E-10 9.71E-12 5.66E-13 2.90E-14 1.31E-15 5.15E-17 1.79E-18 5.45E-20 1.46E-21 3.43E-23
   6.00  0.909  4.71E+02 1.48E+02 9.11E+02 1.71E+01 2.85E+01 3.14E+01 2.72E+01 1.96E+01 1.19E+01 6.26E+00 2.84E+00 1.12E+00 3.88E-01 1.17E-01 3.11E-02 7.25E-03 1.48E-03 2.67E-04 4.23E-05 5.91E-06 7.27E-07 7.89E-08 7.54E-09 6.36E-10 4.74E-11 3.11E-12 1.80E-13 9.23E-15 4.17E-16 1.66E-17 5.85E-19 1.82E-20 5.00E-22
   6.50  0.947  6.82E+02 2.11E+02 1.33E+03 2.34E+01 3.93E+01 4.38E+01 3.87E+01 2.84E+01 1.78E+01 9.63E+00 4.54E+00 1.87E+00 6.76E-01 2.15E-01 6.03E-02 1.49E-02 3.26E-03 6.30E-04 1.08E-04 1.63E-05 2.18E-06 2.59E-07 2.72E-08 2.53E-09 2.09E-10 1.53E-11 9.96E-13 5.74E-14 2.93E-15 1.33E-16 5.35E-18 1.91E-19 6.06E-21
   7.00  0.982  9.81E+02 3.00E+02 1.93E+03 3.22E+01 5.42E+01 6.12E+01 5.49E+01 4.11E+01 2.64E+01 1.47E+01 7.17E+00 3.07E+00 1.16E+00 3.86E-01 1.14E-01 2.98E-02 6.92E-03 1.43E-03 2.61E-04 4.26E-05 6.17E-06 7.95E-07 9.12E-08 9.32E-09 8.47E-10 6.86E-11 4.95E-12 3.19E-13 1.83E-14 9.33E-16 4.25E-17 1.72E-18 6.23E-20
   7.50  1.017  1.41E+03 4.26E+02 2.81E+03 4.42E+01 7.50E+01 8.55E+01 7.77E+01 5.94E+01 3.90E+01 2.23E+01 1.12E+01 4.98E+00 1.95E+00 6.81E-01 2.11E-01 5.81E-02 1.43E-02 3.12E-03 6.10E-04 1.06E-04 1.66E-05 2.31E-06 2.87E-07 3.19E-08 3.17E-09 2.82E-10 2.25E-11 1.60E-12 1.02E-13 5.81E-15 2.97E-16 1.35E-17 5.54E-19
   8.00  1.050  2.01E+03 6.06E+02 4.07E+03 6.08E+01 1.04E+02 1.19E+02 1.10E+02 8.55E+01 5.74E+01 3.37E+01 1.74E+01 7.99E+00 3.25E+00 1.18E+00 3.82E-01 1.10E-01 2.86E-02 6.62E-03 1.37E-03 2.55E-04 4.25E-05 6.36E-06 8.52E-07 1.03E-07 1.11E-08 1.08E-09 9.38E-11 7.34E-12 5.16E-13 3.26E-14 1.85E-15 9.43E-17 4.32E-18
   8.50  1.082  2.88E+03 8.63E+02 5.91E+03 8.37E+01 1.44E+02 1.67E+02 1.56E+02 1.23E+02 8.41E+01 5.06E+01 2.69E+01 1.27E+01 5.35E+00 2.02E+00 6.80E-01 2.06E-01 5.59E-02 1.36E-02 2.99E-03 5.90E-04 1.05E-04 1.67E-05 2.41E-06 3.12E-07 3.64E-08 3.83E-09 3.63E-10 3.10E-11 2.39E-12 1.66E-13 1.04E-14 5.88E-16 3.00E-17
   9.00  1.114  4.10E+03 1.23E+03 8.58E+03 1.15E+02 1.99E+02 2.33E+02 2.20E+02 1.76E+02 1.23E+02 7.56E+01 4.12E+01 2.00E+01 8.71E+00 3.40E+00 1.19E+00 3.76E-01 1.07E-01 2.74E-02 6.32E-03 1.32E-03 2.48E-04 4.22E-05 6.48E-06 9.00E-07 1.13E-07 1.28E-08 1.32E-09 1.22E-10 1.02E-11 7.78E-13 5.35E-14 3.33E-15 1.87E-16
   9.50  1.144  5.85E+03 1.75E+03 1.24E+04 1.59E+02 2.76E+02 3.26E+02 3.11E+02 2.53E+02 1.79E+02 1.12E+02 6.27E+01 3.13E+01 1.40E+01 5.67E+00 2.06E+00 6.76E-01 2.00E-01 5.37E-02 1.30E-02 2.86E-03 5.69E-04 1.03E-04 1.68E-05 2.48E-06 3.33E-07 4.06E-08 4.48E-09 4.50E-10 4.09E-11 3.38E-12 2.53E-13 1.72E-14 1.06E-15
  10.00  1.174  8.33E+03 2.48E+03 1.80E+04 2.20E+02 3.82E+02 4.55E+02 4.39E+02 3.62E+02 2.61E+02 1.67E+02 9.51E+01 4.87E+01 2.24E+01 9.34E+00 3.51E+00 1.20E+00 3.69E-01 1.03E-01 2.62E-02 6.04E-03 1.27E-03 2.41E-04 4.17E-05 6.56E-06 9.39E-07 1.22E-07 1.45E-08 1.56E-09 1.53E-10 1.37E-11 1.11E-12 8.21E-14 5.53E-15
  11.00  1.231  1.84E+04 5.03E+03 3.77E+04 4.20E+02 7.37E+02 8.89E+02 8.73E+02 7.37E+02 5.48E+02 3.62E+02 2.15E+02 1.15E+02 5.60E+01 2.47E+01 9.87E+00 3.60E+00 1.19E+00 3.61E-01 9.96E-02 2.51E-02 5.78E-03 1.22E-03 2.34E-04 4.10E-05 6.59E-06 9.69E-07 1.30E-07 1.60E-08 1.80E-09 1.86E-10 1.75E-11 1.51E-12 1.19E-13
  12.00  1.286  3.88E+04 1.02E+04 7.88E+04 8.05E+02 1.42E+03 1.74E+03 1.74E+03 1.50E+03 1.14E+03 7.80E+02 4.80E+02 2.68E+02 1.36E+02 6.31E+01 2.67E+01 1.03E+01 3.65E+00 1.18E+00 3.52E-01 9.61E-02 2.40E-02 5.53E-03 1.17E-03 2.26E-04 4.03E-05 6.59E-06 9.92E-07 1.37E-07 1.74E-08 2.04E-09 2.19E-10 2.17E-11 1.97E-12
  13.00  1.339  8.00E+04 2.06E+04 1.64E+05 1.55E+03 2.76E+03 3.40E+03 3.45E+03 3.03E+03 2.37E+03 1.66E+03 1.06E+03 6.11E+02 3.23E+02 1.56E+02 6.93E+01 2.83E+01 1.06E+01 3.65E+00 1.16E+00 3.39E-01 9.12E-02 2.27E-02 5.19E-03 1.10E-03 2.14E-04 3.85E-05 6.39E-06 9.79E-07 1.39E-07 1.81E-08 2.19E-09 2.44E-10 2.51E-11
  14.00  1.389  1.62E+05 4.11E+04 3.35E+05 2.96E+03 5.29E+03 6.59E+03 6.76E+03 6.03E+03 4.79E+03 3.44E+03 2.24E+03 1.33E+03 7.28E+02 3.65E+02 1.68E+02 7.15E+01 2.80E+01 1.01E+01 3.39E+00 1.05E+00 2.99E-01 7.91E-02 1.93E-02 4.38E-03 9.17E-04 1.78E-04 3.20E-05 5.32E-06 8.20E-07 1.17E-07 1.55E-08 1.90E-09 2.16E-10
  15.00  1.438  3.22E+05 8.02E+04 6.70E+05 5.56E+03 9.98E+03 1.25E+04 1.30E+04 1.17E+04 9.48E+03 6.93E+03 4.62E+03 2.82E+03 1.58E+03 8.19E+02 3.91E+02 1.72E+02 7.03E+01 2.66E+01 9.29E+00 3.02E+00 9.07E-01 2.53E-01 6.56E-02 1.58E-02 3.52E-03 7.31E-04 1.41E-04 2.52E-05 4.19E-06 6.47E-07 9.29E-08 1.24E-08 1.54E-09
  16.00  1.485  6.29E+05 1.54E+05 1.31E+06 1.03E+04 1.85E+04 2.34E+04 2.44E+04 2.24E+04 1.83E+04 1.36E+04 9.27E+03 5.79E+03 3.33E+03 1.77E+03 8.72E+02 3.97E+02 1.68E+02 6.60E+01 2.41E+01 8.15E+00 2.57E+00 7.53E-01 2.05E-01 5.22E-02 1.23E-02 2.71E-03 5.56E-04 1.06E-04 1.89E-05 3.13E-06 4.84E-07 6.96E-08 9.34E-09
  17.00  1.531  1.21E+06 2.89E+05 2.51E+06 1.87E+04 3.38E+04 4.29E+04 4.53E+04 4.19E+04 3.48E+04 2.63E+04 1.82E+04 1.16E+04 6.82E+03 3.72E+03 1.88E+03 8.83E+02 3.86E+02 1.57E+02 5.93E+01 2.09E+01 6.87E+00 2.10E+00 6.01E-01 1.60E-01 3.99E-02 9.26E-03 2.01E-03 4.06E-04 7.68E-05 1.36E-05 2.23E-06 3.44E-07 4.95E-08
  18.00  1.575  2.28E+06 5.35E+05 4.74E+06 3.35E+04 6.08E+04 7.76E+04 8.25E+04 7.71E+04 6.48E+04 4.96E+04 3.49E+04 2.27E+04 1.36E+04 7.59E+03 3.94E+03 1.90E+03 8.54E+02 3.58E+02 1.40E+02 5.11E+01 1.74E+01 5.56E+00 1.66E+00 4.62E-01 1.20E-01 2.93E-02 6.69E-03 1.43E-03 2.85E-04 5.33E-05 9.32E-06 1.53E-06 2.34E-07
  19.00  1.618  4.23E+06 9.76E+05 8.80E+06 5.94E+04 1.08E+05 1.39E+05 1.48E+05 1.40E+05 1.19E+05 9.21E+04 6.58E+04 4.34E+04 2.66E+04 1.51E+04 8.02E+03 3.97E+03 1.83E+03 7.90E+02 3.18E+02 1.20E+02 4.24E+01 1.40E+01 4.34E+00 1.26E+00 3.42E-01 8.73E-02 2.08E-02 4.67E-03 9.80E-04 1.93E-04 3.56E-05 6.17E-06 1.00E-06
  20.00  1.660  7.74E+06 1.76E+06 1.61E+07 1.04E+05 1.89E+05 2.44E+05 2.63E+05 2.50E+05 2.14E+05 1.68E+05 1.22E+05 8.16E+04 5.08E+04 2.95E+04 1.60E+04 8.07E+03 3.81E+03 1.69E+03 7.00E+02 2.72E+02 9.92E+01 3.39E+01 1.09E+01 3.27E+00 9.25E-01 2.45E-01 6.11E-02 1.43E-02 3.14E-03 6.49E-04 1.26E-04 2.30E-05 3.94E-06
  22.50  1.761  4.38E+07 7.21E+06 6.85E+07 4.00E+05 7.34E+05 9.54E+05 1.04E+06 1.01E+06 8.84E+05 7.12E+05 5.30E+05 3.67E+05 2.37E+05 1.43E+05 8.12E+04 4.31E+04 2.15E+04 1.01E+04 4.44E+03 1.84E+03 7.18E+02 2.64E+02 9.13E+01 2.98E+01 9.15E+00 2.65E+00 7.24E-01 1.86E-01 4.53E-02 1.04E-02 2.24E-03 4.57E-04 8.78E-05
  25.00  1.856  1.82E+08 2.76E+07 2.71E+08 1.45E+06 2.67E+06 3.50E+06 3.86E+06 3.79E+06 3.38E+06 2.78E+06 2.12E+06 1.51E+06 1.01E+06 6.31E+05 3.71E+05 2.05E+05 1.07E+05 5.25E+04 2.43E+04 1.06E+04 4.39E+03 1.71E+03 6.32E+02 2.20E+02 7.26E+01 2.26E+01 6.67E+00 1.86E+00 4.91E-01 1.23E-01 2.90E-02 6.47E-03 1.37E-03
  30.00  2.034  3.58E+09 3.40E+08 3.53E+09 1.61E+07 3.00E+07 3.99E+07 4.48E+07 4.50E+07 4.13E+07 3.52E+07 2.79E+07 2.08E+07 1.45E+07 9.59E+06 5.98E+06 3.52E+06 1.97E+06 1.04E+06 5.23E+05 2.49E+05 1.12E+05 4.83E+04 1.97E+04 7.62E+03 2.80E+03 9.81E+02 3.26E+02 1.03E+02 3.10E+01 8.88E+00 2.42E+00 6.25E-01 1.54E-01
  40.00  2.348  6.09E+11 3.03E+10 3.42E+11 1.23E+09 2.32E+09 3.13E+09 3.61E+09 3.74E+09 3.57E+09 3.18E+09 2.66E+09 2.10E+09 1.57E+09 1.12E+09 7.54E+08 4.86E+08 2.98E+08 1.75E+08 9.77E+07 5.22E+07 2.67E+07 1.30E+07 6.09E+06 2.72E+06 1.17E+06 4.77E+05 1.87E+05 7.03E+04 2.53E+04 8.71E+03 2.88E+03 9.09E+02 2.75E+02
  50.00  2.625  3.29E+13 1.61E+12 1.94E+13 5.86E+10 1.11E+11 1.52E+11 1.77E+11 1.88E+11 1.84E+11 1.69E+11 1.46E+11 1.20E+11 9.39E+10 7.00E+10 4.99E+10 3.41E+10 2.23E+10 1.40E+10 8.40E+09 4.85E+09 2.69E+09 1.43E+09 7.32E+08 3.60E+08 1.70E+08 7.76E+07 3.39E+07 1.43E+07 5.79E+06 2.26E+06 8.46E+05 3.06E+05 1.06E+05
  60.00  2.876  1.22E+15 5.95E+13 7.54E+14 1.96E+12 3.73E+12 5.15E+12 6.11E+12 6.56E+12 6.55E+12 6.14E+12 5.45E+12 4.61E+12 3.72E+12 2.88E+12 2.13E+12 1.52E+12 1.04E+12 6.84E+11 4.34E+11 2.65E+11 1.56E+11 8.82E+10 4.82E+10 2.54E+10 1.29E+10 6.35E+09 3.01E+09 1.38E+09 6.08E+08 2.59E+08 1.07E+08 4.24E+07 1.63E+07
  70.00  3.106  3.43E+16 1.65E+15 2.19E+16 5.05E+13 9.64E+13 1.34E+14 1.60E+14 1.74E+14 1.76E+14 1.68E+14 1.52E+14 1.31E+14 1.09E+14 8.65E+13 6.60E+13 4.86E+13 3.44E+13 2.35E+13 1.55E+13 9.89E+12 6.09E+12 3.62E+12 2.08E+12 1.16E+12 6.23E+11 3.24E+11 1.63E+11 7.96E+10 3.76E+10 1.72E+10 7.58E+09 3.25E+09 1.35E+09
  80.00  3.321  7.70E+17 3.68E+16 5.06E+17 1.05E+15 2.01E+15 2.80E+15 3.38E+15 3.71E+15 3.79E+15 3.67E+15 3.37E+15 2.97E+15 2.51E+15 2.04E+15 1.59E+15 1.20E+15 8.76E+14 6.17E+14 4.20E+14 2.77E+14 1.77E+14 1.09E+14 6.55E+13 3.80E+13 2.14E+13 1.17E+13 6.16E+12 3.16E+12 1.57E+12 7.59E+11 3.55E+11 1.61E+11 7.11E+10
  90.00  3.522  1.44E+19 6.82E+17 9.68E+18 1.83E+16 3.51E+16 4.92E+16 5.97E+16 6.60E+16 6.82E+16 6.67E+16 6.21E+16 5.55E+16 4.76E+16 3.93E+16 3.14E+16 2.42E+16 1.80E+16 1.30E+16 9.12E+15 6.18E+15 4.07E+15 2.59E+15 1.61E+15 9.65E+14 5.63E+14 3.19E+14 1.76E+14 9.40E+13 4.88E+13 2.47E+13 1.21E+13 5.77E+12 2.67E+12
 100.00  3.713  2.31E+20 1.08E+19 1.58E+20 2.76E+17 5.30E+17 7.46E+17 9.09E+17 1.01E+18 1.05E+18 1.04E+18 9.79E+17 8.85E+17 7.70E+17 6.46E+17 5.24E+17 4.11E+17 3.13E+17 2.30E+17 1.65E+17 1.14E+17 7.72E+16 5.06E+16 3.22E+16 1.99E+16 1.20E+16 7.03E+15 4.00E+15 2.22E+15 1.19E+15 6.26E+14 3.20E+14 1.59E+14 7.68E+13
 110.00  3.894  3.25E+21 1.51E+20 2.26E+21 3.66E+18 7.06E+18 9.95E+18 1.22E+19 1.36E+19 1.43E+19 1.42E+19 1.35E+19 1.23E+19 1.09E+19 9.23E+18 7.59E+18 6.05E+18 4.68E+18 3.51E+18 2.56E+18 1.81E+18 1.25E+18 8.38E+17 5.47E+17 3.47E+17 2.15E+17 1.29E+17 7.57E+16 4.32E+16 2.40E+16 1.30E+16 6.87E+15 3.54E+15 1.77E+15
 120.00  4.067  4.08E+22 1.88E+21 2.88E+22 4.35E+19 8.41E+19 1.19E+20 1.46E+20 1.64E+20 1.73E+20 1.74E+20 1.66E+20 1.53E+20 1.36E+20 1.17E+20 9.75E+19 7.88E+19 6.18E+19 4.71E+19 3.49E+19 2.52E+19 1.77E+19 1.21E+19 8.05E+18 5.23E+18 3.31E+18 2.04E+18 1.22E+18 7.18E+17 4.10E+17 2.29E+17 1.24E+17 6.60E+16 3.41E+16
 130.00  4.233  4.63E+23 2.11E+22 3.31E+23 4.70E+20 9.10E+20 1.29E+21 1.59E+21 1.79E+21 1.90E+21 1.92E+21 1.85E+21 1.72E+21 1.54E+21 1.34E+21 1.13E+21 9.21E+20 7.32E+20 5.66E+20 4.25E+20 3.12E+20 2.22E+20 1.55E+20 1.05E+20 6.94E+19 4.48E+19 2.82E+19 1.73E+19 1.04E+19 6.09E+18 3.48E+18 1.94E+18 1.06E+18 5.63E+17
 140.00  4.393  4.81E+24 2.17E+23 3.48E+24 4.66E+21 9.03E+21 1.28E+22 1.59E+22 1.80E+22 1.91E+22 1.94E+22 1.88E+22 1.76E+22 1.59E+22 1.40E+22 1.19E+22 9.80E+21 7.87E+21 6.16E+21 4.69E+21 3.49E+21 2.52E+21 1.78E+21 1.23E+21 8.28E+20 5.44E+20 3.49E+20 2.19E+20 1.34E+20 8.00E+19 4.68E+19 2.67E+19 1.49E+19 8.13E+18
 150.00  4.547  4.61E+25 2.07E+24 3.37E+25 4.28E+22 8.30E+22 1.18E+23 1.46E+23 1.66E+23 1.78E+23 1.81E+23 1.77E+23 1.67E+23 1.52E+23 1.34E+23 1.15E+23 9.58E+22 7.77E+22 6.15E+22 4.74E+22 3.56E+22 2.62E+22 1.87E+22 1.31E+22 8.96E+21 5.98E+21 3.90E+21 2.49E+21 1.55E+21 9.46E+20 5.64E+20 3.29E+20 1.87E+20 1.05E+20
 160.00  4.696  4.12E+26 1.83E+25 3.03E+26 3.67E+23 7.11E+23 1.01E+24 1.26E+24 1.44E+24 1.54E+24 1.58E+24 1.55E+24 1.47E+24 1.34E+24 1.19E+24 1.03E+24 8.68E+23 7.11E+23 5.68E+23 4.42E+23 3.36E+23 2.50E+23 1.81E+23 1.28E+23 8.90E+22 6.03E+22 4.00E+22 2.59E+22 1.64E+22 1.02E+22 6.18E+21 3.67E+21 2.13E+21 1.21E+21
