                    ************************************************************************************************
                    *  Z= 32 A= 72: Positive-Parity Spin-dependent Level Density [MeV-1] for Ge 72 and ldmodel= 2  *
   2.25  0.469  6.07E+00 4.49E+00 2.55E+01 4.27E-01 1.05E+00 1.19E+00 9.28E-01 5.47E-01 2.52E-01 9.27E-02 2.73E-02 6.52E-03 1.26E-03 1.99E-04 2.55E-05 2.67E-06 2.29E-07 1.61E-08 9.25E-10 4.36E-11 1.68E-12 5.33E-14 1.39E-15 2.96E-17 5.18E-19 7.45E-21 8.81E-23 8.55E-25 6.82E-27 4.47E-29 1.00E-30 1.00E-30 1.00E-30
   2.50  0.494  9.80E+00 7.45E+00 4.23E+01 7.08E-01 1.75E+00 1.97E+00 1.54E+00 9.08E-01 4.19E-01 1.54E-01 4.53E-02 1.08E-02 2.09E-03 3.29E-04 4.23E-05 4.44E-06 3.80E-07 2.67E-08 1.53E-09 7.23E-11 2.79E-12 8.85E-14 2.30E-15 4.91E-17 8.60E-19 1.24E-20 1.46E-22 1.42E-24 1.13E-26 7.41E-29 1.00E-30 1.00E-30 1.00E-30
   2.75  0.518  1.57E+01 1.17E+01 6.83E+01 1.06E+00 2.64E+00 3.04E+00 2.44E+00 1.50E+00 7.26E-01 2.83E-01 8.94E-02 2.31E-02 4.88E-03 8.48E-04 1.21E-04 1.43E-05 1.40E-06 1.13E-07 7.51E-09 4.14E-10 1.89E-11 7.16E-13 2.25E-14 5.84E-16 1.26E-17 2.25E-19 3.33E-21 4.10E-23 4.19E-25 3.54E-27 2.49E-29 1.00E-30 1.00E-30
   3.00  0.541  2.45E+01 1.77E+01 1.08E+02 1.48E+00 3.75E+00 4.44E+00 3.73E+00 2.42E+00 1.26E+00 5.34E-01 1.86E-01 5.39E-02 1.30E-02 2.60E-03 4.35E-04 6.09E-05 7.14E-06 7.02E-07 5.79E-08 4.01E-09 2.34E-10 1.14E-11 4.69E-13 1.62E-14 4.71E-16 1.15E-17 2.37E-19 4.10E-21 5.97E-23 7.32E-25 7.56E-27 6.57E-29 1.00E-30
   3.25  0.563  3.77E+01 2.64E+01 1.66E+02 2.05E+00 5.25E+00 6.37E+00 5.54E+00 3.78E+00 2.09E+00 9.54E-01 3.63E-01 1.16E-01 3.10E-02 7.02E-03 1.34E-03 2.18E-04 2.99E-05 3.49E-06 3.46E-07 2.91E-08 2.09E-09 1.27E-10 6.58E-12 2.90E-13 1.09E-14 3.48E-16 9.48E-18 2.20E-19 4.34E-21 7.31E-23 1.05E-24 1.28E-26 1.34E-28
   3.50  0.584  5.70E+01 3.85E+01 2.51E+02 2.80E+00 7.25E+00 8.98E+00 8.07E+00 5.74E+00 3.35E+00 1.63E+00 6.66E-01 2.31E-01 6.82E-02 1.72E-02 3.69E-03 6.79E-04 1.07E-04 1.45E-05 1.68E-06 1.68E-07 1.44E-08 1.06E-09 6.70E-11 3.65E-12 1.71E-13 6.90E-15 2.40E-16 7.16E-18 1.84E-19 4.08E-21 7.79E-23 1.28E-24 1.81E-26
   3.75  0.605  8.47E+01 5.55E+01 3.74E+02 3.79E+00 9.89E+00 1.25E+01 1.15E+01 8.51E+00 5.20E+00 2.67E+00 1.17E+00 4.36E-01 1.40E-01 3.86E-02 9.18E-03 1.89E-03 3.36E-04 5.17E-05 6.89E-06 7.97E-07 7.99E-08 6.95E-09 5.25E-10 3.44E-11 1.96E-12 9.68E-14 4.16E-15 1.55E-16 5.03E-18 1.42E-19 3.47E-21 7.40E-23 1.37E-24
   4.00  0.625  1.24E+02 7.89E+01 5.47E+02 5.07E+00 1.33E+01 1.71E+01 1.62E+01 1.24E+01 7.86E+00 4.25E+00 1.96E+00 7.83E-01 2.70E-01 8.09E-02 2.11E-02 4.78E-03 9.45E-04 1.63E-04 2.46E-05 3.24E-06 3.73E-07 3.76E-08 3.31E-09 2.56E-10 1.73E-11 1.02E-12 5.29E-14 2.40E-15 9.56E-17 3.33E-18 1.02E-19 2.72E-21 6.38E-23
   4.25  0.644  1.80E+02 1.11E+02 7.91E+02 6.73E+00 1.78E+01 2.32E+01 2.25E+01 1.76E+01 1.16E+01 6.56E+00 3.19E+00 1.35E+00 4.97E-01 1.60E-01 4.51E-02 1.12E-02 2.43E-03 4.64E-04 7.79E-05 1.15E-05 1.50E-06 1.72E-07 1.75E-08 1.56E-09 1.23E-10 8.50E-12 5.20E-13 2.81E-14 1.34E-15 5.64E-17 2.09E-18 6.87E-20 1.99E-21
   4.50  0.663  2.57E+02 1.54E+02 1.13E+03 8.86E+00 2.37E+01 3.12E+01 3.08E+01 2.48E+01 1.69E+01 9.91E+00 5.04E+00 2.25E+00 8.77E-01 3.01E-01 9.12E-02 2.44E-02 5.77E-03 1.21E-03 2.24E-04 3.67E-05 5.34E-06 6.89E-07 7.89E-08 8.01E-09 7.23E-10 5.78E-11 4.11E-12 2.60E-13 1.46E-14 7.25E-16 3.21E-17 1.26E-18 4.41E-20
   4.75  0.681  3.62E+02 2.12E+02 1.59E+03 1.16E+01 3.11E+01 4.15E+01 4.17E+01 3.44E+01 2.41E+01 1.46E+01 7.77E+00 3.62E+00 1.49E+00 5.43E-01 1.75E-01 5.03E-02 1.28E-02 2.91E-03 5.89E-04 1.06E-04 1.71E-05 2.45E-06 3.13E-07 3.57E-08 3.64E-09 3.32E-10 2.70E-11 1.96E-12 1.27E-13 7.36E-15 3.82E-16 1.77E-17 7.31E-19
   5.00  0.698  5.07E+02 2.89E+02 2.22E+03 1.51E+01 4.06E+01 5.48E+01 5.59E+01 4.71E+01 3.39E+01 2.12E+01 1.17E+01 5.69E+00 2.46E+00 9.43E-01 3.23E-01 9.87E-02 2.70E-02 6.59E-03 1.44E-03 2.83E-04 4.98E-05 7.85E-06 1.11E-06 1.41E-07 1.60E-08 1.64E-09 1.51E-10 1.24E-11 9.19E-13 6.11E-14 3.65E-15 1.96E-16 9.47E-18
   5.50  0.732  1.03E+03 5.23E+02 4.22E+03 2.49E+01 6.79E+01 9.33E+01 9.78E+01 8.54E+01 6.44E+01 4.27E+01 2.51E+01 1.31E+01 6.15E+00 2.59E+00 9.81E-01 3.35E-01 1.03E-01 2.87E-02 7.20E-03 1.64E-03 3.36E-04 6.26E-05 1.05E-05 1.61E-06 2.22E-07 2.78E-08 3.15E-09 3.24E-10 3.02E-11 2.55E-12 1.95E-13 1.36E-14 8.55E-16
   6.00  0.765  1.95E+03 9.20E+02 7.73E+03 4.04E+01 1.11E+02 1.55E+02 1.66E+02 1.50E+02 1.17E+02 8.13E+01 5.04E+01 2.81E+01 1.41E+01 6.41E+00 2.64E+00 9.90E-01 3.37E-01 1.04E-01 2.95E-02 7.58E-03 1.78E-03 3.80E-04 7.40E-05 1.32E-05 2.14E-06 3.17E-07 4.30E-08 5.32E-09 6.01E-10 6.21E-11 5.86E-12 5.05E-13 3.98E-14
   6.50  0.796  3.53E+03 1.58E+03 1.38E+04 6.42E+01 1.77E+02 2.51E+02 2.74E+02 2.54E+02 2.06E+02 1.48E+02 9.63E+01 5.65E+01 3.01E+01 1.46E+01 6.49E+00 2.63E+00 9.75E-01 3.31E-01 1.03E-01 2.95E-02 7.72E-03 1.86E-03 4.10E-04 8.33E-05 1.55E-05 2.66E-06 4.20E-07 6.08E-08 8.11E-09 9.93E-10 1.12E-10 1.16E-11 1.11E-12
   7.00  0.826  6.17E+03 2.64E+03 2.40E+04 1.00E+02 2.79E+02 3.98E+02 4.43E+02 4.20E+02 3.50E+02 2.61E+02 1.76E+02 1.08E+02 6.08E+01 3.12E+01 1.47E+01 6.39E+00 2.55E+00 9.39E-01 3.18E-01 9.95E-02 2.87E-02 7.65E-03 1.88E-03 4.28E-04 9.00E-05 1.75E-05 3.14E-06 5.21E-07 8.00E-08 1.14E-08 1.49E-09 1.81E-10 2.04E-11
   7.50  0.855  1.05E+04 4.35E+03 4.07E+04 1.54E+02 4.31E+02 6.22E+02 7.03E+02 6.78E+02 5.80E+02 4.46E+02 3.12E+02 1.99E+02 1.17E+02 6.31E+01 3.14E+01 1.45E+01 6.16E+00 2.43E+00 8.86E-01 3.00E-01 9.41E-02 2.74E-02 7.41E-03 1.86E-03 4.33E-04 9.38E-05 1.89E-05 3.53E-06 6.13E-07 9.89E-08 1.48E-08 2.07E-09 2.69E-10
   8.00  0.883  1.75E+04 7.02E+03 6.78E+04 2.34E+02 6.57E+02 9.57E+02 1.09E+03 1.08E+03 9.39E+02 7.41E+02 5.34E+02 3.53E+02 2.15E+02 1.22E+02 6.35E+01 3.08E+01 1.39E+01 5.81E+00 2.26E+00 8.21E-01 2.77E-01 8.73E-02 2.56E-02 7.02E-03 1.79E-03 4.27E-04 9.49E-05 1.97E-05 3.81E-06 6.89E-07 1.16E-07 1.83E-08 2.69E-09
   8.50  0.911  2.87E+04 1.11E+04 1.11E+05 3.51E+02 9.88E+02 1.45E+03 1.68E+03 1.67E+03 1.49E+03 1.20E+03 8.91E+02 6.08E+02 3.84E+02 2.25E+02 1.23E+02 6.23E+01 2.95E+01 1.30E+01 5.38E+00 2.07E+00 7.48E-01 2.53E-01 7.98E-02 2.36E-02 6.53E-03 1.69E-03 4.11E-04 9.34E-05 1.99E-05 3.98E-06 7.44E-07 1.31E-07 2.15E-08
   9.00  0.937  4.61E+04 1.75E+04 1.79E+05 5.20E+02 1.47E+03 2.17E+03 2.54E+03 2.57E+03 2.32E+03 1.92E+03 1.45E+03 1.02E+03 6.63E+02 4.02E+02 2.28E+02 1.21E+02 5.97E+01 2.77E+01 1.20E+01 4.90E+00 1.87E+00 6.72E-01 2.27E-01 7.18E-02 2.13E-02 5.97E-03 1.57E-03 3.87E-04 8.99E-05 1.96E-05 4.03E-06 7.78E-07 1.41E-07
   9.50  0.963  7.31E+04 2.70E+04 2.83E+05 7.62E+02 2.16E+03 3.21E+03 3.79E+03 3.88E+03 3.57E+03 3.00E+03 2.32E+03 1.67E+03 1.12E+03 6.99E+02 4.09E+02 2.25E+02 1.16E+02 5.60E+01 2.55E+01 1.09E+01 4.40E+00 1.67E+00 5.96E-01 2.01E-01 6.37E-02 1.90E-02 5.37E-03 1.43E-03 3.58E-04 8.47E-05 1.89E-05 3.98E-06 7.90E-07
  10.00  0.988  1.14E+05 4.11E+04 4.43E+05 1.11E+03 3.14E+03 4.70E+03 5.59E+03 5.79E+03 5.40E+03 4.61E+03 3.64E+03 2.68E+03 1.84E+03 1.18E+03 7.13E+02 4.05E+02 2.16E+02 1.09E+02 5.16E+01 2.31E+01 9.76E+00 3.89E+00 1.47E+00 5.22E-01 1.76E-01 5.58E-02 1.68E-02 4.77E-03 1.28E-03 3.26E-04 7.84E-05 1.78E-05 3.84E-06
  11.00  1.036  3.00E+05 9.30E+04 1.04E+06 2.30E+03 6.57E+03 9.92E+03 1.20E+04 1.26E+04 1.20E+04 1.05E+04 8.56E+03 6.51E+03 4.64E+03 3.12E+03 1.97E+03 1.18E+03 6.67E+02 3.56E+02 1.80E+02 8.65E+01 3.93E+01 1.69E+01 6.93E+00 2.69E+00 9.90E-01 3.46E-01 1.15E-01 3.62E-02 1.08E-02 3.08E-03 8.32E-04 2.14E-04 5.21E-05
  12.00  1.082  7.11E+05 2.05E+05 2.36E+06 4.85E+03 1.39E+04 2.10E+04 2.55E+04 2.71E+04 2.61E+04 2.32E+04 1.92E+04 1.49E+04 1.08E+04 7.44E+03 4.82E+03 2.96E+03 1.72E+03 9.50E+02 4.97E+02 2.47E+02 1.17E+02 5.24E+01 2.24E+01 9.07E+00 3.50E+00 1.29E+00 4.49E-01 1.49E-01 4.73E-02 1.43E-02 4.09E-03 1.12E-03 2.91E-04
  13.00  1.126  1.58E+06 4.37E+05 5.13E+06 9.92E+03 2.84E+04 4.32E+04 5.28E+04 5.66E+04 5.50E+04 4.94E+04 4.14E+04 3.26E+04 2.42E+04 1.69E+04 1.12E+04 7.04E+03 4.20E+03 2.38E+03 1.28E+03 6.58E+02 3.21E+02 1.49E+02 6.61E+01 2.79E+01 1.12E+01 4.30E+00 1.57E+00 5.47E-01 1.82E-01 5.77E-02 1.75E-02 5.04E-03 1.39E-03
  14.00  1.169  3.39E+06 9.02E+05 1.08E+07 1.97E+04 5.66E+04 8.64E+04 1.06E+05 1.14E+05 1.12E+05 1.02E+05 8.64E+04 6.89E+04 5.19E+04 3.69E+04 2.49E+04 1.60E+04 9.76E+03 5.67E+03 3.13E+03 1.65E+03 8.30E+02 3.98E+02 1.82E+02 7.94E+01 3.31E+01 1.32E+01 5.01E+00 1.82E+00 6.31E-01 2.09E-01 6.63E-02 2.01E-02 5.81E-03
  15.00  1.210  7.01E+06 1.81E+06 2.21E+07 3.82E+04 1.10E+05 1.68E+05 2.08E+05 2.25E+05 2.23E+05 2.04E+05 1.75E+05 1.41E+05 1.08E+05 7.79E+04 5.35E+04 3.49E+04 2.17E+04 1.29E+04 7.29E+03 3.94E+03 2.03E+03 1.00E+03 4.71E+02 2.12E+02 9.12E+01 3.75E+01 1.48E+01 5.57E+00 2.01E+00 6.92E-01 2.28E-01 7.22E-02 2.18E-02
  16.00  1.249  1.41E+07 3.55E+06 4.39E+07 7.25E+04 2.09E+05 3.21E+05 3.97E+05 4.33E+05 4.31E+05 3.98E+05 3.45E+05 2.81E+05 2.17E+05 1.59E+05 1.11E+05 7.37E+04 4.67E+04 2.82E+04 1.63E+04 9.00E+03 4.75E+03 2.40E+03 1.16E+03 5.36E+02 2.37E+02 1.01E+02 4.09E+01 1.59E+01 5.93E+00 2.12E+00 7.26E-01 2.38E-01 7.50E-02
  17.00  1.288  2.77E+07 6.81E+06 8.55E+07 1.35E+05 3.89E+05 5.98E+05 7.44E+05 8.15E+05 8.16E+05 7.60E+05 6.63E+05 5.47E+05 4.27E+05 3.17E+05 2.24E+05 1.51E+05 9.71E+04 5.97E+04 3.51E+04 1.98E+04 1.07E+04 5.50E+03 2.72E+03 1.29E+03 5.86E+02 2.55E+02 1.07E+02 4.28E+01 1.65E+01 6.07E+00 2.15E+00 7.31E-01 2.38E-01
  18.00  1.325  5.33E+07 1.28E+07 1.63E+08 2.46E+05 7.11E+05 1.10E+06 1.37E+06 1.51E+06 1.52E+06 1.42E+06 1.25E+06 1.04E+06 8.20E+05 6.16E+05 4.40E+05 3.01E+05 1.96E+05 1.23E+05 7.34E+04 4.21E+04 2.31E+04 1.22E+04 6.15E+03 2.98E+03 1.39E+03 6.20E+02 2.66E+02 1.09E+02 4.33E+01 1.64E+01 6.00E+00 2.10E+00 7.09E-01
  19.00  1.361  1.01E+08 2.36E+07 3.05E+08 4.42E+05 1.28E+06 1.98E+06 2.47E+06 2.73E+06 2.77E+06 2.61E+06 2.31E+06 1.94E+06 1.54E+06 1.17E+06 8.47E+05 5.86E+05 3.87E+05 2.46E+05 1.49E+05 8.69E+04 4.86E+04 2.61E+04 1.34E+04 6.65E+03 3.16E+03 1.44E+03 6.34E+02 2.67E+02 1.09E+02 4.24E+01 1.59E+01 5.74E+00 1.99E+00
  20.00  1.397  1.86E+08 4.28E+07 5.60E+08 7.83E+05 2.26E+06 3.51E+06 4.40E+06 4.88E+06 4.96E+06 4.71E+06 4.20E+06 3.55E+06 2.85E+06 2.18E+06 1.59E+06 1.12E+06 7.47E+05 4.80E+05 2.96E+05 1.75E+05 9.93E+04 5.42E+04 2.84E+04 1.43E+04 6.95E+03 3.24E+03 1.46E+03 6.28E+02 2.61E+02 1.04E+02 4.02E+01 1.49E+01 5.31E+00
  22.50  1.482  1.08E+09 1.78E+08 2.40E+09 3.07E+06 8.91E+06 1.39E+07 1.75E+07 1.96E+07 2.01E+07 1.93E+07 1.75E+07 1.50E+07 1.23E+07 9.59E+06 7.18E+06 5.15E+06 3.54E+06 2.34E+06 1.49E+06 9.10E+05 5.35E+05 3.03E+05 1.65E+05 8.69E+04 4.40E+04 2.15E+04 1.01E+04 4.59E+03 2.01E+03 8.47E+02 3.45E+02 1.35E+02 5.13E+01
  25.00  1.562  4.50E+09 6.85E+08 9.47E+09 1.12E+07 3.26E+07 5.09E+07 6.45E+07 7.27E+07 7.54E+07 7.32E+07 6.70E+07 5.84E+07 4.85E+07 3.86E+07 2.94E+07 2.15E+07 1.52E+07 1.03E+07 6.70E+06 4.21E+06 2.55E+06 1.49E+06 8.41E+05 4.58E+05 2.40E+05 1.22E+05 5.97E+04 2.83E+04 1.29E+04 5.70E+03 2.43E+03 1.00E+03 3.99E+02
  30.00  1.711  8.86E+10 8.41E+09 1.21E+11 1.26E+08 3.67E+08 5.76E+08 7.37E+08 8.40E+08 8.83E+08 8.71E+08 8.14E+08 7.25E+08 6.18E+08 5.05E+08 3.97E+08 3.01E+08 2.20E+08 1.55E+08 1.05E+08 6.91E+07 4.39E+07 2.70E+07 1.61E+07 9.24E+06 5.15E+06 2.77E+06 1.45E+06 7.33E+05 3.59E+05 1.71E+05 7.84E+04 3.50E+04 1.51E+04
  40.00  1.975  1.48E+13 7.36E+11 1.14E+13 9.62E+09 2.81E+10 4.45E+10 5.75E+10 6.66E+10 7.14E+10 7.21E+10 6.92E+10 6.36E+10 5.62E+10 4.78E+10 3.92E+10 3.11E+10 2.39E+10 1.78E+10 1.28E+10 8.98E+09 6.10E+09 4.02E+09 2.57E+09 1.60E+09 9.69E+08 5.70E+08 3.26E+08 1.81E+08 9.77E+07 5.14E+07 2.63E+07 1.31E+07 6.32E+06
  50.00  2.209  7.99E+14 3.92E+13 6.41E+14 4.60E+11 1.35E+12 2.14E+12 2.80E+12 3.27E+12 3.56E+12 3.65E+12 3.57E+12 3.35E+12 3.03E+12 2.65E+12 2.24E+12 1.83E+12 1.46E+12 1.13E+12 8.47E+11 6.19E+11 4.40E+11 3.04E+11 2.05E+11 1.35E+11 8.62E+10 5.38E+10 3.27E+10 1.94E+10 1.12E+10 6.31E+09 3.47E+09 1.86E+09 9.73E+08
  60.00  2.419  3.03E+16 1.47E+15 2.51E+16 1.58E+13 4.64E+13 7.41E+13 9.73E+13 1.15E+14 1.26E+14 1.31E+14 1.30E+14 1.24E+14 1.14E+14 1.02E+14 8.78E+13 7.37E+13 6.02E+13 4.78E+13 3.70E+13 2.79E+13 2.05E+13 1.47E+13 1.03E+13 7.04E+12 4.70E+12 3.06E+12 1.95E+12 1.21E+12 7.36E+11 4.37E+11 2.53E+11 1.44E+11 7.97E+10
  70.00  2.613  8.78E+17 4.24E+16 7.51E+17 4.22E+14 1.24E+15 1.99E+15 2.62E+15 3.11E+15 3.44E+15 3.61E+15 3.62E+15 3.50E+15 3.26E+15 2.95E+15 2.60E+15 2.22E+15 1.85E+15 1.50E+15 1.19E+15 9.21E+14 6.95E+14 5.13E+14 3.70E+14 2.61E+14 1.80E+14 1.21E+14 8.00E+13 5.16E+13 3.26E+13 2.02E+13 1.22E+13 7.23E+12 4.19E+12
  80.00  2.794  2.06E+19 9.85E+17 1.80E+19 9.20E+15 2.71E+16 4.35E+16 5.75E+16 6.87E+16 7.64E+16 8.07E+16 8.17E+16 7.97E+16 7.53E+16 6.90E+16 6.15E+16 5.34E+16 4.52E+16 3.74E+16 3.02E+16 2.38E+16 1.84E+16 1.39E+16 1.02E+16 7.41E+15 5.24E+15 3.64E+15 2.47E+15 1.64E+15 1.07E+15 6.84E+14 4.28E+14 2.63E+14 1.58E+14
  90.00  2.963  4.05E+20 1.92E+19 3.62E+20 1.69E+17 4.99E+17 8.03E+17 1.07E+18 1.28E+18 1.43E+18 1.52E+18 1.55E+18 1.52E+18 1.45E+18 1.35E+18 1.21E+18 1.07E+18 9.16E+17 7.68E+17 6.30E+17 5.06E+17 3.97E+17 3.06E+17 2.30E+17 1.70E+17 1.23E+17 8.73E+16 6.07E+16 4.14E+16 2.77E+16 1.82E+16 1.17E+16 7.41E+15 4.60E+15
 100.00  3.123  6.86E+21 3.23E+20 6.24E+21 2.70E+18 7.97E+18 1.28E+19 1.71E+19 2.06E+19 2.31E+19 2.47E+19 2.53E+19 2.51E+19 2.41E+19 2.26E+19 2.05E+19 1.83E+19 1.59E+19 1.35E+19 1.12E+19 9.11E+18 7.26E+18 5.68E+18 4.35E+18 3.27E+18 2.41E+18 1.75E+18 1.24E+18 8.64E+17 5.91E+17 3.97E+17 2.62E+17 1.70E+17 1.08E+17
 110.00  3.276  1.02E+23 4.77E+21 9.43E+22 3.81E+19 1.13E+20 1.82E+20 2.42E+20 2.92E+20 3.30E+20 3.54E+20 3.65E+20 3.64E+20 3.52E+20 3.32E+20 3.05E+20 2.73E+20 2.40E+20 2.06E+20 1.73E+20 1.43E+20 1.15E+20 9.13E+19 7.10E+19 5.42E+19 4.06E+19 2.99E+19 2.16E+19 1.53E+19 1.07E+19 7.34E+18 4.94E+18 3.27E+18 2.13E+18
 120.00  3.421  1.36E+24 6.31E+22 1.27E+24 4.83E+20 1.43E+21 2.30E+21 3.08E+21 3.73E+21 4.22E+21 4.55E+21 4.71E+21 4.72E+21 4.60E+21 4.36E+21 4.03E+21 3.65E+21 3.23E+21 2.80E+21 2.38E+21 1.98E+21 1.62E+21 1.30E+21 1.02E+21 7.91E+20 6.01E+20 4.49E+20 3.29E+20 2.38E+20 1.69E+20 1.18E+20 8.07E+19 5.44E+19 3.61E+19
 130.00  3.561  1.65E+25 7.55E+23 1.55E+25 5.56E+21 1.64E+22 2.66E+22 3.56E+22 4.31E+22 4.90E+22 5.30E+22 5.52E+22 5.56E+22 5.44E+22 5.19E+22 4.83E+22 4.40E+22 3.92E+22 3.43E+22 2.94E+22 2.47E+22 2.04E+22 1.65E+22 1.32E+22 1.03E+22 7.93E+21 6.00E+21 4.47E+21 3.27E+21 2.35E+21 1.67E+21 1.16E+21 7.98E+20 5.38E+20
 140.00  3.696  1.82E+26 8.28E+24 1.73E+26 5.87E+22 1.74E+23 2.81E+23 3.77E+23 4.58E+23 5.22E+23 5.66E+23 5.92E+23 5.98E+23 5.89E+23 5.64E+23 5.29E+23 4.85E+23 4.35E+23 3.83E+23 3.31E+23 2.81E+23 2.34E+23 1.91E+23 1.54E+23 1.22E+23 9.48E+22 7.26E+22 5.47E+22 4.05E+22 2.96E+22 2.12E+22 1.50E+22 1.05E+22 7.17E+21
 150.00  3.825  1.86E+27 8.38E+25 1.78E+27 5.75E+23 1.70E+24 2.76E+24 3.71E+24 4.51E+24 5.15E+24 5.60E+24 5.87E+24 5.96E+24 5.89E+24 5.67E+24 5.34E+24 4.92E+24 4.45E+24 3.94E+24 3.43E+24 2.93E+24 2.46E+24 2.03E+24 1.65E+24 1.32E+24 1.04E+24 8.01E+23 6.10E+23 4.58E+23 3.38E+23 2.46E+23 1.76E+23 1.24E+23 8.63E+22
 160.00  3.951  1.77E+28 7.90E+26 1.70E+28 5.25E+24 1.55E+25 2.52E+25 3.39E+25 4.13E+25 4.73E+25 5.16E+25 5.42E+25 5.53E+25 5.48E+25 5.30E+25 5.02E+25 4.65E+25 4.22E+25 3.77E+25 3.30E+25 2.84E+25 2.40E+25 2.00E+25 1.63E+25 1.32E+25 1.04E+25 8.16E+24 6.28E+24 4.75E+24 3.55E+24 2.61E+24 1.89E+24 1.35E+24 9.50E+23
 170.00  4.072  1.57E+29 6.98E+27 1.53E+29 4.50E+25 1.33E+26 2.16E+26 2.91E+26 3.56E+26 4.08E+26 4.46E+26 4.70E+26 4.80E+26 4.78E+26 4.64E+26 4.41E+26 4.11E+26 3.75E+26 3.36E+26 2.96E+26 2.56E+26 2.18E+26 1.83E+26 1.51E+26 1.23E+26 9.80E+25 7.72E+25 5.99E+25 4.58E+25 3.46E+25 2.57E+25 1.88E+25 1.36E+25 9.66E+24
