                    ************************************************************************************************
                    *  Z= 40 A= 90: Positive-Parity Spin-dependent Level Density [MeV-1] for Zr 90 and ldmodel= 6  *
   2.25  0.464  2.28E+00 8.43E-01 1.59E-01 4.87E-02 1.00E-30 2.20E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.489  2.80E+00 3.90E-01 2.04E-01 4.95E-02 1.00E-30 3.09E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.513  3.27E+00 1.55E-01 7.05E-01 5.04E-02 1.00E-30 1.31E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.536  3.86E+00 8.01E-02 1.36E+00 5.12E-02 1.00E-30 2.32E-01 1.00E-30 1.63E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.558  4.85E+00 5.83E-02 6.68E+00 5.21E-02 1.00E-30 5.29E-01 1.00E-30 1.92E-01 1.00E-30 1.00E-30 1.00E-30 1.33E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.579  6.45E+00 1.10E-01 2.12E+01 5.30E-02 1.00E-30 1.11E+00 1.00E-30 6.73E-01 1.00E-30 1.59E-02 1.00E-30 5.50E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.599  8.61E+00 2.76E-01 3.76E+01 2.26E-01 1.00E-30 1.50E+00 1.00E-30 1.21E+00 1.00E-30 1.95E-01 1.00E-30 9.65E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.619  1.13E+01 3.32E-01 5.59E+01 4.66E-01 2.19E-01 1.75E+00 1.12E-01 1.60E+00 1.12E-01 6.82E-01 1.12E-01 1.12E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.638  1.51E+01 1.66E+00 9.35E+01 6.50E-01 6.44E-01 2.12E+00 7.34E-01 2.02E+00 7.34E-01 1.35E+00 7.34E-01 1.20E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.657  2.10E+01 3.38E+00 1.57E+02 1.04E+00 9.60E-01 2.89E+00 1.83E+00 2.81E+00 1.83E+00 2.40E+00 1.83E+00 1.27E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.675  3.06E+01 5.11E+00 2.57E+02 1.46E+00 1.49E+00 4.06E+00 3.05E+00 4.05E+00 3.02E+00 3.96E+00 2.99E+00 1.72E+00 4.82E-01 2.41E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.692  4.70E+01 7.60E+00 4.34E+02 2.05E+00 2.79E+00 5.97E+00 5.03E+00 6.07E+00 4.89E+00 5.94E+00 4.73E+00 3.21E+00 1.60E+00 8.01E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.726  1.29E+02 2.13E+01 1.06E+03 4.30E+00 6.64E+00 1.28E+01 1.27E+01 1.43E+01 1.22E+01 1.40E+01 1.06E+01 8.12E+00 4.45E+00 2.35E+00 2.79E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.758  2.68E+02 5.62E+01 1.75E+03 5.58E+00 1.13E+01 1.89E+01 2.13E+01 2.47E+01 2.27E+01 2.22E+01 1.69E+01 1.29E+01 7.56E+00 3.67E+00 6.71E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.789  4.36E+02 1.30E+02 1.61E+03 5.78E+00 1.04E+01 1.84E+01 1.94E+01 2.51E+01 2.23E+01 2.11E+01 1.47E+01 1.23E+01 5.62E+00 2.60E+00 2.65E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.819  6.36E+02 1.86E+02 2.19E+03 6.72E+00 1.33E+01 2.26E+01 2.45E+01 2.93E+01 2.67E+01 2.64E+01 2.01E+01 1.74E+01 9.78E+00 5.49E+00 2.11E+00 2.90E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.848  1.00E+03 1.48E+02 4.45E+03 1.12E+01 2.54E+01 4.18E+01 4.72E+01 5.43E+01 5.13E+01 5.00E+01 4.12E+01 3.44E+01 2.24E+01 1.41E+01 5.82E+00 2.31E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.876  1.70E+03 2.34E+02 7.40E+03 1.75E+01 4.00E+01 6.74E+01 7.72E+01 9.00E+01 8.53E+01 8.26E+01 6.78E+01 5.60E+01 3.68E+01 2.39E+01 1.11E+01 4.99E+00 5.97E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.902  2.87E+03 4.97E+02 1.00E+04 2.20E+01 4.94E+01 8.68E+01 1.01E+02 1.18E+02 1.13E+02 1.10E+02 8.99E+01 7.37E+01 4.96E+01 3.40E+01 1.75E+01 9.22E+00 2.63E+00 4.09E-01 1.81E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.929  4.42E+03 7.41E+02 1.45E+04 2.76E+01 6.53E+01 1.13E+02 1.32E+02 1.54E+02 1.51E+02 1.49E+02 1.25E+02 1.05E+02 7.55E+01 5.44E+01 3.17E+01 1.86E+01 7.74E+00 3.85E+00 1.05E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.954  6.47E+03 9.37E+02 2.00E+04 3.59E+01 8.92E+01 1.49E+02 1.78E+02 2.06E+02 2.04E+02 2.01E+02 1.71E+02 1.45E+02 1.07E+02 7.74E+01 4.73E+01 2.81E+01 1.31E+01 5.82E+00 1.45E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.979  9.25E+03 1.35E+03 2.67E+04 4.71E+01 1.21E+02 1.98E+02 2.41E+02 2.74E+02 2.73E+02 2.66E+02 2.29E+02 1.92E+02 1.43E+02 1.02E+02 6.37E+01 3.71E+01 1.71E+01 6.90E+00 1.57E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.027  2.37E+04 2.40E+03 8.35E+04 1.18E+02 3.28E+02 5.20E+02 6.55E+02 7.48E+02 7.70E+02 7.51E+02 6.75E+02 5.80E+02 4.61E+02 3.49E+02 2.42E+02 1.58E+02 9.06E+01 4.60E+01 1.80E+01 7.19E+00 1.45E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.072  4.41E+04 7.71E+03 1.53E+05 2.09E+02 5.86E+02 9.30E+02 1.17E+03 1.34E+03 1.39E+03 1.35E+03 1.22E+03 1.05E+03 8.46E+02 6.50E+02 4.59E+02 3.05E+02 1.81E+02 9.75E+01 4.19E+01 1.47E+01 2.66E+00 1.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.116  8.97E+04 1.27E+04 3.87E+05 4.69E+02 1.33E+03 2.11E+03 2.69E+03 3.09E+03 3.23E+03 3.18E+03 2.92E+03 2.57E+03 2.13E+03 1.68E+03 1.25E+03 8.75E+02 5.64E+02 3.37E+02 1.74E+02 7.92E+01 2.59E+01 7.86E+00 5.65E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.158  1.87E+05 3.29E+04 8.92E+05 1.01E+03 2.90E+03 4.61E+03 5.90E+03 6.79E+03 7.15E+03 7.08E+03 6.58E+03 5.84E+03 4.89E+03 3.92E+03 2.96E+03 2.12E+03 1.41E+03 8.70E+02 4.83E+02 2.41E+02 1.01E+02 3.32E+01 8.41E+00 6.69E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.199  3.53E+05 7.27E+04 1.33E+06 1.44E+03 4.10E+03 6.54E+03 8.38E+03 9.70E+03 1.02E+04 1.02E+04 9.48E+03 8.46E+03 7.16E+03 5.81E+03 4.47E+03 3.29E+03 2.26E+03 1.48E+03 8.79E+02 4.84E+02 2.34E+02 1.00E+02 3.37E+01 1.04E+01 1.97E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.238  8.15E+05 9.89E+04 3.14E+06 3.16E+03 9.16E+03 1.45E+04 1.87E+04 2.17E+04 2.30E+04 2.31E+04 2.18E+04 1.97E+04 1.69E+04 1.39E+04 1.09E+04 8.13E+03 5.73E+03 3.82E+03 2.36E+03 1.35E+03 7.03E+02 3.27E+02 1.31E+02 4.30E+01 1.02E+01 1.08E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.276  1.54E+06 2.50E+05 5.21E+06 4.80E+03 1.40E+04 2.22E+04 2.87E+04 3.34E+04 3.57E+04 3.61E+04 3.45E+04 3.14E+04 2.74E+04 2.30E+04 1.84E+04 1.41E+04 1.03E+04 7.22E+03 4.77E+03 2.97E+03 1.72E+03 9.26E+02 4.47E+02 1.92E+02 6.98E+01 1.85E+01 5.42E+00 5.09E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.313  2.66E+06 3.73E+05 8.18E+06 7.50E+03 2.19E+04 3.47E+04 4.49E+04 5.22E+04 5.60E+04 5.65E+04 5.41E+04 4.94E+04 4.32E+04 3.62E+04 2.90E+04 2.22E+04 1.62E+04 1.14E+04 7.48E+03 4.66E+03 2.70E+03 1.45E+03 7.07E+02 3.06E+02 1.12E+02 3.32E+01 6.53E+00 5.30E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.349  4.89E+06 5.90E+05 1.48E+07 1.27E+04 3.70E+04 5.88E+04 7.65E+04 8.91E+04 9.61E+04 9.78E+04 9.41E+04 8.71E+04 7.69E+04 6.53E+04 5.32E+04 4.16E+04 3.12E+04 2.24E+04 1.53E+04 9.89E+03 6.04E+03 3.46E+03 1.83E+03 8.79E+02 3.73E+02 1.36E+02 3.85E+01 9.16E+00 5.22E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.384  8.27E+06 1.06E+06 2.24E+07 1.85E+04 5.41E+04 8.61E+04 1.12E+05 1.31E+05 1.41E+05 1.44E+05 1.39E+05 1.29E+05 1.15E+05 9.79E+04 8.03E+04 6.35E+04 4.80E+04 3.49E+04 2.42E+04 1.60E+04 1.00E+04 5.91E+03 3.25E+03 1.64E+03 7.47E+02 2.98E+02 9.83E+01 2.37E+01 1.00E+01 1.63E+00 5.59E-02 1.00E-30 1.00E-30
  22.50  1.468  2.73E+07 2.66E+06 4.97E+07 4.02E+04 1.18E+05 1.87E+05 2.43E+05 2.83E+05 3.07E+05 3.13E+05 3.04E+05 2.83E+05 2.52E+05 2.15E+05 1.78E+05 1.41E+05 1.08E+05 7.96E+04 5.63E+04 3.81E+04 2.46E+04 1.52E+04 8.86E+03 4.85E+03 2.46E+03 1.14E+03 4.74E+02 1.69E+02 4.89E+01 1.02E+01 3.81E+00 3.19E-01 1.00E-30
  25.00  1.548  6.78E+07 4.57E+06 1.03E+08 8.42E+04 2.46E+05 3.91E+05 5.07E+05 5.91E+05 6.40E+05 6.52E+05 6.33E+05 5.86E+05 5.21E+05 4.44E+05 3.66E+05 2.91E+05 2.22E+05 1.64E+05 1.16E+05 7.92E+04 5.19E+04 3.27E+04 1.97E+04 1.13E+04 6.15E+03 3.16E+03 1.50E+03 6.57E+02 2.56E+02 8.54E+01 2.28E+01 5.46E+01 1.71E+01
  30.00  1.695  6.34E+08 4.12E+07 9.00E+08 6.58E+05 1.92E+06 3.07E+06 4.01E+06 4.70E+06 5.13E+06 5.27E+06 5.16E+06 4.85E+06 4.38E+06 3.81E+06 3.21E+06 2.61E+06 2.05E+06 1.56E+06 1.15E+06 8.16E+05 5.61E+05 3.72E+05 2.38E+05 1.46E+05 8.67E+04 4.94E+04 2.70E+04 1.41E+04 6.98E+03 3.24E+03 1.38E+03 5.34E+02 1.76E+02
  40.00  1.958  4.52E+10 1.46E+09 3.50E+10 1.90E+07 5.59E+07 8.97E+07 1.19E+08 1.41E+08 1.57E+08 1.66E+08 1.66E+08 1.62E+08 1.52E+08 1.39E+08 1.22E+08 1.05E+08 8.78E+07 7.15E+07 5.68E+07 4.39E+07 3.32E+07 2.43E+07 1.75E+07 1.22E+07 8.26E+06 5.44E+06 3.49E+06 2.17E+06 1.30E+06 7.54E+05 4.21E+05 2.26E+05 1.15E+05
  50.00  2.189  1.88E+12 4.63E+10 1.25E+12 5.51E+08 1.62E+09 2.62E+09 3.48E+09 4.20E+09 4.72E+09 5.05E+09 5.19E+09 5.14E+09 4.95E+09 4.62E+09 4.20E+09 3.73E+09 3.23E+09 2.74E+09 2.26E+09 1.82E+09 1.44E+09 1.11E+09 8.36E+08 6.16E+08 4.43E+08 3.11E+08 2.13E+08 1.42E+08 9.24E+07 5.85E+07 3.60E+07 2.15E+07 1.24E+07
  60.00  2.398  6.85E+13 2.63E+12 7.06E+13 2.56E+10 7.57E+10 1.23E+11 1.64E+11 1.99E+11 2.27E+11 2.46E+11 2.56E+11 2.58E+11 2.53E+11 2.41E+11 2.24E+11 2.04E+11 1.81E+11 1.59E+11 1.35E+11 1.13E+11 9.23E+10 7.40E+10 5.82E+10 4.48E+10 3.38E+10 2.50E+10 1.81E+10 1.28E+10 8.87E+09 6.00E+09 3.97E+09 2.56E+09 1.61E+09
  70.00  2.590  1.79E+15 6.61E+13 1.82E+15 6.04E+11 1.79E+12 2.89E+12 3.90E+12 4.74E+12 5.40E+12 5.89E+12 6.17E+12 6.26E+12 6.19E+12 5.96E+12 5.59E+12 5.15E+12 4.63E+12 4.08E+12 3.54E+12 3.00E+12 2.50E+12 2.04E+12 1.63E+12 1.28E+12 9.90E+11 7.49E+11 5.55E+11 4.03E+11 2.87E+11 2.01E+11 1.36E+11 9.13E+10 5.97E+10
  80.00  2.769  4.20E+16 1.60E+15 4.46E+16 1.35E+13 3.98E+13 6.47E+13 8.70E+13 1.06E+14 1.22E+14 1.34E+14 1.40E+14 1.44E+14 1.43E+14 1.39E+14 1.31E+14 1.23E+14 1.12E+14 9.99E+13 8.75E+13 7.55E+13 6.38E+13 5.31E+13 4.33E+13 3.47E+13 2.74E+13 2.12E+13 1.61E+13 1.20E+13 8.78E+12 6.32E+12 4.46E+12 3.08E+12 2.10E+12
  90.00  2.937  8.30E+17 3.10E+16 8.95E+17 2.47E+14 7.34E+14 1.19E+15 1.61E+15 1.97E+15 2.27E+15 2.50E+15 2.65E+15 2.72E+15 2.72E+15 2.66E+15 2.55E+15 2.39E+15 2.20E+15 1.99E+15 1.76E+15 1.54E+15 1.32E+15 1.11E+15 9.21E+14 7.51E+14 6.03E+14 4.76E+14 3.69E+14 2.81E+14 2.11E+14 1.56E+14 1.13E+14 8.04E+13 5.62E+13
 100.00  3.096  1.84E+19 6.60E+17 1.98E+19 5.13E+15 1.52E+16 2.48E+16 3.35E+16 4.12E+16 4.75E+16 5.24E+16 5.57E+16 5.75E+16 5.79E+16 5.69E+16 5.48E+16 5.18E+16 4.79E+16 4.36E+16 3.91E+16 3.44E+16 2.98E+16 2.54E+16 2.13E+16 1.76E+16 1.43E+16 1.14E+16 9.01E+15 6.99E+15 5.33E+15 4.00E+15 2.96E+15 2.15E+15 1.54E+15
 110.00  3.247  4.64E+20 1.74E+19 5.18E+20 1.26E+17 3.72E+17 6.08E+17 8.23E+17 1.01E+18 1.17E+18 1.29E+18 1.38E+18 1.43E+18 1.45E+18 1.44E+18 1.38E+18 1.32E+18 1.23E+18 1.13E+18 1.02E+18 9.02E+17 7.88E+17 6.79E+17 5.76E+17 4.81E+17 3.95E+17 3.20E+17 2.56E+17 2.02E+17 1.57E+17 1.19E+17 8.95E+16 6.62E+16 4.82E+16
 120.00  3.391  8.48E+21 3.19E+20 9.43E+21 2.18E+18 6.45E+18 1.05E+19 1.43E+19 1.75E+19 2.04E+19 2.26E+19 2.42E+19 2.51E+19 2.55E+19 2.54E+19 2.46E+19 2.35E+19 2.20E+19 2.04E+19 1.85E+19 1.65E+19 1.45E+19 1.26E+19 1.08E+19 9.05E+18 7.52E+18 6.15E+18 4.97E+18 3.94E+18 3.10E+18 2.39E+18 1.82E+18 1.36E+18 1.01E+18
 130.00  3.529  1.26E+23 4.60E+21 1.40E+23 3.04E+19 9.06E+19 1.48E+20 2.00E+20 2.47E+20 2.88E+20 3.20E+20 3.43E+20 3.58E+20 3.64E+20 3.63E+20 3.55E+20 3.41E+20 3.22E+20 2.98E+20 2.72E+20 2.46E+20 2.18E+20 1.90E+20 1.65E+20 1.39E+20 1.17E+20 9.67E+19 7.89E+19 6.35E+19 5.04E+19 3.95E+19 3.06E+19 2.33E+19 1.75E+19
 140.00  3.663  2.04E+24 7.61E+22 2.32E+24 4.80E+20 1.43E+21 2.33E+21 3.17E+21 3.91E+21 4.55E+21 5.07E+21 5.46E+21 5.71E+21 5.83E+21 5.84E+21 5.73E+21 5.53E+21 5.24E+21 4.88E+21 4.49E+21 4.06E+21 3.62E+21 3.20E+21 2.77E+21 2.38E+21 2.01E+21 1.68E+21 1.38E+21 1.12E+21 9.01E+20 7.13E+20 5.58E+20 4.30E+20 3.28E+20
 150.00  3.791  2.89E+25 1.09E+24 3.31E+25 6.55E+21 1.94E+22 3.18E+22 4.33E+22 5.35E+22 6.24E+22 6.96E+22 7.51E+22 7.88E+22 8.08E+22 8.10E+22 7.98E+22 7.71E+22 7.35E+22 6.89E+22 6.37E+22 5.79E+22 5.20E+22 4.61E+22 4.03E+22 3.48E+22 2.96E+22 2.49E+22 2.07E+22 1.70E+22 1.38E+22 1.10E+22 8.68E+21 6.77E+21 5.21E+21
 160.00  3.916  3.39E+26 1.26E+25 3.86E+26 7.28E+22 2.16E+23 3.54E+23 4.83E+23 5.97E+23 6.96E+23 7.79E+23 8.42E+23 8.86E+23 9.11E+23 9.17E+23 9.06E+23 8.80E+23 8.42E+23 7.93E+23 7.35E+23 6.74E+23 6.08E+23 5.43E+23 4.77E+23 4.15E+23 3.56E+23 3.02E+23 2.52E+23 2.09E+23 1.71E+23 1.38E+23 1.10E+23 8.67E+22 6.75E+22
 170.00  4.036  3.81E+27 1.42E+26 4.37E+27 7.89E+23 2.35E+24 3.85E+24 5.24E+24 6.49E+24 7.59E+24 8.49E+24 9.20E+24 9.72E+24 1.00E+25 1.01E+25 1.00E+25 9.76E+24 9.37E+24 8.86E+24 8.27E+24 7.61E+24 6.91E+24 6.19E+24 5.48E+24 4.80E+24 4.14E+24 3.54E+24 2.98E+24 2.49E+24 2.05E+24 1.67E+24 1.34E+24 1.07E+24 8.41E+23
